iw8_basear_mp,default,1,
iw8_ar_akilo47_mp,arKilo47,1,
iw8_ar_akilo47,arKilo47,1,
iw8_ar_akilo47_brightmuzzle,arKilo47,1,
iw8_ar_akilo47_farah_sp,arKilo47,1,
iw8_ar_akilo47_goliath,arKilo47,1,
iw8_ar_akilo47_low_damage,arKilo47,1,
iw8_ar_akilo47_marines,arKilo47,1,
iw8_ar_akilo47_marines_mghall,arKilo47,1,
iw8_ar_akilo47_marines_streets,arKilo47,1,
iw8_ar_akilo47_melee,arKilo47,1,
iw8_ar_akilo47_silent,arKilo47,1,
iw8_ar_akilo47_tfarah,arKilo47,1,
iw8_ar_akilo47_tunnels_mg,arKilo47,1,
iw8_ar_akilo47_mpv2,arKilo47,1,
iw8_ar_akilo47_mpdmb,arKilo47,1,
iw8_ar_akilo47_mpv2a,arKilo47,1,
iw8_ar_akilo47_mpv3,arKilo47,1,
iw8_ar_akilo47_mpa,arKilo47,1,
iw8_ar_akilo47_mpv3a,arKilo47,1,
iw8_ar_anovember94_mp,arAnovember94,1,
iw8_ar_anovember94,arAnovember94,1,
iw8_ar_anovember94_mpmtx,arAnovember94,1,
iw8_ar_asierra12_mp,arAsierra12,1,
iw8_ar_asierra12,arAsierra12,1,
iw8_ar_asierra12_mpa,arAsierra12,1,
iw8_ar_asierra12_mpv2,arAsierra12,1,
iw8_ar_asierra12_mpv2a,arAsierra12,1,
iw8_ar_falima_mp,arFalima,1,
iw8_ar_falima,arFalima,1,
iw8_ar_falima_notracer,arFalima,1,
iw8_ar_falpha_mp,arFalpha,1,
iw8_ar_falpha,arFalpha,1,
iw8_ar_falpha_mpv2,arFalpha,1,
iw8_ar_falpha_mpdmb,arFalpha,1,
iw8_ar_galima_mp,arGalima,1,
iw8_ar_galima,arGalima,1,
iw8_ar_galima_mpdmb,arGalima,1,
iw8_ar_galima_mpmtx,arGalima,1,
iw8_ar_kilo433_mp,arKilo433,1,
iw8_ar_kilo433,arKilo433,1,
iw8_ar_kilo433_mpa,arKilo433,1,
iw8_ar_kilo433_mpmtx,arKilo433,1,
iw8_ar_mcharlie_mp,arMcharlie,1,
iw8_ar_mcharlie,arMcharlie,1,
iw8_ar_decalmaker,arMcharlie,1,
iw8_ar_mcharlie_townhouse,arMcharlie,1,
iw8_ar_mcharlie_mpa,arMcharlie,1,
iw8_ar_mike4_mp,arMike4,1,
iw8_ar_mike4,arMike4,1,
iw8_ar_mike4_wf,arMike4,1,
iw8_ar_mike4_mpa,arMike4,1,
iw8_ar_mike4_mpmtx,arMike4,1,
iw8_ar_mike4_mpv2,arMike4,1,
iw8_ar_mike4_mpv2a,arMike4,1,
iw8_ar_mike4_mpmtx2,arMike4,1,
iw8_ar_scharlie_mp,arScharlie,1,
iw8_ar_scharlie,arScharlie,1,
iw8_ar_scharlie_mpa,arScharlie,1,
iw8_ar_scharlie_mpmtx,arScharlie,1,
iw8_ar_scharlie_mpv2,arScharlie,1,
iw8_ar_scharlie_mpdmb,arScharlie,1,
iw8_ar_sierra552_mp,arSierra552,1,
iw8_ar_sierra552,arSierra552,1,
iw8_ar_sierra552_mpa,arSierra552,1,
iw8_ar_sierra552_mpmtx2,arSierra552,1,
iw8_ar_sierra552_mpmtx,arSierra552,1,
iw8_ar_tango21_mp,arMike4,1,
iw8_ar_tango21,arMike4,1,
iw8_ar_tango21_mpv2,arMike4,1,
iw8_ar_tango21_mpmtx,arMike4,1,
iw8_baselmg_mp,default,1,
iw8_lm_dblmg_execution,default,0,
iw8_lm_kilo121_mp,lmKilo121,1,
iw8_lm_kilo121,lmKilo121,1,
iw8_lm_kilo121infil_mp,lmKilo121,1,
iw8_lm_kilo121jugg_mp,lmKilo121,1,
iw8_lm_lima86_mp,lmLima86,1,
iw8_lm_lima86,lmLima86,1,
iw8_lm_lima86_mpv2,lmLima86,1,
iw8_lm_lima86_mpv2a,lmLima86,1,
iw8_lm_mgolf34_mp,lmMgolf34,1,
iw8_lm_mgolf34,lmMgolf34,1,
iw8_lm_mgolf36_mp,lmKilo121,1,
iw8_lm_mgolf36,lmKilo121,1,
iw8_lm_mgolf36_mpv2,lmKilo121,1,
iw8_lm_mgolf36_mpdmb,lmKilo121,1,
iw8_lm_mkilo3_mp,lmMkilo3,1,
iw8_lm_mkilo3,lmMkilo3,1,
iw8_lm_mkilo3_mpdmb,lmMkilo3,1,
iw8_lm_mkilo3_mpmtx,lmMkilo3,1,
iw8_lm_pkilo_mp,lmPkilo,1,
iw8_lm_pkilo,lmPkilo,1,
iw8_lm_pkilo_mpa,lmPkilo,1,
iw8_lm_pkilo_mpv2,lmPkilo,1,
iw8_lm_pkilo_mpdmb,lmPkilo,1,
iw8_lm_pkilo_mpdmb2,lmPkilo,1,
iw8_lm_pkilo_mpv2a,lmPkilo,1,
iw8_lm_pkilo_mpv3,lmPkilo,1,
iw8_lm_sierrax_mp,lmKilo121,1,
iw8_basemelee_mp,default,0,
iw8_defibrillator_mp,default,0,
iw8_fists_mp,default,0,
iw8_fists_cp,default,0,
iw8_fists_mp_ls,default,0,
iw8_knife_mp,meKnife,1,
iw8_knife,meKnife,1,
iw8_clacker,meKnife,1,
iw8_knife_mpa,meKnife,1,
iw8_knife_mpb,meKnife,1,
iw8_knife_mpc,meKnife,1,
iw8_knife_mpv2,meKnife,1,
iw8_knife_mpv10,meKnife,1,
iw8_knife_mpv11,meKnife,1,
iw8_knife_mpv12,meKnife,1,
iw8_knife_mpv13,meKnife,1,
iw8_knife_mpv14,meKnife,1,
iw8_knife_mpv15,meKnife,1,
iw8_knife_mpv16,meKnife,1,
iw8_knife_mpv17,meKnife,1,
iw8_knife_mpv18,meKnife,1,
iw8_knife_mpv19,meKnife,1,
iw8_knife_mpv20,meKnife,1,
iw8_knife_mpv21,meKnife,1,
iw8_knife_mpv22,meKnife,1,
iw8_knife_mpv23,meKnife,1,
iw8_knife_mpv24,meKnife,1,
iw8_knife_mpv25,meKnife,1,
iw8_knife_mpv26,meKnife,1,
iw8_knife_mpv27,meKnife,1,
iw8_knife_mpv28,meKnife,1,
iw8_knife_mpv29,meKnife,1,
iw8_knife_mpv3,meKnife,1,
iw8_knife_mpv30,meKnife,1,
iw8_knife_mpv31,meKnife,1,
iw8_knife_mpv32,meKnife,1,
iw8_knife_mpv33,meKnife,1,
iw8_knife_mpv34,meKnife,1,
iw8_knife_mpv37,meKnife,1,
iw8_knife_mpv39,meKnife,1,
iw8_knife_mpv4,meKnife,1,
iw8_knife_mpv40,meKnife,1,
iw8_knife_mpv41,meKnife,1,
iw8_knife_mpv42,meKnife,1,
iw8_knife_mpv43,meKnife,1,
iw8_knife_mpv44,meKnife,1,
iw8_knife_mpv45,meKnife,1,
iw8_knife_mpv46,meKnife,1,
iw8_knife_mpv47,meKnife,1,
iw8_knife_mpv5,meKnife,1,
iw8_knife_mpv6,meKnife,1,
iw8_knife_mpv7,meKnife,1,
iw8_knife_mpv8,meKnife,1,
iw8_knife_mpv9,meKnife,1,
iw8_knifestab_mp,meKnife,1,
iw8_execution_knife_mp,meKnife,1,
iw8_execution_ballisticknife_mp,meKnife,1,
iw8_execution_baton_knife_mp,meKnife,1,
iw8_execution_baton_mp,meKnife,1,
iw8_execution_brassknuckles_f_mp,meKnife,1,
iw8_execution_brassknuckles_m_mp,meKnife,1,
iw8_execution_cattleprod_mp,meKnife,1,
iw8_execution_cinderblock_mp,meKnife,1,
iw8_execution_dog_mp,meKnife,1,
iw8_execution_dog_malinois_mp,meKnife,1,
iw8_execution_dog_riley_mp,meKnife,1,
iw8_execution_dog_snow_mp,meKnife,1,
iw8_execution_hyena_mp,meKnife,1,
iw8_execution_double_knife_mp,meKnife,1,
iw8_execution_double_sword_mp,meKnife,1,
iw8_execution_halligan_mp,meKnife,1,
iw8_execution_hatchet_mp,meKnife,1,
iw8_execution_iceaxe_mp,meKnife,1,
iw8_execution_kali_mp,meKnife,1,
iw8_execution_kerambit_mp,meKnife,1,
iw8_execution_machete_mp,meKnife,1,
iw8_execution_raven_mp,meKnife,1,
iw8_execution_ringblade_mp,meKnife,1,
iw8_execution_rungu_mp,meKnife,1,
iw8_execution_shovel_mp,meKnife,1,
iw8_execution_throwingknife_mp,meKnife,1,
iw8_execution_tomahawk_mp,meKnife,1,
iw8_throwingknife_fire_melee_mp,meKnife,1,
iw8_me_specials_mp,meKnife,1,
iw8_knife_mphatchet,meHatchet,1,
iw8_knife_mphatchetv2,meHatchet,1,
iw8_knife_mphatchetv3,meHatchet,1,
iw8_knife_mpv53,meKnife,1,
iw8_knife_mpv54,meKnife,1,
iw8_knife_mpv55,meKnife,1,
iw8_knife_mpv56,meKnife,1,
iw8_knife_mpv57,meKnife,1,
iw8_knife_mpv58,meKnife,1,
iw8_knife_mpv59,meKnife,1,
iw8_knife_mpv60,meKnife,1,
iw8_me_akimboblades_mp,meSwords,1,
iw8_me_akimboblades_mpsword,meSwords,1,
iw8_me_akimboblunt_mp,meKalisticks,1,
iw8_me_akimboblunt_mpkali,meKalisticks,1,
iw8_basepistol_mp,default,1,
iw8_pi_cpapa_mp,piCpapa,1,
iw8_pi_cpapa,piCpapa,1,
iw8_pi_cpapa_farah_sp,piCpapa,1,
iw8_pi_cpapa_farah_sp_a,piCpapa,1,
iw8_pi_cpapa_farah_sp_b,piCpapa,1,
iw8_pi_cpapa_farah_sp_c,piCpapa,1,
iw8_pi_cpapa_stpetersburg,piCpapa,1,
iw8_pi_cpapa_mpa,piCpapa,1,
iw8_pi_cpapa_mpv2,piCpapa,1,
iw8_pi_cpapa_mpv2a,piCpapa,1,
iw8_pi_decho_mp,piDecho,1,
iw8_pi_decho,piDecho,1,
iw8_pi_decho_escort,piDecho,1,
iw8_pi_decho_mpa,piDecho,1,
iw8_pi_decho_mpdmb2,piDecho,1,
iw8_pi_decho_mpdmb,piDecho,1,
iw8_pi_decho_mpmtx,piDecho,1,
iw8_pi_golf21_mp,piGolf21,1,
iw8_pi_golf21,piGolf21,1,
iw8_pi_golf21_tfarah,piGolf21,1,
iw8_pi_golf21_mpv2,piGolf21,1,
iw8_pi_golf21_mpv2a,piGolf21,1,
iw8_pi_golf21_mpv3,piGolf21,1,
iw8_pi_golf21_mpv3a,piGolf21,1,
iw8_pi_golf21_mpmtx,piGolf21,1,
iw8_pi_mike1911_mp,piMike1911,1,
iw8_execution_pistol_mp,default,1,
iw8_execution_knife_pistol_mp,default,1,
iw8_execution_pistol_cigar_mp,default,1,
iw8_execution_ringblade_pistol_mp,default,1,
iw8_pi_mike1911,piMike1911,1,
iw8_pi_mike1911_first_raise,piMike1911,1,
iw8_pi_mike1911_mpa,piMike1911,1,
iw8_pi_mike1911_mpdmb,piMike1911,1,
iw8_pi_mike1911_mpmtx,piMike1911,1,
iw8_pi_mike1911_mpv2,piMike1911,1,
iw8_pi_mike9_mp,piMike9,1,
iw8_pi_mike9,piMike9,1,
iw8_pi_mike9_mpmtx,piMike9,1,
iw8_pi_papa320_mp,piPapa320,1,
iw8_pi_papa320,piPapa320,1,
iw8_pi_papa320_mpa,piPapa320,1,
iw8_pi_papa320_mpmtx,piPapa320,1,
iw8_pi_papa320_mpmtxa,piPapa320,1,
iw8_pi_papa320_mpv2,piPapa320,1,
iw8_pi_papa320_mpv2a,piPapa320,1,
iw8_baseshotgun_mp,default,1,
iw8_sh_charlie725_mp,shCharlie725,1,
iw8_sh_charlie725,shCharlie725,1,
iw8_sh_charlie725_mpa,shCharlie725,1,
iw8_sh_charlie725_mpv2,shCharlie725,1,
iw8_sh_charlie725_mpdmb,shCharlie725,1,
iw8_sh_charlie725_mpv2a,shCharlie725,1,
iw8_sh_dpapa12_mp,shDpapa12,1,
iw8_sh_dpapa12,shDpapa12,1,
iw8_sh_dpapa12_incendiary,shDpapa12,1,
iw8_sh_dpapa12_mpv2,shDpapa12,1,
iw8_sh_dpapa12_mpdmb,shDpapa12,1,
iw8_sh_mike26_mp,shOscar12,1,
iw8_sh_mike26,shOscar12,1,
iw8_sh_oscar12_mp,shOscar12,1,
iw8_sh_oscar12,shOscar12,1,
iw8_sh_oscar12_mpa,shOscar12,1,
iw8_sh_oscar12_mpv2,shOscar12,1,
iw8_sh_oscar12_mpv2a,shOscar12,1,
iw8_sh_romeo870_mp,shRomeo870,1,
iw8_sh_romeo870,shRomeo870,1,
iw8_sh_romeo870_mpv2,shRomeo870,1,
iw8_sh_romeo870_mpa,shRomeo870,1,
iw8_sh_romeo870_mpdmb,shRomeo870,1,
iw8_sh_romeo870_mpdmb2,shRomeo870,1,
iw8_sh_romeo870_mpv3,shRomeo870,1,
iw8_sh_romeo870_preorder,shRomeo870,1,
iw8_basesmg_mp,default,1,
iw8_sm_augolf_mp,smAugolf,1,
iw8_sm_augolf,smAugolf,1,
iw8_sm_augolf_mpa,smAugolf,1,
iw8_sm_augolf_mpv2,smAugolf,1,
iw8_sm_augolf_mpv3,smAugolf,1,
iw8_sm_augolf_mpv3a,smAugolf,1,
iw8_sm_beta_mp,smBeta,1,
iw8_sm_beta,smBeta,1,
iw8_sm_beta_mpv2,smBeta,1,
iw8_sm_charlie9_mp,smCharlie9,1,
iw8_sm_charlie9,smCharlie9,1,
iw8_sm_mpapa5_mp,smMpapa5,1,
iw8_sm_mpapa5,smMpapa5,1,
iw8_sm_mpapa5_mpv2,smMpapa5,1,
iw8_sm_mpapa5_mpa,smMpapa5,1,
iw8_sm_mpapa5_mpmtx,smMpapa5,1,
iw8_sm_mpapa7_mp,smMpapa7,1,
iw8_sm_mpapa7,smMpapa7,1,
iw8_sm_mpapa7_escort,smMpapa7,1,
iw8_sm_mpapa7_mpa,smMpapa7,1,
iw8_sm_mpapa7_mpv2,smMpapa7,1,
iw8_sm_mpapa7_mpmtx,smMpapa7,1,
iw8_sm_mpapa7_mpv2a,smMpapa7,1,
iw8_sm_papa90_mp,smPapa90,1,
iw8_sm_papa90,smPapa90,1,
iw8_sm_papa90_mpv2,smPapa90,1,
iw8_sm_papa90_mpmtx,smPapa90,1,
iw8_sm_papa90_mpmtx2,smPapa90,1,
iw8_sm_papa90_mpv2a,smPapa90,1,
iw8_sm_smgolf45_mp,smSmgolf45,1,
iw8_sm_smgolf45,smSmgolf45,1,
iw8_sm_smgolf45_mpdmb,smSmgolf45,1,
iw8_sm_smgolf45_mpmtx,smSmgolf45,1,
iw8_sm_uzulu_mp,smUzulu,1,
iw8_sm_uzulu,smUzulu,1,
iw8_sm_uzulu_mpa,smUzulu,1,
iw8_sm_uzulu_mpv2,smUzulu,1,
iw8_sm_uzulu_mpv2a,smUzulu,1,
iw8_sm_victor_mp,smVictor,1,
iw8_sm_victor,smVictor,1,
iw8_sm_victor_mpmtx,smVictor,1,
iw8_basedmr_mp,default,1,
iw8_sn_crossbow_mp,snCrossbow,1,
iw8_sn_crossbow,snCrossbow,1,
iw8_sn_golf28_mp,snMike14,1,
iw8_sn_kilo98_mp,snKilo98,1,
iw8_sn_kilo98,snKilo98,1,
iw8_sn_kilo98_murderhole,snKilo98,1,
iw8_sn_kilo98_mpa,snKilo98,1,
iw8_sn_kilo98_mpv2,snKilo98,1,
iw8_sn_kilo98_mpv2a,snKilo98,1,
iw8_sn_mike14_mp,snMike14,1,
iw8_sn_mike14,snMike14,1,
iw8_sn_mike14_mpa,snMike14,1,
iw8_sn_mike14_mpv2,snMike14,1,
iw8_sn_mike14_mpv3,snMike14,1,
iw8_sn_romeo700_mp,snMike14,1,
iw8_sn_sbeta_mp,snSBeta,1,
iw8_sn_sbeta,snSBeta,1,
iw8_sn_sbeta_mpa,snSBeta,1,
iw8_sn_sbeta_mpv2,snSBeta,1,
iw8_sn_sbeta_mpdmb,snSBeta,1,
iw8_sn_sbeta_mpv2a,snSBeta,1,
iw8_sn_sksierra_mp,snSksierra,1,
iw8_sn_sksierra,snSksierra,1,
iw8_basesniper_mp,default,1,
iw8_sn_alpha50_mp,snAlpha50,1,
iw8_sn_alpha50,snAlpha50,1,
iw8_sn_alpha50_mpv2,snAlpha50,1,
iw8_sn_alpha50infil_mp,snAlpha50,1,
iw8_sn_hdromeo_mp,snHdromeo,1,
iw8_sn_hdromeo,snHdromeo,1,
iw8_sn_hdromeo_mpa,snHdromeo,1,
iw8_sn_hdromeo_preorder,snHdromeo,1,
iw8_sn_delta_mp,snDelta,1,
iw8_sn_delta,snDelta,1,
iw8_sn_scripted,snDelta,1,
iw8_sn_delta_mpv2,snDelta,1,
iw8_sn_xmike109_mp,snXmike109,1,
iw8_sn_xmike109,snXmike109,1,
iw8_sn_alpha50_highway,snAlpha50,1,
iw8_sn_hdromeo_ballistics,snHdromeo,1,
iw8_sn_hdromeo_ballistics_impact,snHdromeo,1,
iw8_sn_hdromeo_ballistics_quickraise,snHdromeo,1,
