0,buttons_default,MENU/DEFAULT,MENU/SPRINT_HOLD_BREATH,MENU/MELEE_CHANGE_ZOOM,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/THROW_SPECIAL_GRENADE,MENU/THROW_SPECIAL_GRENADE,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/JUMP,MENU/CROUCH_PRONE,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
1,buttons_tactical,MENU/TACTICAL,MENU/SPRINT_HOLD_BREATH,MENU/CROUCH_PRONE,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/THROW_SPECIAL_GRENADE,MENU/THROW_SPECIAL_GRENADE,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/JUMP,MENU/MELEE_CHANGE_ZOOM,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
2,buttons_lefty,MENU/LEFTY,MENU/MELEE_CHANGE_ZOOM,MENU/SPRINT_HOLD_BREATH,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/THROW_SPECIAL_GRENADE,MENU/THROW_SPECIAL_GRENADE,MENU/JUMP,MENU/CROUCH_PRONE,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
3,buttons_nomad,MENU/NOMAD,MENU/SPRINT_HOLD_BREATH,MENU/MELEE_CHANGE_ZOOM,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/THROW_SPECIAL_GRENADE,MENU/THROW_SPECIAL_GRENADE,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/JUMP,MENU/CROUCH_PRONE,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
4,buttons_nomad_tactical,MENU/NOMAD_TACTICAL,MENU/SPRINT_HOLD_BREATH,MENU/CROUCH_PRONE,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/THROW_SPECIAL_GRENADE,MENU/THROW_SPECIAL_GRENADE,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/JUMP,MENU/MELEE_CHANGE_ZOOM,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
5,buttons_nomad_lefty,MENU/NOMAD_LEFTY,MENU/MELEE_CHANGE_ZOOM,MENU/SPRINT_HOLD_BREATH,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/THROW_SPECIAL_GRENADE,MENU/THROW_SPECIAL_GRENADE,MENU/JUMP,MENU/CROUCH_PRONE,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
6,buttons_bumper_jumper,MENU/BUMPER_JUMPER,MENU/SPRINT_HOLD_BREATH,MENU/MELEE_CHANGE_ZOOM,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/JUMP,MENU/JUMP,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/THROW_SPECIAL_GRENADE,MENU/CROUCH_PRONE,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
7,buttons_bumper_jumper_tac,MENU/BUMPER_JUMPER_TACTICAL,MENU/SPRINT_HOLD_BREATH,MENU/CROUCH_PRONE,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/JUMP,MENU/JUMP,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/THROW_SPECIAL_GRENADE,MENU/MELEE_CHANGE_ZOOM,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
8,buttons_one_hand_gun,MENU/ONE_HAND_GUN,MENU/SPRINT_HOLD_BREATH,MENU/MELEE_CHANGE_ZOOM,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/THROW_SPECIAL_GRENADE,MENU/THROW_SPECIAL_GRENADE,MENU/JUMP,MENU/CROUCH_PRONE,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
9,buttons_stick_move,MENU/STICK_MOVE,MENU/SPRINT_HOLD_BREATH,MENU/JUMP,MENU/AIM_DOWN_SIGHT,MENU/AIM_DOWN_SIGHT,MENU/FIRE_WEAPON,MENU/FIRE_WEAPON,MENU/THROW_SPECIAL_GRENADE,MENU/THROW_SPECIAL_GRENADE,MENU/USE_EQUIPMENT,MENU/FRAG_EQUIPMENT,MENU/MELEE_CHANGE_ZOOM,MENU/CROUCH_PRONE,MENU/USE_RELOAD,MENU/SWITCH_WEAPON,MENU/DPAD_DESC,MENU/DPAD_UP_DESC,MENU/DPAD_RIGHT_DESC,MENU/DPAD_DOWN_DESC,MENU/DPAD_LEFT_DESC,MENU/PAUSE,LUA_MENU/MENU,MENU/SCOREBOARD,MENU/OBJECTIVES_MENU,LUA_MENU/SCOREBOARD_INVENTORY,
