98604269590969266,t9_ch_global_ekia_sniper_for_operator_unlock,OPERATOR_UNLOCK,100,,,
134914007341672397,t9_ch_global_detonate_dirty_bomb_for_operator_unlock,OPERATOR_UNLOCK,5,,,
119586308642106246,t9_ch_global_kill_with_scorestreak_for_operator_unlock,OPERATOR_UNLOCK,10,,,
100950211566621549,t9_ch_global_pap_weapon_eliminations_for_operator_unlock,OPERATOR_UNLOCK,200,,,
100410377650927434,t9_ch_global_destroy_vehicle_for_operator_unlock,OPERATOR_UNLOCK,10,,,
73612109809068190,t9_ch_global_kill_detected_enemies_for_operator_unlock,OPERATOR_UNLOCK,50,,,
141754233871244944,t9_ch_global_finishing_move_kill_for_operator_unlock,OPERATOR_UNLOCK,15,,,
80671228034423466,t9_ch_global_killstreak_5_for_operator_unlock,OPERATOR_UNLOCK,15,,,
94329911974104346,t9_ch_global_exfils_for_operator_unlock,OPERATOR_UNLOCK,3,,,
111795514063712994,t9_ch_global_win_one_v_one_as_prisoner_for_operator_mission,QUEST,1,0,,
127713787400622377,t9_ch_global_ekia_enemies_gas_mine_or_gas_grenade_for_operator_mission,QUEST,10,0,,
85525254875676550,t9_ch_global_ekia_with_tac_mask_or_battle_hardened_perk_for_operator_mission,QUEST,25,0,,
106686441719486941,t9_ch_global_most_wanted_contract_completed_for_operator_mission,QUEST,3,0,,
111214153609895159,t9_ch_global_headshots_for_operator_mission,QUEST,10,80,,
99246928152496700,t9_ch_global_longshot_kill_for_operator_mission,QUEST,5,80,,
74833699438238117,t9_ch_global_kill_enemy_while_crouched_or_prone_for_operator_mission,QUEST,10,80,,
132014504351438617,t9_ch_global_kill_enemy_one_bullet_sniper_for_operator_mission,QUEST,10,80,,
119940081856472967,t9_ch_global_ekia_with_silenced_weapons_for_operator_mission,QUEST,15,0,,
132061051581772479,t9_ch_global_ekia_blinded_for_operator_mission,QUEST,5,0,,
76893477931055401,t9_ch_global_call_in_uav_for_operator_mission,QUEST,5,0,,
141036901159672487,t9_ch_global_point_blank_kill_for_operator_mission,QUEST,5,0,,
113049955140649375,t9_ch_global_knife_loadout_kill_for_operator_mission,QUEST,5,20,,
92909144963350867,t9_ch_global_ekia_shotgun_for_operator_mission,QUEST,20,20,,
132153989673504818,t9_ch_global_hatchet_kill_for_operator_mission,QUEST,5,20,,
89940432479444776,t9_ch_global_finishing_move_kill_for_operator_mission,QUEST,1,20,,
101871207060064510,t9_ch_global_multikill_2_for_operator_mission,QUEST,3,30,,
142325850372415778,t9_ch_global_ekia_cold_blooded_for_operator_mission,QUEST,15,30,,
122253096372642369,t9_ch_global_killstreak_5_for_operator_mission,QUEST,1,30,,
75973637477719720,t9_ch_global_earn_team_top_15_for_operator_mission,QUEST,1,30,,
122114057999423479,t9_ch_global_ekia_while_in_vehicle_for_operator_mission,QUEST,5,40,,
72251566544515786,t9_ch_global_complete_recon_objective_for_operator_mission,QUEST,3,40,,
139968594804008413,t9_ch_global_call_in_killstreak_for_operator_mission,QUEST,5,40,,
79546533712560361,t9_ch_global_complete_loadout_drop_for_operator_mission,QUEST,3,40,,
102547785700402793,t9_ch_global_stim_shot_health_recovery_for_operator_mission,QUEST,1000,50,,
92381789342671041,t9_ch_global_teammate_buyback_for_operator_mission,QUEST,3,50,,
99345299950234165,t9_ch_global_ekia_under_enemy_detection_with_ghost_perk_for_operator_mission,QUEST,10,50,,
73949004720765220,t9_ch_global_revived_teammate_for_operator_mission,QUEST,5,50,,
78443886440568545,t9_ch_global_kill_with_launcher_for_operator_mission,QUEST,5,10,,
142449971909014353,t9_ch_global_kill_with_scorestreak_for_operator_mission,QUEST,3,10,,
102983511261265222,t9_ch_global_destroy_vehicle_for_operator_mission,QUEST,5,10,,
113361969442491708,t9_ch_global_lethal_kill_with_quartermaster_or_restock_perk_for_operator_mission,QUEST,15,10,,
86843009156474187,t9_ch_global_win_one_v_one_as_prisoner_for_operator_mission_op2,QUEST,1,70,,
128969134603685301,t9_ch_global_ekia_paranoia_or_high_alert_for_operator_mission,QUEST,15,70,,
114742074957820110,t9_ch_global_kill_enemy_when_injured_for_operator_mission,QUEST,5,70,,
108431753968468729,t9_ch_global_killstreak_5_for_operator_mission_op2,QUEST,1,70,,
