wyatt_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_wyatt_01,
spetsnaz_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_nikto_01,
murphy_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_murphy_01,
dday_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_dday_01,
charly_western,chr_menu_female_idle_01_AR,,,,,chr_menu_female_intro_01_AR,
alice_western,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_alice_01,
syd_eastern,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_syd_01,
bale_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_bale_01,
domino_western,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_domino_01,
otter_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_otter_01,
quin_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_default_01,
kato_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_default_01,
zedra_western,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_zedra_01,
golem_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_golem_01,
golem_western_o,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_lynch_01,
farah_western,chr_menu_female_idle_01_AR,,,,,chr_menu_female_intro_01_AR,
ghost_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_ghost_01,
lynch_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_lynch_01,
hooper_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_default_01,
stohli_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_default_01,
rodion_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_rodion_01,
trigg_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_default_01,
grinch_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_grinch_01,
iskra_eastern,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_iskra_01,
yegor_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_yegor_01,
kreuger_eastern,fe_operator_select_idle_kruger_01,,,,,fe_operator_select_confirm_kruger_01,
ninja_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_default_01,
azur_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_azur_01,
yolandi_eastern,chr_menu_female_idle_01_AR,,,,,chr_menu_female_intro_01_AR,
zane_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_zane_01,
minotavr_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_01,
raines_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_lynch_01,
default_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_default_01,
default_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_default_01,
minotavr_eastern_f,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_02,
minotavr_eastern_g,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_02,
minotavr_eastern_h,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_02,
otter_western_i,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_otter_02,
crowfoot_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_crowfoot_01,
metalghost_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_mace_01,
alex_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_alex_01,
ronin_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_ronin_01,
kyle_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_kyle_01,
price_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_price_01,
roze_eastern,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_roze_01,
zane_eastern_p,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_zane_02,
lerch_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_lerch_01,
velikan_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_kotus_01,
woods_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_woods_01,
otter_western_n,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_otter_02,
otter_western_p,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_otter_02,
otter_western_q,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_otter_02,
otter_western_m,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_otter_02,
otter_western_l,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_otter_02,
morte_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_morte_01,
farah_eastern,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_farah_01,
nikolai_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_nikolai_01,
nikolai_eastern_a,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_nikolai_02,
nikolai_eastern_b,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_nikolai_03,
griggs_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_griggs_01,
minotavr_eastern_f,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_02,
minotavr_eastern_g,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_02,
minotavr_eastern_h,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_02,
minotavr_eastern_p,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_02,
minotavr_eastern_q,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_minotavr_02,
t9navyseal_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_navyseal_01,
t9adler_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_adler_01,
t9west_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_wgerman_01,
t9cia_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_ciasog_01,
t9kgb_eastern,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_kgbfem_01,
t9st1_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_t9st1_01,
t9st2_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_t9st2_01,
t9st3_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_t9st3_01,
t9st4_western,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_t9st4_01,
t9st5_western,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_t9st5_01,
t9cub_eastern,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_cuban_01,
t9woods_western,chr_menu_male_idle_01_AR,,,,,fe_operator_select_confirm_t9woods_01,
t9mi6_western,chr_menu_female_idle_01_AR,,,,,fe_operator_select_confirm_mi6fem_01,
