418,ch_gs_ar_akilo47_attachment_1,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
419,ch_gs_ar_akilo47_attachment_2,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
420,ch_gs_ar_akilo47_attachment_3,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
421,ch_gs_ar_akilo47_attachment_4,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
422,ch_gs_ar_akilo47_attachment_5,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
423,ch_gs_ar_akilo47_attachment_6,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
424,ch_gs_ar_akilo47_attachment_7,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
425,ch_gs_ar_akilo47_attachment_8,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
426,ch_gs_ar_asierra12_attachment_1,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
427,ch_gs_ar_asierra12_attachment_2,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
428,ch_gs_ar_asierra12_attachment_3,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
429,ch_gs_ar_asierra12_attachment_4,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
430,ch_gs_ar_asierra12_attachment_5,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
431,ch_gs_ar_asierra12_attachment_6,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
432,ch_gs_ar_asierra12_attachment_7,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
433,ch_gs_ar_asierra12_attachment_8,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
434,ch_gs_ar_falima_attachment_1,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
435,ch_gs_ar_falima_attachment_2,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
436,ch_gs_ar_falima_attachment_3,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
437,ch_gs_ar_falima_attachment_4,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
438,ch_gs_ar_falima_attachment_5,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
439,ch_gs_ar_falima_attachment_6,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
440,ch_gs_ar_falima_attachment_7,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
441,ch_gs_ar_falima_attachment_8,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
442,ch_gs_ar_falpha_attachment_1,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
443,ch_gs_ar_falpha_attachment_2,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
444,ch_gs_ar_falpha_attachment_3,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
445,ch_gs_ar_falpha_attachment_4,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
446,ch_gs_ar_falpha_attachment_5,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
447,ch_gs_ar_falpha_attachment_6,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
448,ch_gs_ar_falpha_attachment_7,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
449,ch_gs_ar_falpha_attachment_8,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
450,ch_gs_ar_kilo433_attachment_1,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
451,ch_gs_ar_kilo433_attachment_2,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
452,ch_gs_ar_kilo433_attachment_3,CHALLENGE/NAME_NONE,CHALLENGE/GS_KILLS,50,,100,
