0,ACHIEVEMENTS/ALL_GAME_MODE,ACHIEVEMENTS/BOOM,ACHIEVEMENTS/BOOM_DESC,ui_achievement_icon_001,30,
1,ACHIEVEMENTS/ALL_GAME_MODE,ACHIEVEMENTS/ASHES,ACHIEVEMENTS/ASHES_DESC,ui_achievement_icon_002,30,
2,ACHIEVEMENTS/ALL_GAME_MODE,ACHIEVEMENTS/HANGTIME,ACHIEVEMENTS/HANGTIME_DESC,ui_achievement_icon_003,30,
3,ACHIEVEMENTS/ALL_GAME_MODE,ACHIEVEMENTS/PILOTKILL,ACHIEVEMENTS/PILOTKILL_DESC,ui_achievement_icon_004,30,
4,ACHIEVEMENTS/ALL_GAME_MODE,ACHIEVEMENTS/WILDFIRE,ACHIEVEMENTS/WILDFIRE_DESC,ui_achievement_icon_005,30,
5,ACHIEVEMENTS/ALL_GAME_MODE,ACHIEVEMENTS/SMOKEDIRECT,ACHIEVEMENTS/SMOKEDIRECT_DESC,ui_achievement_icon_006,30,
6,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/VETFINISH,ACHIEVEMENTS/VETFINISH_DESC,ui_achievement_icon_007,30,
7,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/FINISH,ACHIEVEMENTS/FINISH_DESC,ui_achievement_icon_008,30,
8,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/FOGFRAG,ACHIEVEMENTS/FOGFRAG_DESC,ui_achievement_icon_009,30,
9,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/NOFRIENDLYFIRE,ACHIEVEMENTS/NOFRIENDLYFIRE_DESC,ui_achievement_icon_010,30,
10,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/PLAYDEAD,ACHIEVEMENTS/PLAYDEAD_DESC,ui_achievement_icon_011,30,
11,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/CINDERBLOCK,ACHIEVEMENTS/CINDERBLOCK_DESC,ui_achievement_icon_012,30,
12,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/WALLHAX,ACHIEVEMENTS/WALLHAX_DESC,ui_achievement_icon_013,30,
13,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/GOLDENPATH,ACHIEVEMENTS/GOLDENPATH_DESC,ui_achievement_icon_014,30,
14,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/SMOKEOUT,ACHIEVEMENTS/SMOKEOUT_DESC,ui_achievement_icon_015,30,
15,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/LOVEFROMABOVE,ACHIEVEMENTS/LOVEFROMABOVE_DESC,ui_achievement_icon_016,30,
16,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/PITSTOP,ACHIEVEMENTS/PITSTOP_DESC,ui_achievement_icon_017,30,
17,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/DRIVERSED,ACHIEVEMENTS/DRIVERSED_DESC,ui_achievement_icon_018,30,
18,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/TWOBIRDS,ACHIEVEMENTS/TWOBIRDS_DESC,ui_achievement_icon_019,30,
19,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/TUNNELRAT,ACHIEVEMENTS/TUNNELRAT_DESC,ui_achievement_icon_020,30,
20,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/DODGEBULLET,ACHIEVEMENTS/DODGEBULLET_DESC,ui_achievement_icon_021,30,
21,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/BARKOVSPIT,ACHIEVEMENTS/BARKOVSPIT_DESC,ui_achievement_icon_022,30,
22,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/HOTSWAP,ACHIEVEMENTS/HOTSWAP_DESC,ui_achievement_icon_023,30,
23,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/LIGHTSOUT,ACHIEVEMENTS/LIGHTSOUT_DESC,ui_achievement_icon_024,30,
24,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/OWNTHENIGHT,ACHIEVEMENTS/OWNTHENIGHT_DESC,ui_achievement_icon_025,30,
25,ACHIEVEMENTS/SINGLEPLAYER,ACHIEVEMENTS/WARONFORE,ACHIEVEMENTS/WARONFORE_DESC,ui_achievement_icon_026,30,
26,ACHIEVEMENTS/COOPERATIVE,ACHIEVEMENTS/PICKLES,ACHIEVEMENTS/PICKLES_DESC,ui_achievement_icon_027,30,
