0,none,none,none,none,none,none,0,none,
32,wyatt_western_quip_1,wyatt_western,LUA_MENU/QUIP_WYATT_1,ui_loot_operator_quip_west_wyatt,ui_default_null,_10,1,QUIPS/WYATT_1,
33,wyatt_western_quip_2,wyatt_western,LUA_MENU/QUIP_WYATT_2,ui_loot_operator_quip_west_wyatt,ui_default_null,_20,1,QUIPS/WYATT_2,
1,wyatt_western_quip_3,wyatt_western,LUA_MENU/QUIP_WYATT_3,ui_loot_operator_quip_west_wyatt,ui_default_null,_30,1,QUIPS/WYATT_3,
35,wyatt_western_quip_4,wyatt_western,LUA_MENU/QUIP_WYATT_4,ui_loot_operator_quip_west_wyatt,ui_default_null,_40,1,QUIPS/WYATT_4,
36,wyatt_western_quip_5,wyatt_western,LUA_MENU/QUIP_WYATT_5,ui_loot_operator_quip_west_wyatt,ui_default_null,_50,1,QUIPS/WYATT_5,
37,wyatt_western_quip_6,wyatt_western,LUA_MENU/QUIP_WYATT_6,ui_loot_operator_quip_west_wyatt,ui_default_null,_60,1,QUIPS/WYATT_6,
38,wyatt_western_quip_7,wyatt_western,LUA_MENU/QUIP_WYATT_7,ui_loot_operator_quip_west_wyatt,ui_default_null,_70,1,QUIPS/WYATT_7,
39,wyatt_western_quip_8,wyatt_western,LUA_MENU/QUIP_WYATT_8,ui_loot_operator_quip_west_wyatt,ui_default_null,_80,1,QUIPS/WYATT_8,
40,wyatt_western_quip_9,wyatt_western,LUA_MENU/QUIP_WYATT_9,ui_loot_operator_quip_west_wyatt,ui_default_null,_90,1,QUIPS/WYATT_9,
10,wyatt_western_quip_10,wyatt_western,LUA_MENU/QUIP_WYATT_10,ui_loot_operator_quip_west_wyatt,ui_default_null,_100,1,QUIPS/WYATT_10,
41,spetsnaz_eastern_quip_1,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_1,ui_loot_operator_quip_east_nikto,ui_default_null,_10,1,QUIPS/NIKTO_1,
42,spetsnaz_eastern_quip_2,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_2,ui_loot_operator_quip_east_nikto,ui_default_null,_20,1,QUIPS/NIKTO_2,
43,spetsnaz_eastern_quip_3,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_3,ui_loot_operator_quip_east_nikto,ui_default_null,_30,1,QUIPS/NIKTO_3,
44,spetsnaz_eastern_quip_4,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_4,ui_loot_operator_quip_east_nikto,ui_default_null,_40,1,QUIPS/NIKTO_4,
45,spetsnaz_eastern_quip_5,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_5,ui_loot_operator_quip_east_nikto,ui_default_null,_50,1,QUIPS/NIKTO_5,
46,spetsnaz_eastern_quip_6,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_6,ui_loot_operator_quip_east_nikto,ui_default_null,_60,1,QUIPS/NIKTO_6,
47,spetsnaz_eastern_quip_7,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_7,ui_loot_operator_quip_east_nikto,ui_default_null,_70,1,QUIPS/NIKTO_7,
48,spetsnaz_eastern_quip_8,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_8,ui_loot_operator_quip_east_nikto,ui_default_null,_80,1,QUIPS/NIKTO_8,
49,spetsnaz_eastern_quip_9,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_9,ui_loot_operator_quip_east_nikto,ui_default_null,_90,1,QUIPS/NIKTO_9,
50,spetsnaz_eastern_quip_10,spetsnaz_eastern,LUA_MENU/QUIP_SPETSNAZ_10,ui_loot_operator_quip_east_nikto,ui_default_null,_100,1,QUIPS/NIKTO_10,
51,murphy_western_quip_1,murphy_western,LUA_MENU/QUIP_THORNE_1,ui_loot_operator_quip_west_thorne,ui_default_null,_10,1,QUIPS/MURPHY_1,
3,murphy_western_quip_2,murphy_western,LUA_MENU/QUIP_THORNE_2,ui_loot_operator_quip_west_thorne,ui_default_null,_20,1,QUIPS/MURPHY_2,
52,murphy_western_quip_3,murphy_western,LUA_MENU/QUIP_THORNE_3,ui_loot_operator_quip_west_thorne,ui_default_null,_30,1,QUIPS/MURPHY_3,
53,murphy_western_quip_4,murphy_western,LUA_MENU/QUIP_THORNE_4,ui_loot_operator_quip_west_thorne,ui_default_null,_40,1,QUIPS/MURPHY_4,
54,murphy_western_quip_5,murphy_western,LUA_MENU/QUIP_THORNE_5,ui_loot_operator_quip_west_thorne,ui_default_null,_50,1,QUIPS/MURPHY_5,
55,murphy_western_quip_6,murphy_western,LUA_MENU/QUIP_THORNE_6,ui_loot_operator_quip_west_thorne,ui_default_null,_60,1,QUIPS/MURPHY_6,
56,murphy_western_quip_7,murphy_western,LUA_MENU/QUIP_THORNE_7,ui_loot_operator_quip_west_thorne,ui_default_null,_70,1,QUIPS/MURPHY_7,
57,murphy_western_quip_8,murphy_western,LUA_MENU/QUIP_THORNE_8,ui_loot_operator_quip_west_thorne,ui_default_null,_80,1,QUIPS/MURPHY_8,
58,murphy_western_quip_9,murphy_western,LUA_MENU/QUIP_THORNE_9,ui_loot_operator_quip_west_thorne,ui_default_null,_90,1,QUIPS/MURPHY_9,
59,murphy_western_quip_10,murphy_western,LUA_MENU/QUIP_THORNE_10,ui_loot_operator_quip_west_thorne,ui_default_null,_100,1,QUIPS/MURPHY_10,
60,dday_western_quip_1,dday_western,LUA_MENU/QUIP_DDAY_1,ui_loot_operator_quip_west_dday,ui_default_null,_10,1,QUIPS/DDAY_1,
4,dday_western_quip_2,dday_western,LUA_MENU/QUIP_DDAY_2,ui_loot_operator_quip_west_dday,ui_default_null,_20,1,QUIPS/DDAY_2,
61,dday_western_quip_3,dday_western,LUA_MENU/QUIP_DDAY_3,ui_loot_operator_quip_west_dday,ui_default_null,_30,1,QUIPS/DDAY_3,
