default_western,weapon_smg,body_mp_western_fireteam_west_smg_1_1_lod1,head_mp_western_fireteam_west_smg_1_1,body_mp_western_fireteam_west_smg_1_1_lod1,head_mp_western_fireteam_west_smg_1_1,
default_western,weapon_shotgun,body_mp_western_fireteam_west_sg_1_1_lod1,head_mp_western_fireteam_west_sg_1_1,body_mp_western_fireteam_west_sg_1_1_lod1,head_mp_western_fireteam_west_sg_1_1,
default_western,weapon_lmg,body_mp_western_fireteam_west_lmg_1_1_lod1,head_mp_western_fireteam_west_lmg_1_1,body_mp_western_fireteam_west_lmg_1_1_lod1,head_mp_western_fireteam_west_lmg_1_1,
default_western,weapon_dmr,body_mp_western_fireteam_west_dmr_1_1_lod1,head_mp_western_fireteam_west_dmr_1_1,body_mp_western_fireteam_west_dmr_1_1_lod1,head_mp_western_fireteam_west_dmr_1_1,
default_western,weapon_sniper,body_mp_western_fireteam_west_dmr_1_1_lod1,head_mp_western_fireteam_west_dmr_1_1,body_mp_western_fireteam_west_dmr_1_1_lod1,head_mp_western_fireteam_west_dmr_1_1,
default_eastern,weapon_smg,body_mp_eastern_fireteam_east_smg_lod1,head_mp_eastern_fireteam_east_smg_1,body_mp_eastern_fireteam_east_smg_lod1,head_mp_eastern_fireteam_east_smg_1,
default_eastern,weapon_shotgun,body_mp_eastern_fireteam_east_sg_lod1,head_mp_eastern_fireteam_east_sg,body_mp_eastern_fireteam_east_sg_lod1,head_mp_eastern_fireteam_east_sg,
default_eastern,weapon_lmg,body_mp_eastern_fireteam_east_lmg_lod1,head_mp_eastern_fireteam_east_lmg,body_mp_eastern_fireteam_east_lmg_lod1,head_mp_eastern_fireteam_east_lmg,
default_eastern,weapon_dmr,body_mp_eastern_fireteam_east_dmr_lod1,head_mp_eastern_fireteam_east_dmr,body_mp_eastern_fireteam_east_dmr_lod1,head_mp_eastern_fireteam_east_dmr,
default_eastern,weapon_sniper,body_mp_eastern_fireteam_east_dmr_lod1,head_mp_eastern_fireteam_east_dmr,body_mp_eastern_fireteam_east_dmr_lod1,head_mp_eastern_fireteam_east_dmr,
