0.74902,0.25098,0.25098,1,
0.65098,0.568627,0.411765,1,
0.6,0.639216,0.690196,1,
0.697348,0.879147,0.595508,1,
0.375591,0.604663,0.6386,1,
0.585894,0.459487,0.603839,1,
0.640522,0.325785,0.770257,1,
0.777459,0.709983,0.621876,1,
0.542558,0.957366,0.244575,1,
0.101962,0.930631,0.0678426,1,
0.809564,0.555345,0.612018,1,
0.440107,0.820338,0.00955229,1,
0.182287,0.752892,0.344493,1,
0.449843,0.621784,0.756981,1,
0.554094,0.587237,0.616169,1,
0.438795,0.859401,0.581927,1,
0.011597,0.77987,0.255837,1,
0.12775,0.18601,0.76809,1,
0.914975,0.804498,0.617512,1,
0.817347,0.550645,0.103671,1,
0.431288,0.251503,0.592151,1,
0.0349132,0.206641,0.00918607,1,
0.694968,0.718162,0.824519,1,
0.225257,0.620869,0.868587,1,
0.637684,0.845882,0.018189,1,
0.580676,0.744224,0.932737,1,
0.134037,0.316874,0.645863,1,
0.813105,0.989013,0.50792,1,
0.0723594,0.731773,0.0464187,1,
0.670644,0.253121,0.161321,1,
0.906735,0.449507,0.417219,1,
0.426649,0.058565,0.488418,1,
0.8034,0.800348,0.217841,1,
0.538743,0.960875,0.725028,1,
0.285684,0.709799,0.622578,1,
0.318766,0.457259,0.26841,1,
0.931883,0.820093,0.511582,1,
0.893521,0.303812,0.128574,1,
0.814844,0.791711,0.702963,1,
0.0975066,0.0674459,0.58092,1,
0.617664,0.734642,0.326762,1,
0.347667,0.513688,0.967498,1,
0.336039,0.784234,0.0470595,1,
0.129246,0.691916,0.812372,1,
0.818171,0.821772,0.880306,1,
0.599658,0.947844,0.311655,1,
0.713279,0.374401,0.257485,1,
0.115757,0.197333,0.945891,1,
0.333476,0.932646,0.364422,1,
0.335765,0.257698,0.575488,1,
0.0974456,0.427229,0.285531,1,
0.0639058,0.48085,0.0376904,1,
0.252144,0.529557,0.707999,1,
0.32197,0.988739,0.0928068,1,
0.0763573,0.911374,0.529405,1,
0.366344,0.102115,0.695639,1,
0.391003,0.741783,0.284555,1,
0.653676,0.705741,0.11594,1,
0.552873,0.639241,0.488907,1,
0.212775,0.925199,0.528092,1,
0.82281,0.15714,0.412061,1,
0.632588,0.237465,0.456984,1,
0.695486,0.790338,0.0703757,1,
0.0496231,0.614124,0.0325633,1,
0.0855434,0.569262,0.986785,1,
0.239296,0.133946,0.490829,1,
0.804956,0.686483,0.13596,1,
0.307596,0.325694,0.892666,1,
0.167425,0.397961,0.0960417,1,
0.670156,0.93057,0.737846,1,
0.440657,0.787835,0.390698,1,
0.115238,0.443159,0.151402,1,
0.860469,0.00299081,0.953307,1,
0.90759,0.312326,0.745781,1,
0.650349,0.378246,0.201147,1,
0.217933,0.694815,0.230964,1,
0.57738,0.608509,0.99884,1,
0.792169,0.77279,0.488876,1,
0.647389,0.908994,0.439711,1,
0.82049,0.5009,0.266366,1,
0.225043,0.0578326,0.510727,1,
0.565447,0.860042,0.00369274,1,
0.778893,0.469222,0.947691,1,
0.572314,0.893185,0.722709,1,
0.228278,0.117161,0.568896,1,
0.352306,0.605274,0.479598,1,
0.128422,0.352428,0.711417,1,
0.414014,0.849971,0.763878,1,
0.297769,0.546617,0.716758,1,
0.5515,0.225959,0.523423,1,
0.597766,0.186956,0.345286,1,
0.504105,0.391461,0.342601,1,
0.0357982,0.657704,0.163579,1,
0.602954,0.698599,0.816492,1,
0.810327,0.600177,0.974761,1,
0.944426,0.278207,0.479507,1,
0.973968,0.576128,0.871914,1,
0.101016,0.294168,0.883175,1,
0.680929,0.884121,0.113529,1,
0.522996,0.657063,0.700369,1,
