1,wyatt_western_basic,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_1,body_mp_western_wyatt_1_1_lod1,head_mp_western_wyatt_1_1,ui_default_null,1,,0,body_mp_western_wyatt_1_1_lod1,head_mp_western_wyatt_1_1_blendshape,1,,1,STORE_FLAVOR/OPERATOR_WYATT_WESTERN_BASIC_FLAVOR,,,ui_loot_operator_west_wyatt_1_1,0,0,,vestlight,,
2,wyatt_western_a,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_2,body_mp_western_wyatt_1_2_lod1,head_mp_western_wyatt_1_2,ui_default_null,2,,50,body_mp_western_wyatt_1_2_lod1,head_mp_western_wyatt_1_2_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,ui_loot_operator_west_wyatt_1_2,-0.05,0,,vestlight,,
3,wyatt_western_b,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_3,body_mp_western_wyatt_1_3_lod1,head_mp_western_wyatt_1_3,ui_default_null,3,,50,body_mp_western_wyatt_1_3_lod1,head_mp_western_wyatt_1_3_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,ui_loot_operator_west_wyatt_1_3,-0.16,0,,vestlight,,
4,wyatt_western_c,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_4,body_mp_western_wyatt_2_1_lod1,head_mp_western_wyatt_2_1,ui_default_null,4,,50,body_mp_western_wyatt_2_1_lod1,head_mp_western_wyatt_2_1_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,ui_loot_operator_west_wyatt_2_1,-0.23,1,,vestlight,,
5,wyatt_western_d,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_5,body_mp_western_wyatt_2_2_lod1,head_mp_western_wyatt_2_2,ui_default_null,5,,250,body_mp_western_wyatt_2_2_lod1,head_mp_western_wyatt_2_2_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,ui_loot_operator_west_wyatt_2_2,-0.34,1,,vestlight,,
6,wyatt_western_e,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_6,body_mp_western_wyatt_2_3_lod1,head_mp_western_wyatt_2_3,ui_default_null,6,,250,body_mp_western_wyatt_2_3_lod1,head_mp_western_wyatt_2_3_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,ui_loot_operator_west_wyatt_2_3,-0.1,1,,vestlight,,
7,wyatt_western_f,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_7,body_mp_western_wyatt_3_1_lod1,head_mp_western_wyatt_3_1,ui_default_null,7,,250,body_mp_western_wyatt_3_1_lod1,head_mp_western_wyatt_3_1_blendshape,0,,1,STORE_FLAVOR/OPERATOR_WYATT_WESTERRN_F_FLAVOR,,nvg_2,ui_loot_operator_west_wyatt_3_1,-0.04,0,,vestlight,,
8,wyatt_western_g,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_8,body_mp_western_wyatt_3_2_lod1,head_mp_western_wyatt_3_2,ui_default_null,8,,1000,body_mp_western_wyatt_3_2_lod1,head_mp_western_wyatt_3_2_blendshape,0,,1,STORE_FLAVOR/OPERATOR_WYATT_WESTERRN_G_FLAVOR,,nvg_2,ui_loot_operator_west_wyatt_3_2,0,0,,vestlight,,
9,wyatt_western_h,wyatt_western,LUA_MENU/OPERATOR_WYATT_SKIN_9,body_mp_western_wyatt_3_3_lod1,head_mp_western_wyatt_3_3,ui_default_null,9,,5000,body_mp_western_wyatt_3_3_lod1,head_mp_western_wyatt_3_3_blendshape,0,,1,STORE_FLAVOR/OPERATOR_WYATT_WESTERRN_H_FLAVOR,,nvg_2,ui_loot_operator_west_wyatt_3_3,-0.16,0,,vestlight,,
10,spetsnaz_eastern_basic,spetsnaz_eastern,LUA_MENU/OPERATOR_SPETSNAZ_SKIN_1,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1,ui_default_null,1,,0,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1_blendshape,0,,1,STORE_FLAVOR/OPERATOR_SPETSNAZ_EASTERN_BASIC_FLAVOR,,,ui_loot_operator_east_nikto_1_1,-0.38,1,,vestlight,,
11,spetsnaz_eastern_a,spetsnaz_eastern,LUA_MENU/OPERATOR_SPETSNAZ_SKIN_2,body_mp_eastern_nikto_2_1_lod1,head_mp_eastern_nikto_2_1,ui_default_null,2,,50,body_mp_eastern_nikto_2_1_lod1,head_mp_eastern_nikto_2_1_blendshape,0,,1,STORE_FLAVOR/OPERATOR_SPETSNAZ_EASTERN_A_FLAVOR,,,ui_loot_operator_east_nikto_2_1,-0.38,0,,vestlight,,
12,spetsnaz_eastern_b,spetsnaz_eastern,LUA_MENU/OPERATOR_LOOT_LOCKED,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1,ui_default_null,3,,50,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,,-0.38,0,,vestlight,,
13,spetsnaz_eastern_c,spetsnaz_eastern,LUA_MENU/OPERATOR_LOOT_LOCKED,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1,ui_default_null,4,,50,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,,-0.38,0,,vestlight,,
14,spetsnaz_eastern_d,spetsnaz_eastern,LUA_MENU/OPERATOR_LOOT_LOCKED,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1,ui_default_null,5,,250,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,,-0.38,0,,vestlight,,
15,spetsnaz_eastern_e,spetsnaz_eastern,LUA_MENU/OPERATOR_LOOT_LOCKED,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1,ui_default_null,6,,250,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,,-0.38,0,,vestlight,,
16,spetsnaz_eastern_f,spetsnaz_eastern,LUA_MENU/OPERATOR_LOOT_LOCKED,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1,ui_default_null,7,,250,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,,-0.38,0,,vestlight,,
17,spetsnaz_eastern_g,spetsnaz_eastern,LUA_MENU/OPERATOR_LOOT_LOCKED,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1,ui_default_null,8,,1000,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,,-0.38,0,,vestlight,,
18,spetsnaz_eastern_h,spetsnaz_eastern,LUA_MENU/OPERATOR_LOOT_LOCKED,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1,ui_default_null,9,,5000,body_mp_eastern_geist_1_1_lod1,head_mp_eastern_geist_1_1_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,,-0.38,0,,vestlight,,
19,murphy_western_basic,murphy_western,LUA_MENU/OPERATOR_MURPHY_SKIN_1,body_mp_western_murphy_1_1_lod1,head_mp_western_murphy_1_1,ui_default_null,1,,0,body_mp_western_murphy_1_1_lod1,head_mp_western_murphy_1_1_blendshape,1,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,ui_loot_operator_west_thorne_1_1,-0.17,1,,vestlight,,
20,murphy_western_combat,murphy_western,LUA_MENU/OPERATOR_MURPHY_SKIN_2,body_mp_western_murphy_1_2_lod1,head_mp_western_murphy_1_2,ui_default_null,2,,50,body_mp_western_murphy_1_2_lod1,head_mp_western_murphy_1_2_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,ui_loot_operator_west_thorne_1_2,-0.13,1,,vestlight,,
21,murphy_western_a,murphy_western,LUA_MENU/OPERATOR_MURPHY_SKIN_3,body_mp_western_murphy_1_3_lod1,head_mp_western_murphy_1_3,ui_default_null,3,,50,body_mp_western_murphy_1_3_lod1,head_mp_western_murphy_1_3_blendshape,0,,1,LUA_MENU/WYATT_DEFAULT_SKIN_DESC,,,ui_loot_operator_west_thorne_1_3,0.17,1,,vestlight,,
22,murphy_western_b,murphy_western,LUA_MENU/OPERATOR_MURPHY_SKIN_4,body_mp_western_murphy_2_1_lod1,head_mp_western_murphy_2_1,ui_default_null,4,,50,body_mp_western_murphy_2_1_lod1,head_mp_western_murphy_2_1_blendshape,0,,1,STORE_FLAVOR/OPERATOR_MURPHY_WESTERN_B_FLAVOR,,,ui_loot_operator_west_thorne_2_1,-0.13,0,,vestlight,,
23,murphy_western_c,murphy_western,LUA_MENU/OPERATOR_MURPHY_SKIN_5,body_mp_western_murphy_2_2_lod1,head_mp_western_murphy_2_2,ui_default_null,5,,250,body_mp_western_murphy_2_2_lod1,head_mp_western_murphy_2_2_blendshape,0,,1,STORE_FLAVOR/OPERATOR_MURPHY_WESTERN_C_FLAVOR,,,ui_loot_operator_west_thorne_2_2,-0.61,0,,vestlight,,
24,murphy_western_d,murphy_western,LUA_MENU/OPERATOR_MURPHY_SKIN_6,body_mp_western_murphy_2_3_lod1,head_mp_western_murphy_2_3,ui_default_null,6,,250,body_mp_western_murphy_2_3_lod1,head_mp_western_murphy_2_3_blendshape,0,,1,STORE_FLAVOR/OPERATOR_MURPHY_WESTERN_D_FLAVOR,,,ui_loot_operator_west_thorne_2_3,-0.1,0,,vestlight,,
