BasicCategory,LUA_MENU/BASIC,
ControllerSubCategoryControls,,
ButtonLayout,,
ButtonLayoutSplitscreen,,
BRButtonLayout,,
StickLayout,,
StickLayoutSplitscreen,,
InvertPitchGamepad,,
ControllerMinDeadzone,,
LookHorzSens,,
LookVertSens,,
AdsLowZoomStickSensitivityMultiplier,,
AdsHighZoomStickSensitivityMultiplier,,
AimResponseCurveType,,
Rumble,,
ControllerSubCategoryWeapon,,
AimAssist,,
AimAssistFOVScale,,
MountConfig,,
WeaponMountingMovementExitController,,
ADSHoldGamepad,,
EquipmentBehavior,,
GamepadReloadBehaviors,,
AutomaticWeaponSwitchGamepad,,
ArmorPlateApplyAllGamepad,,
ControllerSubCategoryMovement,,
SlideEnabledGamepad,,
AutoForwardEnabledGamepad,,
AutoSprintGamepad,,
VehicleCameraAutoRecenterController,,
ParachuteAutoDeployGamepad,,
