1544,ch_tournament1,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|170724|170451|80099|88,0,
200000,ch_tournament2,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|170722|170453|80054|273,1,
200001,ch_tournament3,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|180045|190213|190154|109,2,
200002,ch_tournament4,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|180288|170105|80267|771,3,
200003,ch_tournament5,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|190282|180275|170673|701,4,
200004,ch_tournament6,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|180508|180675|170079|433,5,
200005,ch_tournament7,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|171299|171394|180756|1014,6,
200006,ch_tournament8,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|180752|171520|171466|1059,7,
200007,ch_tournament9,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|181307|190568|171629|618,8,
200008,ch_tournament10,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|181235|171359|180668|565,9,
200009,ch_tournament11,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|171574|181239|171302|510,10,
200010,ch_tournament12,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|181348|171750|80212|990,11,
200011,ch_tournament13,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|181349|171751|80046|914,12,
200012,ch_tournament14,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|181350|171752|80287|519,13,
200013,ch_tournament15,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|181352|171754|80113|1030,14,
200014,ch_tournament16,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|181353|171755|80141|475,15,
200015,ch_tournament17,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,0|1|2|3|4,0|500|1000|2000|5000,0|181354|171756|80047|1009,16,
