109882548283390029,iw8_ar_t9accurate,
95781650046154835,iw8_sm_t9standard,
103992652550299928,iw8_ar_t9damage,
126816159311962623,iw8_ar_t9standard,
94027591784368131,iw8_pi_t9burst,
123096594420723936,iw8_pi_t9semiauto,
86906837829988437,iw8_sh_t9pump,
87721308297903722,iw8_sh_t9semiauto,
109773269192450418,iw8_sm_t9handling,
97054918618949098,iw8_sn_t9quickscope,
102356285989949141,iw8_sn_t9standard,
113367798423204883,iw8_ar_t9mobility,
86862558315946250,iw8_lm_t9accurate,
87730655428016862,iw8_lm_t9slowfire,
133101605338204596,iw8_sh_t9fullauto,
83506418469500477,iw8_sm_t9heavy,
136674744654022300,iw8_sn_t9powersemi,
102017783197606326,iw8_sn_t9damagesemi,
127870695544100107,iw8_ar_t9longburst,
107441790553026375,iw8_pi_t9revolver,
104516855678837819,iw8_sm_t9fastfire,
87197738604233561,iw8_sn_t9precisionsemi,
96480603638924122,iw8_la_t9standard,
115503702127252069,iw8_la_t9freefire,
112051883888363389,iw8_ar_t9fasthandling,
92386303299834504,iw8_ar_t9fastfire,
123415596211458348,iw8_sm_t9burst,
110347499121570763,iw8_la_t9launcher,
100355317343413365,iw8_sm_t9capacity,
140896027349432209,iw8_sm_t9powerburst,
105073280258874479,iw8_sm_t9accurate,
118846615505570077,iw8_sn_t9cannon,
135449136954293609,iw8_lm_t9light,
103729388434331075,iw8_me_t9sledgehammer,
76221195108965820,iw8_me_t9wakizashi,
123096594420723936,iw8_pi_t9semiauto,
86846770467083040,iw8_me_t9loadout,
