1,wyatt_western,LUA_MENU/WYATT,0,USMC,11,1,ui_operator_west_wyatt_portrait,1,icon_faction_jsof_large,wyat,0,chr_menu_male_idle_01_AR,LUA_MENU/AUSTRALIA_TASMANIA,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/WYATT_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_wyatt,mp_operator_wyatt,ui_loot_operator_west_wyatt_2_1,wyatt_western_c,wyatt_western_quip_3,execution_mp_western_wyatt_default,1,BPOS,ui_operator_bio_thumbprint_1,ui_operator_bio_west_wyatt_headshot,LUA_MENU/OPERATOR_FULLNAME_WYATT,,1,
2,spetsnaz_eastern,LUA_MENU/KILGORE,1,RUSF,4,,ui_operator_east_nikto_portrait,0,icon_faction_spetsnaz_large,nkto,0,chr_menu_male_idle_01_AR,LUA_MENU/RUSSIA,LUA_MENU/UNKNOWN,LUA_MENU/ACTIVE,LUA_MENU/NIKTO_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_nikto,mp_operator_nikto,ui_loot_operator_east_nikto_1_1,spetsnaz_eastern_basic,spetsnaz_eastern_quip_1,execution_mp_western_spetsnaz_default,1,APOS,ui_operator_bio_thumbprint_6,ui_operator_bio_east_nikto_headshot,LUA_MENU/OPERATOR_FULLNAME_NIKTO,,1,
3,murphy_western,LUA_MENU/MURPHY,0,SAS,2,1,ui_operator_west_thorne_portrait,1,icon_faction_sas_large,mrph,0,chr_menu_male_idle_01_AR,LUA_MENU/BRITISH,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/MURPHY_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_murphy,mp_operator_thorne,ui_loot_operator_west_thorne_1_1,murphy_western_basic,murphy_western_quip_2,execution_mp_western_murphy_default,1,APOS,ui_operator_bio_thumbprint_3,ui_operator_bio_west_thorne_headshot,LUA_MENU/OPERATOR_FULLNAME_THORNE,,1,
4,dday_western,LUA_MENU/DDAY,0,FIVE,6,1,ui_operator_west_dday_portrait,1,icon_faction_demondogs_large,dday,0,chr_menu_male_idle_01_AR,LUA_MENU/AMERICAN,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/DDAY_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_dday,mp_operator_dday,ui_loot_operator_west_dday_1_1,dday_western_basic,dday_western_quip_2,execution_mp_western_dday_default,1,OPOS,ui_operator_bio_thumbprint_1,ui_operator_bio_west_dday_headshot,LUA_MENU/OPERATOR_FULLNAME_DDAY,,1,
5,charly_western,LUA_MENU/CHARLY,0,SAS,3,1,ui_operator_west_charly_portrait,1,icon_faction_sas_large,chly,1,chr_menu_female_idle_01_AR,LUA_MENU/BRITISH,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/CHARLY_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_charly,mp_operator_charly,ui_loot_operator_west_charly_1_1,charly_western_basic,charly_western_quip_4,execution_mp_western_charly_default,1,ONEG,ui_operator_bio_thumbprint_7,ui_operator_bio_west_charly_headshot,LUA_MENU/OPERATOR_FULLNAME_CHARLY,,1,
6,alice_western,LUA_MENU/ALICE,0,FIVE,13,1,ui_operator_west_alice_portrait,1,icon_faction_demondogs_large,alic,1,chr_menu_female_idle_01_AR,LUA_MENU/AMERICAN,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/ALICE_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_alice,mp_operator_alice,ui_loot_operator_west_alice_1_1,alice_western_basic,alice_western_quip_5,execution_mp_western_alice_default,1,ANEG,ui_operator_bio_thumbprint_6,ui_operator_bio_west_alice_headshot,LUA_MENU/OPERATOR_FULLNAME_ALICE,,1,
7,syd_eastern,LUA_MENU/SYD,1,SIX,13,1,ui_operator_east_syd_portrait,1,icon_faction_chimera_large,syd,1,chr_menu_female_idle_01_AR,LUA_MENU/AMERICAN,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/SYD_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_syd,mp_operator_syd,ui_loot_operator_east_syd_1_1,syd_eastern_basic,syd_eastern_quip_4,execution_mp_eastern_syd_default,1,BNEG,ui_operator_bio_thumbprint_7,ui_operator_bio_east_syd_headshot,LUA_MENU/OPERATOR_FULLNAME_SYD,,1,
8,bale_eastern,LUA_MENU/BALE,1,RUSF,2,1,ui_operator_east_bale_portrait,1,icon_faction_spetsnaz_large,bale,0,chr_menu_male_idle_01_AR,LUA_MENU/RUSSIA,LUA_MENU/RUSSIAN,LUA_MENU/ACTIVE,LUA_MENU/BALE_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_bale,mp_operator_bale,ui_loot_operator_east_bale_1_1,bale_eastern_basic,bale_eastern_quip_2,execution_mp_eastern_bale_default,1,BPOS,ui_operator_bio_thumbprint_8,ui_operator_bio_east_bale_headshot,LUA_MENU/OPERATOR_FULLNAME_BALE,,1,
9,domino_western,LUA_MENU/DOMINO,0,USMC,7,1,ui_operator_west_domino_portrait,1,icon_faction_jsof_large,dmno,1,chr_menu_female_idle_01_AR,LUA_MENU/FRANCE,MENU/FRENCH,LUA_MENU/ACTIVE,LUA_MENU/DOMINO_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_suit_mp_domino,mp_operator_domino,ui_loot_operator_west_domino_1_1,domino_western_basic,domino_western_quip_4,execution_mp_western_domino_default,1,OPOS,ui_operator_bio_thumbprint_2,ui_operator_bio_west_domino_headshot,LUA_MENU/OPERATOR_FULLNAME_DOMINO,,1,
10,otter_western,LUA_MENU/OTTER,0,SAS,4,1,ui_operator_west_otter_portrait,1,icon_faction_sas_large,ottr,0,,LUA_MENU/BRITISH,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/OTTER_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_suit_mp_otter,mp_operator_otter,ui_loot_operator_west_otter_3_1,otter_western_f,otter_western_quip_9,execution_mp_western_otter_default,1,APOS,ui_operator_bio_thumbprint_4,ui_operator_bio_west_otter_headshot,LUA_MENU/OPERATOR_FULLNAME_OTTER,,1,
11,quin_western,LUA_MENU/QUIN,0,SAS,-1,,ui_operator_west_quin_portrait,0,icon_faction_sas_large,mrph,0,chr_menu_male_idle_01_AR,LUA_MENU/CANADIAN,LUA_MENU/ENGLISH,LUA_MENU/CLASSIFIED,LUA_MENU/WYATT_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_defaultsuit_mp,mp_operator_charly_placeholder,placeholder_x,quin_western_basic,quin_western_quip_1,execution_mp_western_quin_default,0,APOS,ui_operator_bio_thumbprint_6,ui_operator_bio_west_quin_headshot,LUA_MENU/OPERATOR_FULLNAME_QUIN,,1,
12,kato_western,LUA_MENU/KATO,0,SAS,-1,,ui_operator_west_kato_portrait,0,icon_faction_sas_large,mrph,0,,LUA_MENU/AMERICAN,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/WYATT_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_defaultsuit_mp,mp_operator_charly_placeholder,placeholder_x,kato_western_basic,kato_western_quip_1,execution_mp_western_kato_default,0,ONEG,ui_operator_bio_thumbprint_8,ui_operator_bio_west_kato_headshot,LUA_MENU/OPERATOR_FULLNAME_KATO,,1,
13,zedra_western,LUA_MENU/ZEDRA,0,USMC,9,,ui_operator_west_mara_portrait,0,icon_faction_jsof_large,zdra,1,chr_menu_female_idle_01_AR,LUA_MENU/VENEZUELA,LANGUAGE_SELECT/SPANISH,LUA_MENU/ACTIVE,LUA_MENU/MARA_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_suit_mp_zedra,mp_operator_mara,ui_loot_operator_west_mara_1_1,zedra_western_basic,zedra_western_quip_1,execution_mp_western_zedra_default,1,APOS,ui_operator_bio_thumbprint_5,ui_operator_bio_west_mara_headshot,LUA_MENU/OPERATOR_FULLNAME_MARA,,1,
14,golem_western,LUA_MENU/GOLEM,0,USMC,8,1,ui_operator_west_golem_portrait,1,icon_faction_jsof_large,golm,0,,LUA_MENU/GERMANY,LANGUAGE_SELECT/GERMAN,LUA_MENU/ACTIVE,LUA_MENU/GOLEM_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_suit_mp_golem,mp_operator_golem,ui_loot_operator_west_golem_3_1,golem_western_f,golem_western_quip_8,execution_mp_western_golem_default,1,BPOS,ui_operator_bio_thumbprint_3,ui_operator_bio_west_golem_headshot,LUA_MENU/OPERATOR_FULLNAME_GOLEM,,1,
15,farah_western,LUA_MENU/FARAH,0,USMC,-1,,ui_operator_west_farah_portrait,0,icon_faction_jsof_large,alic,1,,LUA_MENU/URZIKSTAN,LUA_MENU/ENGLISH,LUA_MENU/CLASSIFIED,LUA_MENU/WYATT_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_defaultsuit_mp,mp_operator_charly_placeholder,placeholder_x,farah_western_basic,farah_western_quip_1,execution_mp_western_farah_default,0,ABNEG,ui_operator_bio_thumbprint_5,ui_operator_bio_west_farah_headshot,LUA_MENU/OPERATOR_FULLNAME_FARAH,,1,
16,ghost_western,LUA_MENU/GHOST,0,SAS,1,,ui_operator_west_ghost_portrait,0,icon_faction_sas_large,ghos,0,chr_menu_male_idle_01_AR,LUA_MENU/BRITISH,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/GHOST_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_ghost,mp_operator_ghost,ui_loot_operator_west_ghost_1_1,ghost_western_a,ghost_western_quip_1,execution_mp_western_ghost_default,1,UNKNOWN,ui_operator_bio_thumbprint_5,ui_operator_bio_west_ghost_headshot,LUA_MENU/OPERATOR_FULLNAME_GHOST,,1,
17,lynch_western,LUA_MENU/LYNCH,0,FIVE,-1,,ui_operator_west_lynch_portrait,0,icon_faction_demondogs_large,lync,0,,LUA_MENU/AMERICAN,LUA_MENU/ENGLISH,LUA_MENU/CLASSIFIED,LUA_MENU/WYATT_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_suit_mp_lynch,mp_operator_charly_placeholder,placeholder_x,lynch_western_basic,lynch_western_quip_1,execution_mp_western_lynch_default,0,ONEG,ui_operator_bio_thumbprint_8,ui_operator_bio_west_lynch_headshot,LUA_MENU/OPERATOR_FULLNAME_LYNCH,,1,
18,hooper_western,LUA_MENU/HOOPER,0,FIVE,-1,,ui_operator_west_hooper_portrait,0,icon_faction_demondogs_large,mrph,0,chr_menu_male_idle_01_AR,LUA_MENU/BRITISH,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/WYATT_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_defaultsuit_mp,mp_operator_charly_placeholder,placeholder_x,hooper_western_basic,hooper_western_quip_1,execution_mp_western_hooper_default,0,ABPOS,ui_operator_bio_thumbprint_7,ui_operator_bio_west_hooper_headshot,LUA_MENU/OPERATOR_FULLNAME_HOOPER,,1,
19,stohli_eastern,LUA_MENU/STOHLI,1,RUSF,-1,,ui_operator_east_stohli_portrait,0,icon_faction_spetsnaz_large,mrph,0,,LUA_MENU/ARMENIAN,LUA_MENU/ENGLISH,LUA_MENU/ACTIVE,LUA_MENU/WYATT_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_defaultsuit_mp,mp_operator_charly_placeholder,placeholder_x,stohli_eastern_basic,stohli_eastern_quip_1,execution_mp_eastern_stohli_default,0,BNEG,ui_operator_bio_thumbprint_6,ui_operator_bio_east_stohli_headshot,LUA_MENU/OPERATOR_FULLNAME_STOHLI,,1,
20,rodion_eastern,LUA_MENU/RODION,1,RUSF,3,1,ui_operator_east_rodion_portrait,1,icon_faction_spetsnaz_large,rodn,0,chr_menu_male_idle_01_AR,LUA_MENU/RUSSIA,LUA_MENU/RUSSIAN,LUA_MENU/ACTIVE,LUA_MENU/RODION_BACKGROUND,LUA_MENU/WYATT_CODENAME,1,iw8_suit_mp_rodion,mp_operator_rodion,ui_loot_operator_east_rodion_3_1,rodion_eastern_f,rodion_eastern_quip_1,execution_mp_eastern_rodion_default,1,ONEG,ui_operator_bio_thumbprint_5,ui_operator_bio_east_rodion_headshot,LUA_MENU/OPERATOR_FULLNAME_RODION,,1,
21,trigg_eastern,LUA_MENU/TRIGG,1,RUSF,-1,,ui_operator_east_trigg_portrait,0,icon_faction_spetsnaz_large,mrph,0,,LUA_MENU/CANADIAN,LUA_MENU/ENGLISH,LUA_MENU/CLASSIFIED,LUA_MENU/WYATT_BACKGROUND,LUA_MENU/WYATT_CODENAME,0,iw8_defaultsuit_mp,mp_operator_charly_placeholder,placeholder_x,trigg_eastern_basic,trigg_eastern_quip_1,execution_mp_eastern_trigg_default,0,BPOS,ui_operator_bio_thumbprint_4,ui_operator_bio_east_trigg_headshot,LUA_MENU/OPERATOR_FULLNAME_TRIGG,,1,
