11,relic_collat_dmg,icon_modifier_collateral_damage,LUA_MENU_CP/RELIC_COLLATERAL_DAMAGE,LUA_MENU_CP/RELIC_COLLATERAL_DAMAGE_DESC,
12,relic_catch,icon_modifier_catch,LUA_MENU_CP/RELIC_CATCH,LUA_MENU_CP/RELIC_CATCH_DESC,
13,relic_boom,icon_temp_placement,LUA_MENU_CP/RELIC_BOOM,LUA_MENU_CP/RELIC_BOOM_DESC,
14,relic_swat,icon_modifier_swat_headshot,LUA_MENU_CP/RELIC_SWAT,LUA_MENU_CP/RELIC_SWAT_DESC,
15,relic_vampire,icon_temp_placement,LUA_MENU_CP/RELIC_VAMPIRE,LUA_MENU_CP/RELIC_VAMPIRE_DESC,
16,relic_landlocked,icon_temp_placement,LUA_MENU_CP/RELIC_LANDLOCKED,LUA_MENU_CP/RELIC_LANDLOCKED_DESC,
17,relic_squadlink,icon_modifier_squadlink,LUA_MENU_CP/RELIC_SQUADLINK,LUA_MENU_CP/RELIC_SQUADLINK_DESC,
18,relic_healthpacks,icon_modifier_healthpacks,LUA_MENU_CP/RELIC_HEALTHPACKS,LUA_MENU_CP/RELIC_HEALTHPACKS_DESC,
19,relic_noregen,icon_modifier_no_health_regen,LUA_MENU_CP/RELIC_NOREGEN,LUA_MENU_CP/RELIC_NOREGEN_DESC,
20,relic_ammo_drain,icon_modifier_ammo_drain,LUA_MENU_CP/RELIC_AMMO_DRAIN,LUA_MENU_CP/RELIC_AMMO_DRAIN_DESC,
21,relic_nobulletdamage,icon_modifier_nobulletdamage,LUA_MENU_CP/RELIC_NOBULLETDAMAGE,LUA_MENU_CP/RELIC_NOBULLETDAMAGE_DESC,
22,relic_no_ammo_mun,icon_modifier_ammostarved,LUA_MENU_CP/RELIC_NO_AMMO_MUN,LUA_MENU_CP/RELIC_NO_AMMO_MUN_DESC,
23,relic_headbullets,icon_temp_placement,LUA_MENU_CP/RELIC_HEAD_BULLETS,LUA_MENU_CP/RELIC_HEAD_BULLETS_DESC,
24,relic_trex,icon_temp_placement,LUA_MENU_CP/RELIC_TREX,LUA_MENU_CP/RELIC_TREX_DESC,
25,relic_dfa,icon_temp_placement,LUA_MENU_CP/RELIC_DFA,LUA_MENU_CP/RELIC_DFA_DESC,
26,relic_shieldsonly,icon_temp_placement,LUA_MENU_CP/RELIC_SHIELDSONLY,LUA_MENU_CP/RELIC_SHIELDSONLY_DESC,
27,relic_amped,icon_modifier_amped,LUA_MENU_CP/RELIC_AMPED,LUA_MENU_CP/RELIC_AMPED_DESC,
28,relic_fastbleed,icon_modifier_fastbleed,LUA_MENU_CP/RELIC_FASTBLEED,LUA_MENU_CP/RELIC_FASTBLEED_DESC,
29,relic_expldmg,icon_modifier_highexplosive,LUA_MENU_CP/RELIC_EXPLDMG,LUA_MENU_CP/RELIC_EXPLDMG_DESC,
30,relic_noks,icon_modifier_no_munition,LUA_MENU_CP/RELIC_NOKS,LUA_MENU_CP/RELIC_NOKS_DESC,
31,relic_dogtags,icon_temp_placement,LUA_MENU_CP/RELIC_DOGTAGS,LUA_MENU_CP/RELIC_DOGTAGS_DESC,
32,relic_lsmelee,icon_temp_placement,LUA_MENU_CP/RELIC_LSMELEE,LUA_MENU_CP/RELIC_LSMELEE_DESC,
33,relic_hideobj,icon_temp_placement,LUA_MENU_CP/RELIC_HIDEOBJ,LUA_MENU_CP/RELIC_HIDEOBJ_DESC,
34,relic_nuketimer,icon_modifier_nuketimer,LUA_MENU_CP/RELIC_NUKETIMER,LUA_MENU_CP/RELIC_NUKETIMER_DESC,
35,relic_aggressive_melee,icon_modifier_melee,LUA_MENU_CP/RELIC_AGGRESSIVE_MELEE,LUA_MENU_CP/RELIC_AGGRESSIVE_MELEE_DESC,
36,relic_martyrdom,icon_modifier_martyrdom,LUA_MENU_CP/RELIC_MARTYRDOM,LUA_MENU_CP/RELIC_MARTYRDOM_DESC,
37,relic_focus_fire,icon_modifier_focus_fire,LUA_MENU_CP/RELIC_FOCUS_FIRE,LUA_MENU_CP/RELIC_FOCUS_FIRE_DESC,
38,relic_gun_game,icon_temp_placement,LUA_MENU_CP/RELIC_GUN_GAME,LUA_MENU_CP/RELIC_GUN_GAME_DESC,
39,relic_mythic,icon_modifier_mythic,LUA_MENU_CP/RELIC_MYTHIC,LUA_MENU_CP/RELIC_MYTHIC_DESC,
40,relic_aitype_shotgun,icon_temp_placement,LUA_MENU_CP/RELIC_AITYPE_SHOTGUN,LUA_MENU_CP/RELIC_AITYPE_SHOTGUN_DESC,
41,relic_aitype_sniper,icon_temp_placement,LUA_MENU_CP/RELIC_AITYPE_SNIPER,LUA_MENU_CP/RELIC_AITYPE_SNIPER_DESC,
42,relic_aitype_riotshield,icon_temp_placement,LUA_MENU_CP/RELIC_AITYPE_RIOTSHIELD,LUA_MENU_CP/RELIC_AITYPE_RIOTSHIELD_DESC,
43,relic_aitype_suicidebomber,icon_temp_placement,LUA_MENU_CP/RELIC_AITYPE_SUICIDEBOMBER,LUA_MENU_CP/RELIC_AITYPE_SUICIDEBOMBER_DESC,
44,relic_aitype_rpg,icon_temp_placement,LUA_MENU_CP/RELIC_AITYPE_RPG,LUA_MENU_CP/RELIC_AITYPE_RPG_DESC,
45,relic_aitype_armored,icon_modifier_aitype_armored,LUA_MENU_CP/RELIC_AITYPE_ARMORED,LUA_MENU_CP/RELIC_AITYPE_ARMORED_DESC,
46,relic_just_keep_moving,icon_temp_placement,LUA_MENU_CP/RELIC_JUST_KEEP_MOVING,LUA_MENU_CP/RELIC_JUST_KEEP_MOVING_DESC,
47,relic_damage_from_above,icon_modifier_damage_from_above,LUA_MENU_CP/RELIC_DAMAGE_FROM_ABOVE,LUA_MENU_CP/RELIC_DAMAGE_FROM_ABOVE_DESC,
48,relic_grounded,icon_modifier_grounded,LUA_MENU_CP/RELIC_GROUNDED,LUA_MENU_CP/RELIC_GROUNDED_DESC,
49,relic_punchbullets,icon_modifier_punch_bullets,LUA_MENU_CP/RELIC_PUNCHBULLETS,LUA_MENU_CP/RELIC_PUNCHBULLETS_DESC,
50,relic_noluck,icon_temp_placement,LUA_MENU_CP/RELIC_NOLUCK,LUA_MENU_CP/RELIC_NOLUCK_DESC,
51,relic_doomslayer,icon_temp_placement,LUA_MENU_CP/RELIC_DOOMSLAYER,LUA_MENU_CP/RELIC_DOOMSLAYER_DESC,
52,relic_doubletap,icon_temp_placement,LUA_MENU_CP/RELIC_DOUBLETAP,LUA_MENU_CP/RELIC_DOUBLETAP_DESC,
53,relic_steelballs,icon_temp_placement,LUA_MENU_CP/RELIC_STEELBALLS,LUA_MENU_CP/RELIC_STEELBALLS_DESC,
54,relic_oneclip,icon_temp_placement,LUA_MENU_CP/RELIC_ONECLIP,LUA_MENU_CP/RELIC_ONECLIP_DESC,
