0,start_with_combined_ammo,
1,tank,
2,grenade_cooldown,
3,master_scavenger_upgrade,
4,damage_booster_upgrade,
5,faster_revive_upgrade,
6,lone_wolf,
7,start_with_perk_tough,
8,start_with_incendiary_ammo,
9,start_with_perk_run,
10,start_with_cloak,
11,hit_reward_upgrade,
12,medic,
13,start_with_perk_flash,
14,ads_invis,
15,crouch_invis,
16,start_with_explosive_ammo,
17,start_with_perk_more,
18,start_with_perk_rat_a_tat,
19,start_with_perk_revive,
20,armor_after_headshot,
21,faster_health_regen_upgrade,
22,headshot_reload,
23,more_cash_upgrade,
24,perk_refund,
25,regen_armor,
26,reload_damage_increase,
27,shock_melee_upgrade,
28,start_with_lb,
29,battle_slide_upgrade,
30,start_with_barrier,
31,start_with_bola,
32,start_with_mortar_mount,
33,start_with_stun_ammo,
34,bonus_damage_on_last_bullets,
35,door_buy_refund,
36,faster_window_reboard,
37,increased_melee_damage,
38,start_with_ap_ammo,
39,confetti_headshot,
40,extra_sniping_points,
41,headshot_explosion,
42,more_power_up_drops,
43,radar_ping,
44,sharp_shooter_upgrade,
45,sniper_soft_upgrade,
