1,test_objective_1,CP_BR_SYRK_OBJECTIVES_TEST_1,,1,primary,icon_waypoint_objective_general,obj1_HVT_rescue,script_noteworthy,,,,,,,,,1000,,,,,,,,,,,,,,,
2,convoy4_securearea,CP_QUARRY2_OBJECTIVES/CONVOY4_SECURE,CP_QUARRY2_OBJECTIVES/SECURE_BUILDING,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,1,1,
3,convoy4_disablecomms,CP_QUARRY2_OBJECTIVES/CONVOY4_DISABLE_ARMS,CP_QUARRY2_OBJECTIVES/DISABLE_EQUIPMENT,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,2,,
4,convoy4_secure_tower,CP_QUARRY2_OBJECTIVES/CONVOY4_SECURE_TOWER,CP_QUARRY2_OBJECTIVES/SECURE_TOWER,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,2,,
5,convoy4_switches,CP_QUARRY2_OBJECTIVES/CONVOY4_DISABLE_ARMS_INPUT,,0,,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,2,,
6,convoy4_investigate,CP_QUARRY2_OBJECTIVES/INVESTIGATE_TRAIN,,0,,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,1,,
7,convoy4_restricttrain,CP_QUARRY2_OBJECTIVES/RESTRICT_TRAIN,,0,,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,1,,
8,convoy4_switches_3,CP_QUARRY2_OBJECTIVES/CONVOY4_DISABLE_ARMS_3,,0,,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,,,
9,convoy4_find_keys,CP_QUARRY2_OBJECTIVES/CONVOY4_FIND_KEYS,,1,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
10,convoy4_keys_0,CP_QUARRY2_OBJECTIVES/CONVOY4_KEYS_0,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
11,convoy4_keys_1,CP_QUARRY2_OBJECTIVES/CONVOY4_KEYS_1,,0,primary,icon_waypoint_objective_general,,,,,,,,,,,,,,,,,,,,cp_quarry2_convoy4_create_script,,CP_QUARRY2_OBJECTIVES/QUARRY_ATTACK,3,,
