0,none,ui_shared_transparent,COOP_CRAFTING/NONE,0,,COOP_CRAFTING/NONE,,,,1,specialty_ks_null,,0,,,,
1,empty1,ui_shared_transparent,LUA_MENU/EMPTY,0,1,LUA_MENU/EMPTY,,,,1,specialty_ks_null,,0,,,,
2,empty2,ui_shared_transparent,LUA_MENU/EMPTY,0,1,LUA_MENU/EMPTY,,,,1,specialty_ks_null,,0,,,,
3,empty3,ui_shared_transparent,LUA_MENU/EMPTY,0,1,LUA_MENU/EMPTY,,,,1,specialty_ks_null,,0,,,,
4,ammo_crate,cp_crafted_icon_ammo_crate,COOP_CRAFTING/AMMO_CRATE,0,150,COOP_CRAFTING/AMMO_CRATE_DESC,1,,camera_killstreak_overview,1,specialty_ks_null,frontend_field_upgrade_support_box,500,cp_tutorial_ammo_box,,,
5,armor,cp_crafted_icon_armor,COOP_CRAFTING/ARMOR,0,150,COOP_CRAFTING/ARMOR_DESC,1,,,1,specialty_ks_null,frontend_munition_armor_box,500,cp_tutorial_armor_box,,,
6,grenade_crate,cp_crafted_icon_explosive,COOP_CRAFTING/GRENADE_CRATE,0,100,COOP_CRAFTING/GRENADE_CRATE_DESC,1,,camera_killstreak_mturret,1,specialty_ks_null,frontend_munition_grenade_box,500,cp_tutorial_grenade_box,,,
7,trophysystem,hud_icon_equipment_trophy,EQUIPMENT/TROPHY,100,150,EQUIPMENT/TROPHY_DESC,1,,camera_killstreak_mturret,1,specialty_ks_null,frontend_field_upgrade_trophy_system,500,mp_tutorial_trophySystem,280015,,
8,deployable_cover,hud_icon_equipment_tac_cover,EQUIPMENT/TACTICAL_COVER,100,75,EQUIPMENT/TACTICAL_COVER_DESC,1,role_3,camera_killstreak_mturret,1,specialty_ks_null,frontend_field_upgrade_deployable_cover,700,mp_tutorial_deployableCover,280009,,
9,respawn,hud_icon_fieldupgrade_tac_insert,COOP_CRAFTING/RESPAWN,500,30,COOP_CRAFTING/RESPAWN_DESC,1,role_3,camera_killstreak_ac130,1,specialty_ks_null,frontend_field_upgrade_tac_insert,15000,cp_tutorial_respawn,280018,,
10,manual_turret,hud_icon_killstreak_turret,KILLSTREAKS/MANUAL_TURRET,250,150,KILLSTREAKS/MANUAL_TURRET_DESC,1,role_4,camera_killstreak_wheelson,1,icon_killstreak_slot_mobileturret,frontend_streak_manual_turret,2000,mp_streak_tutorial_turret,70012,,
11,uav,hud_icon_killstreak_uav,KILLSTREAKS/UAV,200,150,KILLSTREAKS/UAV_DESC,1,,camera_killstreak_pairstrike,1,icon_killstreak_slot_uav,frontend_streak_uav,2000,mp_streak_tutorial_uav,70000,,
12,cluster_strike,hud_icon_killstreak_tomastrike,KILLSTREAKS/TOMA_STRIKE,300,150,KILLSTREAKS/TOMA_STRIKE_DESC,1,,camera_killstreak_pairstrike,1,icon_killstreak_slot_tomastrike,frontend_streak_toma_strike,3000,mp_streak_tutorial_cluster,70013,1,
13,cruise_missile,hud_icon_killstreak_cruise_missile,KILLSTREAKS/CRUISE_PREDATOR,400,150,KILLSTREAKS/CRUISE_PREDATOR_DESC,1,,camera_killstreak_mturret,1,icon_killstreak_slot_cruise_missile,frontend_streak_cruise_predator,3000,mp_streak_tutorial_cruise_missile,70015,1,
14,precision_airstrike,hud_icon_killstreak_airstrike,KILLSTREAKS/PRECISION_AIRSTRIKE,400,150,KILLSTREAKS/PRECISION_AIRSTRIKE_DESC,1,,camera_killstreak_pairstrike,1,icon_killstreak_slot_fuel_airstrike,frontend_streak_precision_airstrike,3000,mp_streak_tutorial_airstrike,70003,1,
15,bradley,hud_icon_killstreak_bradley,KILLSTREAKS/BRADLEY,1000,150,KILLSTREAKS/BRADLEY_DESC,0,,camera_killstreak_bradley,1,icon_killstreak_slot_bradley,frontend_streak_bradley,100000,mp_streak_tutorial_bradley,70006,,
16,sentry,hud_icon_killstreak_sentry,KILLSTREAKS/SENTRY,500,50,KILLSTREAKS/SENTRY_DESC,1,role_6,camera_killstreak_wheelson,1,icon_killstreak_slot_sentry,frontend_streak_sentry_gun,4000,mp_streak_tutorial_sentry,70027,,
17,pac_sentry,hud_icon_killstreak_wheelson,KILLSTREAKS/PAC_SENTRY,1000,150,KILLSTREAKS/PAC_SENTRY_DESC,0,,camera_killstreak_wheelson,1,specialty_ks_null,,100000,mp_streak_tutorial_wheelson,70017,,
18,hover_jet,hud_icon_killstreak_hover_jet,KILLSTREAKS/HOVER_JET,1000,150,KILLSTREAKS/HOVER_JET_DESC,0,,camera_killstreak_pairstrike,1,specialty_ks_null,,100000,mp_streak_tutorial_hover_jet,70029,,
19,white_phos,hud_icon_killstreak_wp,KILLSTREAKS/WHITE_PHOSPHORUS,750,150,KILLSTREAKS/WHITE_PHOSPHORUS_DESC,0,,camera_killstreak_pairstrike,1,specialty_ks_null,,100000,mp_streak_tutorial_white_phos,70028,,
20,apache,hud_icon_killstreak_apache,KILLSTREAKS/CHOPPER_GUNNER,3000,150,KILLSTREAKS/CHOPPER_GUNNER_DESC,1,,camera_killstreak_chopper,1,specialty_ks_null,frontend_streak_chopper_gunner,5000,mp_streak_tutorial_chopper,70018,1,
21,chopper_support,hud_icon_killstreak_chopper_support,KILLSTREAKS/CHOPPER_SUPPORT,3000,150,KILLSTREAKS/CHOPPER_SUPPORT_DESC,0,,camera_killstreak_chopper,1,specialty_ks_null,,5000,mp_streak_tutorial_pavelow,70023,,
22,ac130,hud_icon_killstreak_ac130,KILLSTREAKS/AC130,3500,600,KILLSTREAKS/AC130_DESC,1,,camera_killstreak_wheelson,1,icon_killstreak_slot_ac130,frontend_streak_gunship,7000,mp_streak_tutorial_ac130,70019,1,
23,auav,hud_icon_killstreak_auav,KILLSTREAKS/DIRECTIONAL_UAV,500,150,KILLSTREAKS/DIRECTIONAL_UAV_DESC,0,,camera_killstreak_pairstrike,1,specialty_ks_null,,100000,mp_streak_tutorial_overseer,70004,,
24,juggernaut,hud_icon_killstreak_juggernaut,KILLSTREAKS/JUGGERNAUT,1000,150,KILLSTREAKS/JUGGERNAUT_DESC_COOP,1,,camera_killstreak_pairstrike,1,icon_killstreak_slot_juggernaut,frontend_streak_juggernaut,7000,mp_streak_tutorial_juggernaut,70025,,
25,scout_drone,hud_icon_killstreak_radardrone_recon,COOP_CRAFTING/RECON_DRONE,0,150,COOP_CRAFTING/DRONE_STRIKE_DESC,0,,,1,specialty_ks_null,,100000,,,,
26,riot_shield,icon_weapon_me_riotshield,COOP_CRAFTING/ARMOR,0,150,COOP_CRAFTING/ARMOR_DESC,0,role_1,,1,specialty_ks_null,,100000,,,,
27,Breach Charge,cp_crafted_icon_breach_charge,COOP_CRAFTING/BREACH_CHARGE,0,150,COOP_CRAFTING/BREACH_CHARGE_DESC,0,,,1,specialty_ks_null,,100000,,,,
28,adrenaline,cp_crafted_icon_adrenaline,COOP_CRAFTING/AUTO_REVIVE,0,150,COOP_CRAFTING/BREACH_CHARGE_DESC,0,role_2,,1,specialty_ks_null,,100000,,,,
29,grenade_launcher,icon_weapon_la_mike32,COOP_CRAFTING/GRENADE_LAUNCHER,0,200,COOP_CRAFTING/MOLOTOV_DESC,0,role_5,camera_killstreak_ac130,1,specialty_ks_null,,100000,,,,
30,recon_drone,ui_icon_nvg,COOP_CRAFTING/NVG,0,150,COOP_CRAFTING/NVG_DESC,0,,,1,specialty_ks_null,,100000,,,,
31,nvg,ui_icon_nvg,COOP_CRAFTING/NVG,0,150,COOP_CRAFTING/NVG_DESC,0,,,1,specialty_ks_null,,100000,,,,
32,molotov,cp_crafted_icon_molotov,COOP_CRAFTING/MOLOTOV,0,150,COOP_CRAFTING/MOLOTOV_DESC,0,,,1,specialty_ks_null,,100000,,,,
