1,billet_alice,intel_billet_alice,allies,CP_INTEL/BILLET_HEADER1_DONOTCOPY,CP_INTEL/AAR_BLANK,CP_INTEL/BILLET_HEADER3_ALICE,CP_INTEL/BILLET_HEADER4_ALICE,CP_INTEL/BILLET_NAME_ALICE,CP_INTEL/BILLET_CODENAME_BLANK,CP_INTEL/BILLET_ALIAS_ALICE,CP_INTEL/BILLET_NATIONALITY_ALICE,CP_INTEL/BILLET_DOB_ALICE,CP_INTEL/BILLET_GENDER_ALICE,CP_INTEL/BILLET_LATERALITY_ALICE,CP_INTEL/BILLET_HEIGHT_ALICE,CP_INTEL/BILLET_WEIGHT_ALICE,CP_INTEL/BILLET_VISION_ALICE,CP_INTEL/BILLET_BLOOD_ALICE,CP_INTEL/BILLET_EYECOLOR_ALICE,CP_INTEL/BILLET_HAIRCOLOR_ALICE,CP_INTEL/BILLET_RELATIVES_ALICE,CP_INTEL/BILLET_LANGUAGES_ALICE,CP_INTEL/BILLET_MARITALSTATUS_ALICE,CP_INTEL/BILLET_CHILDREN_ALICE,CP_INTEL/BILLET_SPECIALISTFIELD_ALICE,CP_INTEL/BILLET_HISTORY_ALICE,CP_INTEL/BILLET_ASSOCIATIONS_ALICE,CP_INTEL/BILLET_DIRECTIVE_ALICE,CP_INTEL/BILLET_FOOTERLEFT_ALICE,CP_INTEL/BILLET_NAME_ALICE,
2,billet_charly,intel_billet_charley,allies,CP_INTEL/BILLET_HEADER1_DONOTCOPY,CP_INTEL/AAR_BLANK,CP_INTEL/BILLET_HEADER3_CHARLEY,CP_INTEL/BILLET_HEADER4_CHARLEY,CP_INTEL/BILLET_NAME_CHARLY,CP_INTEL/BILLET_CODENAME_BLANK,CP_INTEL/BILLET_ALIAS_CHARLY,CP_INTEL/BILLET_NATIONALITY_CHARLY,CP_INTEL/BILLET_DOB_CHARLY,CP_INTEL/BILLET_GENDER_CHARLY,CP_INTEL/BILLET_LATERALITY_CHARLY,CP_INTEL/BILLET_HEIGHT_CHARLY,CP_INTEL/BILLET_WEIGHT_CHARLY,CP_INTEL/BILLET_VISION_CHARLY,CP_INTEL/BILLET_BLOOD_CHARLY,CP_INTEL/BILLET_EYECOLOR_CHARLY,CP_INTEL/BILLET_HAIRCOLOR_CHARLY,CP_INTEL/BILLET_RELATIVES_CHARLY,CP_INTEL/BILLET_LANGUAGES_CHARLY,CP_INTEL/BILLET_MARITALSTATUS_CHARLY,CP_INTEL/BILLET_CHILDREN_CHARLY,CP_INTEL/BILLET_SPECIALISTFIELD_CHARLY,CP_INTEL/BILLET_HISTORY_CHARLY,CP_INTEL/BILLET_ASSOCIATIONS_CHARLY,CP_INTEL/BILLET_DIRECTIVE_CHARLY,CP_INTEL/BILLET_FOOTERLEFT_CHARLY,CP_INTEL/BILLET_NAME_CHARLY,
3,billet_domino,intel_billet_domino,allies,CP_INTEL/BILLET_HEADER1_DONOTCOPY,CP_INTEL/AAR_BLANK,CP_INTEL/BILLET_HEADER3_DOMINO,CP_INTEL/BILLET_HEADER4_DOMINO,CP_INTEL/BILLET_NAME_DOMINO,CP_INTEL/BILLET_CODENAME_BLANK,CP_INTEL/BILLET_ALIAS_DOMINO,CP_INTEL/BILLET_NATIONALITY_DOMINO,CP_INTEL/BILLET_DOB_DOMINO,CP_INTEL/BILLET_GENDER_DOMINO,CP_INTEL/BILLET_LATERALITY_DOMINO,CP_INTEL/BILLET_HEIGHT_DOMINO,CP_INTEL/BILLET_WEIGHT_DOMINO,CP_INTEL/BILLET_VISION_DOMINO,CP_INTEL/BILLET_BLOOD_DOMINO,CP_INTEL/BILLET_EYECOLOR_DOMINO,CP_INTEL/BILLET_HAIRCOLOR_DOMINO,CP_INTEL/BILLET_RELATIVES_DOMINO,CP_INTEL/BILLET_LANGUAGES_DOMINO,CP_INTEL/BILLET_MARITALSTATUS_DOMINO,CP_INTEL/BILLET_CHILDREN_DOMINO,CP_INTEL/BILLET_SPECIALISTFIELD_DOMINO,CP_INTEL/BILLET_HISTORY_DOMINO,CP_INTEL/BILLET_ASSOCIATIONS_DOMINO,CP_INTEL/BILLET_DIRECTIVE_DOMINO,CP_INTEL/BILLET_FOOTERLEFT_DOMINO,CP_INTEL/BILLET_NAME_DOMINO,
4,billet_golem,intel_billet_golem,allies,CP_INTEL/BILLET_HEADER1_DONOTCOPY,CP_INTEL/AAR_BLANK,CP_INTEL/BILLET_HEADER3_GOLEM,CP_INTEL/BILLET_HEADER4_GOLEM,CP_INTEL/BILLET_NAME_GOLEM,CP_INTEL/BILLET_CODENAME_BLANK,CP_INTEL/BILLET_ALIAS_GOLEM,CP_INTEL/BILLET_NATIONALITY_GOLEM,CP_INTEL/BILLET_DOB_GOLEM,CP_INTEL/BILLET_GENDER_GOLEM,CP_INTEL/BILLET_LATERALITY_GOLEM,CP_INTEL/BILLET_HEIGHT_GOLEM,CP_INTEL/BILLET_WEIGHT_GOLEM,CP_INTEL/BILLET_VISION_GOLEM,CP_INTEL/BILLET_BLOOD_GOLEM,CP_INTEL/BILLET_EYECOLOR_GOLEM,CP_INTEL/BILLET_HAIRCOLOR_GOLEM,CP_INTEL/BILLET_RELATIVES_GOLEM,CP_INTEL/BILLET_LANGUAGES_GOLEM,CP_INTEL/BILLET_MARITALSTATUS_GOLEM,CP_INTEL/BILLET_CHILDREN_GOLEM,CP_INTEL/BILLET_SPECIALISTFIELD_GOLEM,CP_INTEL/BILLET_HISTORY_GOLEM,CP_INTEL/BILLET_ASSOCIATIONS_GOLEM,CP_INTEL/BILLET_DIRECTIVE_GOLEM,CP_INTEL/BILLET_FOOTERLEFT_GOLEM,CP_INTEL/BILLET_NAME_GOLEM,
5,billet_raines,intel_billet_raines,allies,CP_INTEL/BILLET_HEADER1_DONOTCOPY,CP_INTEL/AAR_BLANK,CP_INTEL/BILLET_HEADER3_RAINES,CP_INTEL/BILLET_HEADER4_RAINES,CP_INTEL/BILLET_NAME_RAINES,CP_INTEL/BILLET_CODENAME_BLANK,CP_INTEL/BILLET_ALIAS_RAINES,CP_INTEL/BILLET_NATIONALITY_RAINES,CP_INTEL/BILLET_DOB_RAINES,CP_INTEL/BILLET_GENDER_RAINES,CP_INTEL/BILLET_LATERALITY_RAINES,CP_INTEL/BILLET_HEIGHT_RAINES,CP_INTEL/BILLET_WEIGHT_RAINES,CP_INTEL/BILLET_VISION_RAINES,CP_INTEL/BILLET_BLOOD_RAINES,CP_INTEL/BILLET_EYECOLOR_RAINES,CP_INTEL/BILLET_HAIRCOLOR_RAINES,CP_INTEL/BILLET_RELATIVES_RAINES,CP_INTEL/BILLET_LANGUAGES_RAINES,CP_INTEL/BILLET_MARITALSTATUS_RAINES,CP_INTEL/BILLET_CHILDREN_RAINES,CP_INTEL/BILLET_SPECIALISTFIELD_RAINES,CP_INTEL/BILLET_HISTORY_RAINES,CP_INTEL/BILLET_ASSOCIATIONS_RAINES,CP_INTEL/BILLET_DIRECTIVE_RAINES,CP_INTEL/BILLET_FOOTERLEFT_RAINES,CP_INTEL/BILLET_NAME_RAINES,
6,billet_thorne,intel_billet_thorne,allies,CP_INTEL/BILLET_HEADER1_DONOTCOPY,CP_INTEL/AAR_BLANK,CP_INTEL/BILLET_HEADER3_THORNE,CP_INTEL/BILLET_HEADER4_THORNE,CP_INTEL/BILLET_NAME_THORNE,CP_INTEL/BILLET_CODENAME_BLANK,CP_INTEL/BILLET_ALIAS_THORNE,CP_INTEL/BILLET_NATIONALITY_THORNE,CP_INTEL/BILLET_DOB_THORNE,CP_INTEL/BILLET_GENDER_THORNE,CP_INTEL/BILLET_LATERALITY_THORNE,CP_INTEL/BILLET_HEIGHT_THORNE,CP_INTEL/BILLET_WEIGHT_THORNE,CP_INTEL/BILLET_VISION_THORNE,CP_INTEL/BILLET_BLOOD_THORNE,CP_INTEL/BILLET_EYECOLOR_THORNE,CP_INTEL/BILLET_HAIRCOLOR_THORNE,CP_INTEL/BILLET_RELATIVES_THORNE,CP_INTEL/BILLET_LANGUAGES_THORNE,CP_INTEL/BILLET_MARITALSTATUS_THORNE,CP_INTEL/BILLET_CHILDREN_THORNE,CP_INTEL/BILLET_SPECIALISTFIELD_THORNE,CP_INTEL/BILLET_HISTORY_THORNE,CP_INTEL/BILLET_ASSOCIATIONS_THORNE,CP_INTEL/BILLET_DIRECTIVE_THORNE,CP_INTEL/BILLET_FOOTERLEFT_THORNE,CP_INTEL/BILLET_NAME_THORNE,
7,billet_wyatt,intel_billet_wyatt,allies,CP_INTEL/BILLET_HEADER1_DONOTCOPY,CP_INTEL/AAR_BLANK,CP_INTEL/BILLET_HEADER3_WYATT,CP_INTEL/BILLET_HEADER4_WYATT,CP_INTEL/BILLET_NAME_WYATT,CP_INTEL/BILLET_CODENAME_BLANK,CP_INTEL/BILLET_ALIAS_WYATT,CP_INTEL/BILLET_NATIONALITY_WYATT,CP_INTEL/BILLET_DOB_WYATT,CP_INTEL/BILLET_GENDER_WYATT,CP_INTEL/BILLET_LATERALITY_WYATT,CP_INTEL/BILLET_HEIGHT_WYATT,CP_INTEL/BILLET_WEIGHT_WYATT,CP_INTEL/BILLET_VISION_WYATT,CP_INTEL/BILLET_BLOOD_WYATT,CP_INTEL/BILLET_EYECOLOR_WYATT,CP_INTEL/BILLET_HAIRCOLOR_WYATT,CP_INTEL/BILLET_RELATIVES_WYATT,CP_INTEL/BILLET_LANGUAGES_WYATT,CP_INTEL/BILLET_MARITALSTATUS_WYATT,CP_INTEL/BILLET_CHILDREN_WYATT,CP_INTEL/BILLET_SPECIALISTFIELD_WYATT,CP_INTEL/BILLET_HISTORY_WYATT,CP_INTEL/BILLET_ASSOCIATIONS_WYATT,CP_INTEL/BILLET_DIRECTIVE_WYATT,CP_INTEL/BILLET_FOOTERLEFT_WYATT,CP_INTEL/BILLET_NAME_WYATT,
8,billet_azur,intel_billet_azur,axis,CP_INTEL/BILLET_HEADER1_CONFIDENTAL,CP_INTEL/BILLET_HEADER2_CASEFILE,CP_INTEL/BILLET_HEADER3_AZUR,CP_INTEL/BILLET_HEADER4_AZUR,CP_INTEL/BILLET_NAME_AZUR,CP_INTEL/BILLET_CODENAME_AZUR,CP_INTEL/BILLET_ALIAS_AZUR,CP_INTEL/BILLET_NATIONALITY_AZUR,CP_INTEL/BILLET_DOB_AZUR,CP_INTEL/BILLET_GENDER_AZUR,CP_INTEL/BILLET_LATERALITY_AZUR,CP_INTEL/BILLET_HEIGHT_AZUR,CP_INTEL/BILLET_WEIGHT_AZUR,CP_INTEL/BILLET_VISION_AZUR,CP_INTEL/BILLET_BLOOD_AZUR,CP_INTEL/BILLET_EYECOLOR_AZUR,CP_INTEL/BILLET_HAIRCOLOR_AZUR,CP_INTEL/BILLET_RELATIVES_AZUR,CP_INTEL/BILLET_LANGUAGES_AZUR,CP_INTEL/BILLET_MARITALSTATUS_AZUR,CP_INTEL/BILLET_CHILDREN_AZUR,CP_INTEL/BILLET_SPECIALISTFIELD_AZUR,CP_INTEL/BILLET_HISTORY_AZUR,CP_INTEL/BILLET_ASSOCIATIONS_AZUR,CP_INTEL/BILLET_DIRECTIVE_AZUR,CP_INTEL/BILLET_FOOTERLEFT_AZUR,CP_INTEL/BILLET_NAME_AZUR,
9,billet_bale,intel_billet_bale,axis,CP_INTEL/BILLET_HEADER1_CONFIDENTAL,CP_INTEL/BILLET_HEADER2_CASEFILE,CP_INTEL/BILLET_HEADER3_BALE,CP_INTEL/BILLET_HEADER4_BALE,CP_INTEL/BILLET_NAME_BALE,CP_INTEL/BILLET_CODENAME_BALE,CP_INTEL/BILLET_ALIAS_BALE,CP_INTEL/BILLET_NATIONALITY_BALE,CP_INTEL/BILLET_DOB_BALE,CP_INTEL/BILLET_GENDER_BALE,CP_INTEL/BILLET_LATERALITY_BALE,CP_INTEL/BILLET_HEIGHT_BALE,CP_INTEL/BILLET_WEIGHT_BALE,CP_INTEL/BILLET_VISION_BALE,CP_INTEL/BILLET_BLOOD_BALE,CP_INTEL/BILLET_EYECOLOR_BALE,CP_INTEL/BILLET_HAIRCOLOR_BALE,CP_INTEL/BILLET_RELATIVES_BALE,CP_INTEL/BILLET_LANGUAGES_BALE,CP_INTEL/BILLET_MARITALSTATUS_BALE,CP_INTEL/BILLET_CHILDREN_BALE,CP_INTEL/BILLET_SPECIALISTFIELD_BALE,CP_INTEL/BILLET_HISTORY_BALE,CP_INTEL/BILLET_ASSOCIATIONS_BALE,CP_INTEL/BILLET_DIRECTIVE_BALE,CP_INTEL/BILLET_FOOTERLEFT_BALE,CP_INTEL/BILLET_NAME_BALE,
10,billet_grinch,intel_billet_grinch,axis,CP_INTEL/BILLET_HEADER1_CONFIDENTAL,CP_INTEL/BILLET_HEADER2_CASEFILE,CP_INTEL/BILLET_HEADER3_GRINCH,CP_INTEL/BILLET_HEADER4_GRINCH,CP_INTEL/BILLET_NAME_GRINCH,CP_INTEL/BILLET_CODENAME_GRINCH,CP_INTEL/BILLET_ALIAS_GRINCH,CP_INTEL/BILLET_NATIONALITY_GRINCH,CP_INTEL/BILLET_DOB_GRINCH,CP_INTEL/BILLET_GENDER_GRINCH,CP_INTEL/BILLET_LATERALITY_GRINCH,CP_INTEL/BILLET_HEIGHT_GRINCH,CP_INTEL/BILLET_WEIGHT_GRINCH,CP_INTEL/BILLET_VISION_GRINCH,CP_INTEL/BILLET_BLOOD_GRINCH,CP_INTEL/BILLET_EYECOLOR_GRINCH,CP_INTEL/BILLET_HAIRCOLOR_GRINCH,CP_INTEL/BILLET_RELATIVES_GRINCH,CP_INTEL/BILLET_LANGUAGES_GRINCH,CP_INTEL/BILLET_MARITALSTATUS_GRINCH,CP_INTEL/BILLET_CHILDREN_GRINCH,CP_INTEL/BILLET_SPECIALISTFIELD_GRINCH,CP_INTEL/BILLET_HISTORY_GRINCH,CP_INTEL/BILLET_ASSOCIATIONS_GRINCH,CP_INTEL/BILLET_DIRECTIVE_GRINCH,CP_INTEL/BILLET_FOOTERLEFT_GRINCH,CP_INTEL/BILLET_NAME_GRINCH,
