mt_explosive_kills,CP_MERITS/EXPLOSIVE_KILLS,CP_MERITS/EXPLOSIVE_KILLS_DESC,ui_playercard_181,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5,
mt_fire_kills,CP_MERITS/FIRE_KILLS,CP_MERITS/FIRE_KILLS_DESC,ui_playercard_182,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5,
mt_magic_weapon_kills,CP_MERITS/MAGIC_WEAPON_KILLS,CP_MERITS/MAGIC_WEAPON_KILLS_DESC,ui_playercard_183,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5,
mt_melee_kills,CP_MERITS/MELEE_KILLS,CP_MERITS/MELEE_KILLS_DESC,ui_playercard_184,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,5,1000,5,10,1000,5,25,1000,5,50,1000,5,100,1000,5,
mt_purchased_weapon,CP_MERITS/PURCHASE_WEAPON,CP_MERITS/PURCHASE_WEAPON_DESC,ui_playercard_185,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5,
mt_revives,CP_MERITS/REVIVES,CP_MERITS/REVIVES_DESC,ui_playercard_186,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,20,1000,5,30,1000,5,40,1000,5,50,1000,5,
mt_trap_kills,CP_MERITS/TRAP_KILLS,CP_MERITS/TRAP_KILLS_DESC,ui_playercard_187,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5,
mt_upgrade_weapons,CP_MERITS/UPGRADE_WEAPONS,CP_MERITS/UPGRADE_WEAPONS_DESC,ui_playercard_188,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,2,1000,5,5,1000,5,10,1000,5,15,1000,5,25,1000,5,
mt_used_crafting,CP_MERITS/USED_CRAFTING,CP_MERITS/USED_CRAFTING_DESC,ui_playercard_189,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,6,1000,5,12,1000,5,24,1000,5,48,1000,5,60,1000,5,
mt_zombie_kills,CP_MERITS/ZOMBIE_KILLED,CP_MERITS/ZOMBIE_KILLED_DESC,ui_playercard_190,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,250,1000,5,500,1000,5,1000,1000,5,2500,1000,5,5000,1000,5,
mt_ar_kills,CP_MERITS/AR_KILLS,CP_MERITS/AR_KILLS_DESC,ui_playercard_191,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5,
