1,aar_aniyah_allies,intel_icon_reports,CP_INTEL/AAR_BUTTON_ANIYAH_COALITION,,,intel_dealer,aar,,,,1,1,1,
2,billet_alice,intel_icon_billet,CP_INTEL/BILLET_BUTTON_ALICE,,,intel_dealer,billet,,,,1,1,1,
3,billet_minotaur,intel_icon_billet,CP_INTEL/BILLET_BUTTON_MINOTAUR,,,intel_dealer,billet,,,,1,1,1,
4,note_AXV,intel_icon_notes,CP_INTEL/NOTE_BUTTON_AXV,CP_INTEL/NOTE_TRANSLATION_AXV,,intel_dealer,note,,intel_note_AXV,,1,1,1,
5,sms_text_baba,intel_icon_sms,CP_INTEL/SMS_BUTTON_BABA,CP_INTEL/SMS_TEXT_BABA,,intel_dealer,sms,,intel_text_Baba,,1,1,1,
6,aar_runner_allies,intel_icon_reports,CP_INTEL/AAR_BUTTON_RUNNER_COALITION,,,intel_dealer2,aar,,,,1,1,1,
7,billet_azur,intel_icon_billet,CP_INTEL/BILLET_BUTTON_AZUR,,,intel_dealer2,billet,,,,1,1,1,
8,billet_thorne,intel_icon_billet,CP_INTEL/BILLET_BUTTON_THORNE,,,intel_dealer2,billet,,,,1,1,1,
9,missing_person_2,intel_icon_missing,CP_INTEL/MISSING_PERSON_2_NAME,CP_INTEL/MISSING_PERSON_2,,intel_dealer2,missing,,intel_missing_person_2,,1,1,1,
10,photo_day3,intel_icon_images,CP_INTEL/PHOTO_DAY3_LOCATION,CP_INTEL/PHOTO_DAY3_TIME,CP_INTEL/PHOTO_DAY3_LOCATION,intel_dealer2,image,,intel_photo_day3,,1,1,1,
11,aar_caves_axis,intel_icon_reports,CP_INTEL/AAR_BUTTON_CAVES_ALLEGIANCE,,,intel_landlord,aar,,,,1,1,1,
12,billet_wyatt,intel_icon_billet,CP_INTEL/BILLET_BUTTON_WYATT,,,intel_landlord,billet,,,,1,1,1,
13,billet_rodion,intel_icon_billet,CP_INTEL/BILLET_BUTTON_RODION,,,intel_landlord,billet,,,,1,1,1,
14,note_AXX,intel_icon_notes,CP_INTEL/NOTE_BUTTON_AXX,CP_INTEL/NOTE_TRANSLATION_AXX,,intel_landlord,note,,intel_note_AXX,,1,1,1,
15,sms_text_olena,intel_icon_sms,CP_INTEL/SMS_BUTTON_OLENA,CP_INTEL/SMS_TEXT_OLENA,,intel_landlord,sms,,intel_text_Olena,,1,1,1,
16,billet_dday,intel_icon_billet,CP_INTEL/BILLET_BUTTON_DDAY,,,intel_landlord2,billet,,,,1,1,1,
17,billet_syd,intel_icon_billet,CP_INTEL/BILLET_BUTTON_SYD,,,intel_landlord2,billet,,,,1,1,1,
18,billet_yegor,intel_icon_billet,CP_INTEL/BILLET_BUTTON_YEGOR,,,intel_landlord2,billet,,,,1,1,1,
19,missing_person_3,intel_icon_missing,CP_INTEL/MISSING_PERSON_3_NAME,CP_INTEL/MISSING_PERSON_3,,intel_landlord2,missing,,intel_missing_person_3,,1,1,1,
20,photo_day1,intel_icon_images,CP_INTEL/PHOTO_DAY1_BUTTON,CP_INTEL/PHOTO_DAY1_TIME,CP_INTEL/PHOTO_DAY1_LOCATION,intel_landlord2,image,,intel_photo_day1,,1,1,1,
21,aar_aniyah_axis,intel_icon_reports,CP_INTEL/AAR_BUTTON_ANIYAH_ALLEGIANCE,,,intel_launderer,aar,,,,1,1,1,
22,billet_bale,intel_icon_billet,CP_INTEL/BILLET_BUTTON_BALE,,,intel_launderer,billet,,,,1,1,1,
23,billet_grinch,intel_icon_billet,CP_INTEL/BILLET_BUTTON_GRINCH,,,intel_launderer,billet,,,,1,1,1,
24,note_AX,intel_icon_notes,CP_INTEL/NOTE_BUTTON_AX,CP_INTEL/NOTE_TRANSLATION_AX,,intel_launderer,note,,intel_note_AX,,1,1,1,
25,sms_text_mom,intel_icon_sms,CP_INTEL/SMS_BUTTON_MOM,CP_INTEL/SMS_TEXT_MOM,,intel_launderer,sms,,intel_text_Mom,,1,1,1,
26,aar_runner_axis,intel_icon_reports,CP_INTEL/AAR_BUTTON_RUNNER_ALLEGIANCE,,,intel_launderer2,aar,,,,1,1,1,
27,billet_charly,intel_icon_billet,CP_INTEL/BILLET_BUTTON_CHARLEY,,,intel_launderer2,billet,,,,1,1,1,
28,billet_krueger,intel_icon_billet,CP_INTEL/BILLET_BUTTON_KRUEGER,,,intel_launderer2,billet,,,,1,1,1,
29,photo_day2,intel_icon_images,CP_INTEL/PHOTO_DAY2_LOCATION,CP_INTEL/PHOTO_DAY2_TIME,CP_INTEL/PHOTO_DAY2_LOCATION,intel_launderer2,image,,intel_photo_day2,,1,1,1,
30,missing_person_1,intel_icon_missing,CP_INTEL/MISSING_PERSON_1_NAME,CP_INTEL/MISSING_PERSON_1,,intel_launderer2,missing,,intel_missing_person_1,,1,1,1,
31,aar_caves_allies,intel_icon_reports,CP_INTEL/AAR_BUTTON_CAVES_COALITION,,,intel_smuggler,aar,,,,1,1,1,
32,billet_otter,intel_icon_billet,CP_INTEL/BILLET_BUTTON_OTTER,,,intel_smuggler,billet,,,,1,1,1,
33,billet_domino,intel_icon_billet,CP_INTEL/BILLET_BUTTON_DOMINO,,,intel_smuggler,billet,,,,1,1,1,
34,note_OIII,intel_icon_notes,CP_INTEL/NOTE_BUTTON_OIII,CP_INTEL/NOTE_TRANSLATION_OIII,,intel_smuggler,note,,intel_note_OIII,,1,1,1,
35,photo_day4,intel_icon_images,CP_INTEL/PHOTO_DAY4_LOACTION,CP_INTEL/PHOTO_DAY4_TIME,CP_INTEL/PHOTO_DAY4_LOACTION,intel_smuggler,image,,intel_photo_day4,,1,1,1,
36,billet_golem,intel_icon_billet,CP_INTEL/BILLET_BUTTON_GOLEM,,,intel_smuggler2,billet,,,,1,1,1,
37,billet_raines,intel_icon_billet,CP_INTEL/BILLET_BUTTON_RAINES,,,intel_smuggler2,billet,,,,1,1,1,
38,billet_zane,intel_icon_billet,CP_INTEL/BILLET_BUTTON_ZANE,,,intel_smuggler2,billet,,,,1,1,1,
39,sms_text_lyubov,intel_icon_sms,CP_INTEL/SMS_BUTTON_LYUBOV,CP_INTEL/SMS_TEXT_LYUBOV,,intel_smuggler2,sms,,intel_text_Lyubov,,1,1,1,
40,missing_person_4,intel_icon_missing,CP_INTEL/MISSING_PERSON_4_NAME,CP_INTEL/MISSING_PERSON_4,,intel_smuggler2,missing,,intel_missing_person_4,,1,1,1,
