setchancecol,mp/loot/br/highaction/lootset_root.csv,2,,# root,,# column 0 is "Item"/"chance" etc, column 1 is the name, so first weight is in column 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_global.csv,3,,# global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_named_Location.csv,4,,# named_Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_extra_plunder.csv,5,,# extra_plunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_superstore.csv,6,,# superstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_cache_base.csv,7,,# cache_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_cache_lege.csv,8,,# cache_lege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_cache_pe_chop.csv,9,,# cache_pe_chop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_contract_asn.csv,10,,# contract_asn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_contract_dom.csv,11,,# contract_dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_contract_scav1.csv,12,,# contract_scav1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_contract_scav2.csv,13,,# contract_scav2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_contract_scav3.csv,14,,# contract_scav3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_bunkers.csv,15,,# bunkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/highaction/lootset_empty.csv,16,,# N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,33,33,33,33,33,2,2,2,2,2,2,2,2,33,0,#,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,
chance,health,10,10,10,10,10,31,31,31,31,31,31,31,31,10,0,#,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,
chance,plunder,15,15,15,15,15,2,2,2,2,2,2,2,2,15,0,#,,,,,130,85,130,130,51,113,100,85,85,85,85,85,113,
chance,killstreak,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,#,,,,,0,65,65,65,65,65,65,65,65,65,65,65,65,
chance,lethal,7,7,7,7,7,14,14,14,14,14,14,14,14,7,0,#,,,,,245,245,245,245,245,245,245,245,245,245,245,245,245,
chance,tactical,7,7,7,7,7,14,14,14,14,14,14,14,14,7,0,#,,,,,255,255,255,255,255,255,255,255,255,255,255,255,255,
chance,super,3,3,3,3,3,22,22,22,22,22,22,22,22,3,0,#,,,,,90,90,90,90,90,90,90,90,90,90,90,90,90,
chance,weapon,25,25,25,25,25,7,7,7,7,7,7,7,7,25,0,#,,,,,1001,1001,1001,1001,1003,1003,1003,1003,1003,1003,1003,1003,989,
chance,gear,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,#,,,,,0,100,100,100,100,100,100,100,100,100,100,100,101,
chance,tablet,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,#,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,
chance,keycard,0,0,0,0,0,4,4,6,4,4,4,5,6,0,0,#,,,,,0,0,0,0,1,1,1,1,1,1,1,1,0,
item,brloot_ammo_12g,10,20,20,20,20,20,20,20,20,20,20,20,20,20,0,#common,# ammo,,,,6.2%,6.2%,6.2%,6.2%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,6.1%,
item,brloot_ammo_50cal,10,20,20,15,15,20,15,15,20,20,20,20,20,20,0,#common,# ammo,,,,6.2%,6.2%,4.7%,4.7%,0.4%,0.3%,0.3%,0.4%,0.4%,0.4%,0.4%,0.4%,6.1%,
item,brloot_ammo_762,10,30,30,20,20,30,20,20,30,30,30,30,30,30,0,#common,# ammo,,,,9.3%,9.3%,6.2%,6.2%,0.6%,0.4%,0.4%,0.6%,0.6%,0.6%,0.6%,0.6%,9.1%,
item,brloot_ammo_919,10,20,20,40,40,20,40,40,20,20,20,20,20,20,0,#common,# ammo,,,,6.2%,6.2%,12.5%,12.5%,0.4%,0.8%,0.7%,0.4%,0.4%,0.4%,0.4%,0.4%,6.1%,
item,brloot_ammo_rocket,10,10,10,5,5,10,5,5,10,10,10,10,10,10,0,#common,# ammo,,,,3.1%,3.1%,1.6%,1.6%,0.2%,0.1%,0.1%,0.2%,0.2%,0.2%,0.2%,0.2%,3.0%,
item,brloot_equip_gasmask,100,0,100,100,100,100,100,100,100,100,100,100,100,101,0,#legendary,# gear,,,,0.0%,0.0%,0.0%,0.0%,3.8%,3.8%,3.7%,3.8%,3.8%,3.8%,3.8%,3.7%,3.7%,
item,brloot_offhand_atmine,10,20,20,20,20,20,20,20,20,20,20,20,20,20,0,# rare,# lethal,,,,0.5%,0.5%,0.5%,0.5%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_claymore,10,20,20,20,20,20,20,20,20,20,20,20,20,20,0,# rare,# lethal,,,,0.5%,0.5%,0.5%,0.5%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_c4,10,25,25,25,25,25,25,25,25,25,25,25,25,25,0,# uncommon,# lethal,,,,0.7%,0.7%,0.7%,0.7%,1.4%,1.4%,1.3%,1.4%,1.4%,1.4%,1.3%,1.3%,0.7%,
item,brloot_offhand_frag,10,35,35,35,35,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,0.9%,
item,brloot_offhand_molotov,10,35,35,35,35,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,0.9%,
item,brloot_offhand_semtex,10,35,35,35,35,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,1.9%,0.9%,
