0,iw8_sh_charlie725_variant_0,iw8_sh_charlie725,,,,,,,,,,,,,,,WEAPON/SH_CHARLIE725,ui_loot_weapon_sh_charlie725,,,,
1,iw8_sh_charlie725_variant_1,iw8_sh_charlie725,iw8_sh_charlie725_mpv2,rec|1 front|1 back|1 mag|1 guard|1,,,,gripangpro|1,reflexmini3|4,,guardcust|1,,ammomod_wound,,,,WEAPON/SH_CHARLIE725_V2,ui_loot_weapon_sh_charlie725_v2,,,,
2,iw8_sh_charlie725_variant_2,iw8_sh_charlie725,,rec|2 front|2 back|2 mag|2 guard|2,,barshort|1,,,reflexmini|3,,,stockno|1,fastreload,,,,WEAPON/SH_CHARLIE725_V3,ui_loot_weapon_sh_charlie725_v3,,,,
3,iw8_sh_charlie725_variant_3,iw8_sh_charlie725,iw8_sh_charlie725_mpv2,rec|3 front|3 back|3 mag|3 guard|3,,barcust|1,,,scope|1,,,stocks|1,gunperk_marksman,,,,WEAPON/SH_CHARLIE725_V4,ui_loot_weapon_sh_charlie725_v4,,,,
4,iw8_sh_charlie725_variant_4,iw8_sh_charlie725,,rec|4 front|4 back|4 mag|4 guard|4,choke|1,barcust|2,,,,,,stockh|1,gunperk_xp,,,,WEAPON/SH_CHARLIE725_V5,ui_loot_weapon_sh_charlie725_v5,,,,
5,iw8_sh_charlie725_variant_5,iw8_sh_charlie725,,rec|5 front|5 back|5 mag|5 guard|5,silencer2|1,barshort|2,,gripang|1,holo3|4,,,stockno|2,,,,,WEAPON/SH_CHARLIE725_V6,ui_loot_weapon_sh_charlie725_v6,,,,
6,iw8_sh_charlie725_variant_6,iw8_sh_charlie725,iw8_sh_charlie725_mpv2,rec|6 front|6 back|6 mag|6 guard|6,,barlong|4,,gripcust|1,acog3|3,calcust2|3,guardcust|3,,,,,,WEAPON/SH_CHARLIE725_V7,ui_loot_weapon_sh_charlie725_v7,,,,
7,iw8_sh_charlie725_variant_7,iw8_sh_charlie725,iw8_sh_charlie725_mpv2,rec|7 front|7 back|7 mag|7 guard|7,silencer3|2,barlong|5,laser|1,,,,guardlight|2,stockno|4,,,,,WEAPON/SH_CHARLIE725_V8,ui_loot_weapon_sh_charlie725_v8,,,,
8,iw8_sh_charlie725_variant_8,iw8_sh_charlie725,,rec|8 front|8 back|8 mag|8 guard|8,silencer3|1,barlong|2,,,scope|3,calcust2|1,,stocks|2,,,,,WEAPON/SH_CHARLIE725_V9,ui_loot_weapon_sh_charlie725_v9,,,,
9,iw8_sh_charlie725_variant_9,iw8_sh_charlie725,,rec|9 front|9 back|9 mag|9 guard|9,,barshort|3,laserrange|2,,,,guardlight|1,stockno|3,fastreload,,,,WEAPON/SH_CHARLIE725_V10,ui_loot_weapon_sh_charlie725_v10,,,,
10,iw8_sh_charlie725_variant_10,iw8_sh_charlie725,,rec|10 front|10 back|10 mag|10 guard|10,,,laserbalanced|6,,reflexmini2|6,calcust2|2,guardheavy|1,stocks|3,,,,,WEAPON/SH_CHARLIE725_V11,ui_loot_weapon_sh_charlie725_v11,,,,
11,iw8_sh_charlie725_variant_11,iw8_sh_charlie725,,rec|11 front|11 back|11 mag|11 guard|11,choke|3,barlong|3,,,reflex2|10,,guardcust|2,stocks|4,,,,,WEAPON/SH_CHARLIE725_V12,ui_loot_weapon_sh_charlie725_v12,,,,
12,iw8_sh_charlie725_variant_12,iw8_sh_charlie725,,rec|12 front|12 back|12 mag|12 guard|12,choke|2,,,gripvert|1,holo2|7,,guardlight|3,stockl|1,,,,,WEAPON/SH_CHARLIE725_V13,ui_loot_weapon_sh_charlie725_v13,,,,
13,iw8_sh_charlie725_variant_13,iw8_sh_charlie725,,rec|13 front|13 back|13 mag|13 guard|13,,barshort|4,,gripvert|2,reflexmini3|6,,guardcust|4,stocks|5,,,,,WEAPON/SH_CHARLIE725_V14,ui_loot_weapon_sh_charlie725_v14,,,,
14,iw8_sh_charlie725_variant_14,iw8_sh_charlie725,,rec|14 front|14 back|14 mag|14 guard|14,silencer3|3,barlong|6,laserbalanced|3,,,,guardcust|5,stocks|6,,,,,WEAPON/SH_CHARLIE725_V15,ui_loot_weapon_sh_charlie725_v15,,,,
15,iw8_sh_charlie725_variant_15,iw8_sh_charlie725,,rec|15 front|15 back|15 mag|15 guard|15,choke|4,barlong|7,,gripang|2,,,,stocks|7,fastreload,,,,WEAPON/SH_CHARLIE725_V16,ui_loot_weapon_sh_charlie725_v16,,,,
16,iw8_sh_charlie725_variant_16,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,silencer|1,barshort|5,,gripcust|2,,,guardcust|6,stockno|5,,,,,WEAPON/SH_CHARLIE725_V17,ui_loot_weapon_sh_charlie725_v17,,,,
17,iw8_sh_charlie725_variant_17,iw8_sh_charlie725,iw8_sh_charlie725_mpdmb,rec|1 front|1 back|1 mag|1 guard|1,choke|5,barlong|8,laserrange|6,,reflexmini2|9,,guardlight|4,,,,,,WEAPON/SH_CHARLIE725_V18,ui_loot_weapon_sh_charlie725_v18,,,standardDis,
18,iw8_sh_charlie725_variant_18,iw8_sh_charlie725,iw8_sh_charlie725_mpv2a,rec|2 front|2 back|2 mag|2 guard|2,silencer3|4,,laser|3,,reflexmini|9,,,,,,,,WEAPON/SH_CHARLIE725_V19,ui_loot_weapon_sh_charlie725_v19,,,,
19,iw8_sh_charlie725_variant_19,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|3 front|3 back|3 mag|3 guard|3,choke|6,barcust|3,,,reflexmini3|11,,,,fastreload,,,,WEAPON/SH_CHARLIE725_V20,ui_loot_weapon_sh_charlie725_v20,,,,
20,iw8_sh_charlie725_variant_20,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,,,,,,,,,,,,,WEAPON/SH_CHARLIE725_V21,ui_loot_weapon_sh_charlie725_v21,,,,
21,iw8_sh_charlie725_variant_21,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|5 front|5 back|5 mag|5 guard|5,choke|7,barshort|6,,,,calcust2|4,,stockno|6,fastreload,,,,WEAPON/SH_CHARLIE725_V22,ui_loot_weapon_sh_charlie725_v22,,,,
22,iw8_sh_charlie725_variant_22,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,,,,,,,,,,,,,WEAPON/SH_CHARLIE725_V23,ui_loot_weapon_sh_charlie725_v23,,,,
23,iw8_sh_charlie725_variant_23,iw8_sh_charlie725,iw8_sh_charlie725_mpa,rec|0 front|0 back|0 mag|0 guard|0,,,,,,,,,,,,,WEAPON/SH_CHARLIE725_V24,ui_loot_weapon_sh_charlie725_v24,,,,
