0,,,,,,,,,,,,,,,,,,,,,
1,2023000,,,1,2023001|2023002|2023003|2023004|2023005|2023006|2023007|2023008|2023009,825,ch_gs_la_rpapa7_camo_01b,1,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,
5,2023010,,,1,2023011|2023012|2023013|2023014|2023015|2023016|2023017|2023018|2023019,826,ch_gs_la_rpapa7_camo_02b,1,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,
9,2023020,,,2,2023021|2023022|2023023|2023024|2023025|2023026|2023027|2023028|2023029,827,ch_gs_la_rpapa7_camo_03b,2,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,
12,2023030,,,3,2023031|2023032|2023033|2023034|2023035|2023036|2023037|2023038|2023039,828,ch_gs_la_rpapa7_camo_04b,3,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,
15,2023040,,,3,2023041|2023042|2023043|2023044|2023045|2023046|2023047|2023048|2023049,829,ch_gs_la_rpapa7_camo_05b,3,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,
18,2023050,,,4,2023051|2023052|2023053|2023054|2023055|2023056|2023057|2023058|2023059,830,ch_gs_la_rpapa7_camo_06b,4,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,
21,2023060,,,5,2023061|2023062|2023063|2023064|2023065|2023066|2023067|2023068|2023069,831,ch_gs_la_rpapa7_camo_07b,5,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,
24,2023070,,,5,2023071|2023072|2023073|2023074|2023075|2023076|2023077|2023078|2023079,832,ch_gs_la_rpapa7_camo_08b,5,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,
27,2023080,,,6,2023081|2023082|2023083|2023084|2023085|2023086|2023087|2023088|2023089,833,ch_gs_la_rpapa7_camo_09b,6,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
30,2023090,,,6,2023091|2023092|2023093|2023094|2023095|2023096|2023097|2023098|2023099,834,ch_gs_la_rpapa7_camo_10b,6,2023100,1645,iw8_la_rpapa7_gold_camo,6,2023101,1683,iw8_la_rpapa7_diamond_camo,6,2023102,1721,iw8_la_rpapa7_black_camo,6,
-1,2023118,9018,ch_gs_la_rpapa7_camo_11d,7,,,,,,,,,,,,,,,,,
