0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1807002,,,1,2807000,,,1,2807001,,,1,,,,,,,,,,,,,
2,1807031,,,1,,,,,,,,,,,,,,,,,,,,,
3,1807038,,,1,,,,,,,,,,,,,,,,,,,,,
4,1807011,,,1,,,,,,,,,,,,,,,,,,,,,
5,1807033,,,1,,,,,,,,,,,,,,,,,,,,,
6,1807156,,,2,,,,,,,,,,,,,,,,,,,,,
7,1807006,,,2,,,,,,,,,,,,,,,,,,,,,
8,1807040,,,2,7807000,,,2,,,,,,,,,,,,,,,,,
9,1807015,,,2,2807010,,,2,2807011,,,2,,,,,,,,,,,,,
10,1807028,,,2,,,,,,,,,,,,,,,,,,,,,
11,1807049,,,3,,,,,,,,,,,,,,,,,,,,,
12,1807099,,,3,,,,,,,,,,,,,,,,,,,,,
13,1807158,,,3,,,,,,,,,,,,,,,,,,,,,
14,1807012,,,3,,,,,,,,,,,,,,,,,,,,,
15,1807079,,,3,,,,,,,,,,,,,,,,,,,,,
16,1807046,,,4,2807020,,,4,2807021,,,4,,,,,,,,,,,,,
17,1807164,,,4,,,,,,,,,,,,,,,,,,,,,
18,1807022,,,4,,,,,,,,,,,,,,,,,,,,,
19,1807067,,,4,,,,,,,,,,,,,,,,,,,,,
20,1807056,,,4,,,,,,,,,,,,,,,,,,,,,
21,1807058,,,5,,,,,,,,,,,,,,,,,,,,,
22,1807027,,,5,,,,,,,,,,,,,,,,,,,,,
23,1807003,,,5,2807030,,,5,2807031,,,5,,,,,,,,,,,,,
24,1807070,,,5,,,,,,,,,,,,,,,,,,,,,
25,1807014,,,5,,,,,,,,,,,,,,,,,,,,,
26,1807065,,,6,,,,,,,,,,,,,,,,,,,,,
27,1807052,,,6,7807001,,,6,,,,,,,,,,,,,,,,,
28,1807005,,,6,,,,,,,,,,,,,,,,,,,,,
29,1807131,,,6,,,,,,,,,,,,,,,,,,,,,
30,1807059,,,6,,,,,,,,,,,,,,,,,,,,,
31,1807009,,,7,2807040,,,7,2807041,,,7,,,,,,,,,,,,,
32,1807076,,,7,,,,,,,,,,,,,,,,,,,,,
33,1807073,,,7,,,,,,,,,,,,,,,,,,,,,
34,1807019,,,7,,,,,,,,,,,,,,,,,,,,,
35,1807032,,,7,,,,,,,,,,,,,,,,,,,,,
36,1807041,,,8,,,,,,,,,,,,,,,,,,,,,
37,1807023,,,8,,,,,,,,,,,,,,,,,,,,,
38,1807143,,,8,2807050,,,8,2807051,,,8,,,,,,,,,,,,,
39,1807053,,,8,,,,,,,,,,,,,,,,,,,,,
40,1807074,,,8,,,,,,,,,,,,,,,,,,,,,
41,1807007,,,9,,,,,,,,,,,,,,,,,,,,,
42,1807162,,,9,,,,,,,,,,,,,,,,,,,,,
43,1807096,,,9,,,,,,,,,,,,,,,,,,,,,
44,1807013,,,9,,,,,,,,,,,,,,,,,,,,,
45,1807078,,,9,,,,,,,,,,,,,,,,,,,,,
46,1807050,,,10,2807060,,,10,2807061,,,10,,,,,,,,,,,,,
47,1807008,,,10,7807002,,,10,,,,,,,,,,,,,,,,,
48,1807072,,,10,,,,,,,,,,,,,,,,,,,,,
49,1807025,,,10,,,,,,,,,,,,,,,,,,,,,
50,1807134,,,10,,,,,,,,,,,,,,,,,,,,,
51,1807026,,,11,,,,,,,,,,,,,,,,,,,,,
52,1807137,,,11,,,,,,,,,,,,,,,,,,,,,
53,1807064,,,11,2807070,,,11,2807071,,,11,,,,,,,,,,,,,
54,1807071,,,11,,,,,,,,,,,,,,,,,,,,,
55,1807039,,,11,,,,,,,,,,,,,,,,,,,,,
56,1807017,,,12,,,,,,,,,,,,,,,,,,,,,
57,1807151,,,12,,,,,,,,,,,,,,,,,,,,,
58,1807054,,,12,,,,,,,,,,,,,,,,,,,,,
59,1807098,,,12,,,,,,,,,,,,,,,,,,,,,
60,1807004,,,12,2807080,,,12,2807081,,,12,,,,,,,,,,,,,
61,1807068,,,13,,,,,,,,,,,,,,,,,,,,,
62,1807157,,,13,,,,,,,,,,,,,,,,,,,,,
63,1807020,,,13,,,,,,,,,,,,,,,,,,,,,
64,1807047,,,13,,,,,,,,,,,,,,,,,,,,,
65,1807077,,,13,7807003,,,13,,,,,,,,,,,,,,,,,
66,1807029,,,14,,,,,,,,,,,,,,,,,,,,,
67,1807024,,,14,,,,,,,,,,,,,,,,,,,,,
68,1807044,,,14,2807090,,,14,2807091,,,14,2807100,,,14,2807101,,,14,2807102,,,14,
-1,2807118,,,14,,,,,,,,,,,,,,,,,,,,,
