0,,,,,,,,,,,,,,,,,,,,,,,,,
1,12069081,,,1,3069000,,,1,3069001,,,1,,,,,,,,,,,,,
2,12069075,,,1,,,,,,,,,,,,,,,,,,,,,
3,12069080,,,1,,,,,,,,,,,,,,,,,,,,,
4,12069083,,,1,3069010,,,1,3069011,,,1,,,,,,,,,,,,,
5,12069108,,,1,,,,,,,,,,,,,,,,,,,,,
6,12069082,,,2,,,,,,,,,,,,,,,,,,,,,
7,12069098,,,2,,,,,,,,,,,,,,,,,,,,,
8,12069100,,,2,3069020,,,2,3069021,,,2,,,,,,,,,,,,,
9,12069101,,,2,,,,,,,,,,,,,,,,,,,,,
10,12069107,,,2,,,,,,,,,,,,,,,,,,,,,
11,12069099,,,3,,,,,,,,,,,,,,,,,,,,,
12,12069105,,,3,3069030,,,3,3069031,,,3,,,,,,,,,,,,,
13,12069072,,,3,,,,,,,,,,,,,,,,,,,,,
14,12069078,,,3,,,,,,,,,,,,,,,,,,,,,
15,12069074,,,3,,,,,,,,,,,,,,,,,,,,,
16,12069076,,,4,3069040,,,4,3069041,,,4,,,,,,,,,,,,,
17,12069079,,,4,,,,,,,,,,,,,,,,,,,,,
18,12069073,,,4,,,,,,,,,,,,,,,,,,,,,
19,12069065,,,4,,,,,,,,,,,,,,,,,,,,,
20,12069060,,,4,3069050,,,4,3069051,,,4,,,,,,,,,,,,,
21,12069029,,,5,,,,,,,,,,,,,,,,,,,,,
22,12069028,,,5,,,,,,,,,,,,,,,,,,,,,
23,12069030,,,5,,,,,,,,,,,,,,,,,,,,,
24,12069031,,,5,,,,,,,,,,,,,,,,,,,,,
25,12069032,,,5,,,,,,,,,,,,,,,,,,,,,
26,12069109,,,6,,,,,,,,,,,,,,,,,,,,,
27,12069034,,,6,3069060,,,6,3069061,,,6,,,,,,,,,,,,,
28,12069067,,,6,,,,,,,,,,,,,,,,,,,,,
29,12069069,,,6,,,,,,,,,,,,,,,,,,,,,
30,12069070,,,6,,,,,,,,,,,,,,,,,,,,,
31,12069068,,,7,,,,,,,,,,,,,,,,,,,,,
32,12069005,,,7,,,,,,,,,,,,,,,,,,,,,
33,12069006,,,7,3069070,,,7,3069071,,,7,,,,,,,,,,,,,
34,12069007,,,7,,,,,,,,,,,,,,,,,,,,,
35,12069019,,,7,3069080,,,7,3069081,,,7,,,,,,,,,,,,,
36,12069020,,,8,,,,,,,,,,,,,,,,,,,,,
37,12069021,,,8,,,,,,,,,,,,,,,,,,,,,
38,12069022,,,8,,,,,,,,,,,,,,,,,,,,,
39,12069023,,,8,,,,,,,,,,,,,,,,,,,,,
40,12069024,,,8,,,,,,,,,,,,,,,,,,,,,
41,12069025,,,9,3069090,,,9,3069091,,,9,3069100,,,9,3069101,,,9,3069102,,,9,
-1,12069071,,,9,,,,,,,,,,,,,,,,,,,,,
