0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1031124,,,1,2031000,,,1,2031001|2031002|2031003|2031004|2031005|2031006|2031007|2031008|2031009,1239,ch_gs_sn_delta_camo_01b,1,,,,,,,,,,,,,
2,1031133,,,1,,,,,,,,,,,,,,,,,,,,,
3,1031000,,,1,,,,,,,,,,,,,,,,,,,,,
4,1031036,,,1,,,,,,,,,,,,,,,,,,,,,
5,1031059,,,1,2031010,,,1,2031011|2031012|2031013|2031014|2031015|2031016|2031017|2031018|2031019,1240,ch_gs_sn_delta_camo_02b,1,,,,,,,,,,,,,
6,1031135,,,2,,,,,,,,,,,,,,,,,,,,,
7,1031083,,,2,,,,,,,,,,,,,,,,,,,,,
8,1031073,,,2,2031020,,,2,2031021|2031022|2031023|2031024|2031025|2031026|2031027|2031028|2031029,1241,ch_gs_sn_delta_camo_03b,2,,,,,,,,,,,,,
9,1031107,,,2,7031000,,,2,,,,,,,,,,,,,,,,,
10,1031084,,,2,,,,,,,,,,,,,,,,,,,,,
11,1031019,,,3,2031030,,,3,2031031|2031032|2031033|2031034|2031035|2031036|2031037|2031038|2031039,1242,ch_gs_sn_delta_camo_04b,3,,,,,,,,,,,,,
12,1031050,,,3,,,,,,,,,,,,,,,,,,,,,
13,1031056,,,3,,,,,,,,,,,,,,,,,,,,,
14,1031110,,,3,2031040,,,3,2031041|2031042|2031043|2031044|2031045|2031046|2031047|2031048|2031049,1243,ch_gs_sn_delta_camo_05b,3,,,,,,,,,,,,,
15,1031002,,,3,,,,,,,,,,,,,,,,,,,,,
16,1031141,,,4,7031001,,,4,,,,,,,,,,,,,,,,,
17,1031058,,,4,,,,,,,,,,,,,,,,,,,,,
18,1031034,,,4,2031050,,,4,2031051|2031052|2031053|2031054|2031055|2031056|2031057|2031058|2031059,1244,ch_gs_sn_delta_camo_06b,4,,,,,,,,,,,,,
19,1031134,,,4,,,,,,,,,,,,,,,,,,,,,
20,1031043,,,4,,,,,,,,,,,,,,,,,,,,,
21,1031128,,,5,,,,,,,,,,,,,,,,,,,,,
22,1031033,,,5,2031060,,,5,2031061|2031062|2031063|2031064|2031065|2031066|2031067|2031068|2031069,1245,ch_gs_sn_delta_camo_07b,5,,,,,,,,,,,,,
23,1031119,,,5,,,,,,,,,,,,,,,,,,,,,
24,1031085,,,5,7031002,,,5,,,,,,,,,,,,,,,,,
25,1031145,,,5,,,,,,,,,,,,,,,,,,,,,
26,1031021,,,6,2031070,,,6,2031071|2031072|2031073|2031074|2031075|2031076|2031077|2031078|2031079,1246,ch_gs_sn_delta_camo_08b,6,,,,,,,,,,,,,
27,1031035,,,6,,,,,,,,,,,,,,,,,,,,,
28,1031049,,,6,,,,,,,,,,,,,,,,,,,,,
29,1031060,,,6,,,,,,,,,,,,,,,,,,,,,
30,1031169,,,6,2031080,,,6,2031081|2031082|2031083|2031084|2031085|2031086|2031087|2031088|2031089,1247,ch_gs_sn_delta_camo_09b,6,,,,,,,,,,,,,
31,1031108,,,7,,,,,,,,,,,,,,,,,,,,,
32,1031071,,,7,7031003,,,7,,,,,,,,,,,,,,,,,
33,1031020,,,7,,,,,,,,,,,,,,,,,,,,,
34,1031063,,,7,,,,,,,,,,,,,,,,,,,,,
35,1031139,,,7,2031090,,,7,2031091|2031092|2031093|2031094|2031095|2031096|2031097|2031098|2031099,1248,ch_gs_sn_delta_camo_10b,7,2031100,1653,iw8_sn_delta_gold_camo,7,2031101,1691,iw8_sn_delta_diamond_camo,7,2031102,1729,iw8_sn_delta_black_camo,7,
-1,2031118,9041,ch_gs_sn_delta_camo_11d,8,,,,,,,,,,,,,,,,,,,,,
