0,iw8_ar_falima_variant_0,iw8_ar_falima,,,,,,,,,,,,,,,WEAPON/AR_FALIMA,ui_loot_weapon_ar_falima,,,
1,iw8_ar_falima_variant_1,iw8_ar_falima,,rec|1 mag|1,,barshort|2,,,,,,stocks|1,gunperk_xp,,,,WEAPON/AR_FALIMA_V2,ui_loot_weapon_ar_falima_v2,,,
2,iw8_ar_falima_variant_2,iw8_ar_falima,,rec|2 front|2 back|2 mag|2,silencer|1,,,bipod|1,vzscope|2,,,,,,,,WEAPON/AR_FALIMA_V3,ui_loot_weapon_ar_falima_v3,,,
3,iw8_ar_falima_variant_3,iw8_ar_falima,,rec|3 front|3 back|3,,,,bipod|2,acog|1,xmagslrg|1,,,gunperk_xp,,,,WEAPON/AR_FALIMA_V4,ui_loot_weapon_ar_falima_v4,,,
4,iw8_ar_falima_variant_4,iw8_ar_falima,,rec|4 mag|4,,barlong|1,,,thermal|2,,,stockh|1,gunperk_fastmelee,,,,WEAPON/AR_FALIMA_V5,ui_loot_weapon_ar_falima_v5,,,
5,iw8_ar_falima_variant_5,iw8_ar_falima,,rec|5 back|5 mag|5,brake|2,barlong|2,laserbalanced|1,,acog2|3,,,,,,,,WEAPON/AR_FALIMA_V6,ui_loot_weapon_ar_falima_v6,,,
6,iw8_ar_falima_variant_6,iw8_ar_falima,,rec|6 mag|6,,barshort|1,,gripangpro|10,reflex3|5,,,stockh|2,gunperk_burst,,,,WEAPON/AR_FALIMA_V7,ui_loot_weapon_ar_falima_v7,,,
7,iw8_ar_falima_variant_7,iw8_ar_falima,,rec|7 mag|7,brake|9,barshort|3,,gripvertpro|8,hybrid3|1,,,stockl|1,,,,,WEAPON/AR_FALIMA_V8,ui_loot_weapon_ar_falima_v8,,,
8,iw8_ar_falima_variant_8,iw8_ar_falima,,rec|8 mag|8,,barshort|4,,ubshtgn|8,reflex2|1,,pistolgrip02|2,stockh|3,,,,,WEAPON/AR_FALIMA_V9,ui_loot_weapon_ar_falima_v9,,,
9,iw8_ar_falima_variant_9,iw8_ar_falima,,rec|9 mag|9,,barshort|5,laser|5,,,,pistolgrip02|3,stockno|1,gunperk_burst,,,,WEAPON/AR_FALIMA_V10,ui_loot_weapon_ar_falima_v10,,,
10,iw8_ar_falima_variant_10,iw8_ar_falima,,rec|10 mag|10,comp|2,barmid|2,,gripang|12,hybrid2|14,,,stockl|2,,,,,WEAPON/AR_FALIMA_V11,ui_loot_weapon_ar_falima_v11,,,
11,iw8_ar_falima_variant_11,iw8_ar_falima,,rec|11 front|11 back|11 mag|11,,,,gripvertpro|2,scope|12,,pistolgrip02|4,stockh|4,,,,,WEAPON/AR_FALIMA_V12,ui_loot_weapon_ar_falima_v12,,,
12,iw8_ar_falima_variant_12,iw8_ar_falima,,rec|12 front|12 back|12 mag|12,,barlong|3,,gripvert|8,,xmagslrg|4,,stockno|2,,,,,WEAPON/AR_FALIMA_V13,ui_loot_weapon_ar_falima_v13,,,
13,iw8_ar_falima_variant_13,iw8_ar_falima,,rec|13 front|13 back|13 mag|13,brake|1,,,,acog3|6,,,stocks|3,fastreload,,,,WEAPON/AR_FALIMA_V14,ui_loot_weapon_ar_falima_v14,,,
14,iw8_ar_falima_variant_14,iw8_ar_falima,,rec|14 front|14 back|14 mag|14,comp|9,barshort|6,,,,,,stocks|4,,,,,WEAPON/AR_FALIMA_V15,ui_loot_weapon_ar_falima_v15,,,
15,iw8_ar_falima_variant_15,iw8_ar_falima,,rec|15 front|15 mag|15,comp|10,,,,,,pistolgrip02|5,stocks|2,maxammo,,,,WEAPON/AR_FALIMA_V16,ui_loot_weapon_ar_falima_v16,,,
16,iw8_ar_falima_variant_16,iw8_ar_falima,iw8_ar_falima_mpa,rec|0 front|0 back|0 mag|0,silencer3|3,,laserbalanced|11,gripvert|15,,,pistolgrip03|1,,,,,,WEAPON/AR_FALIMA_V17,ui_loot_weapon_ar_falima_v17,,,
17,iw8_ar_falima_variant_17,iw8_ar_falima,iw8_ar_falima_mpmtx,rec|1 front|1 back|1 mag|1,silencer3|5,barlong|4,laserbalanced|8,,reflexmini2|14,xmagslrg|5,,,,,,,WEAPON/AR_FALIMA_V18,ui_loot_weapon_ar_falima_v18,,soul,
