1,12071098,,,0,3071000,,,0,3071001,,,0,
2,12071100,,,1,,,,,,,,,
3,12071101,,,1,,,,,,,,,
4,12071107,,,1,,,,,,,,,
5,12071099,,,1,,,,,,,,,
6,12071105,,,1,,,,,,,,,
7,12071065,,,2,,,,,,,,,
8,12071060,,,2,,,,,,,,,
9,12071062,,,2,3071010,,,2,3071011,,,2,
10,12071063,,,2,,,,,,,,,
11,12071090,,,2,,,,,,,,,
12,12071061,,,3,,,,,,,,,
13,12071081,,,3,,,,,,,,,
14,12071075,,,3,,,,,,,,,
15,12071080,,,3,,,,,,,,,
16,12071083,,,3,3071020,,,3,3071021,,,3,
17,12071108,,,4,,,,,,,,,
18,12071082,,,4,,,,,,,,,
19,12071029,,,4,,,,,,,,,
20,12071028,,,4,,,,,,,,,
21,12071030,,,4,,,,,,,,,
22,12071031,,,5,,,,,,,,,
23,12071032,,,5,,,,,,,,,
24,12071109,,,5,3071030,,,5,3071031,,,5,
25,12071072,,,5,,,,,,,,,
26,12071078,,,5,,,,,,,,,
27,12071074,,,6,,,,,,,,,
28,12071076,,,6,,,,,,,,,
29,12071079,,,6,,,,,,,,,
30,12071073,,,6,,,,,,,,,
31,12071034,,,6,,,,,,,,,
32,12071067,,,7,3071040,,,7,3071041,,,7,
33,12071069,,,7,,,,,,,,,
34,12071070,,,7,,,,,,,,,
35,12071068,,,7,,,,,,,,,
36,12071071,,,7,,,,,,,,,
37,12071041,,,8,,,,,,,,,
38,12071045,,,8,,,,,,,,,
39,12071039,,,8,,,,,,,,,
40,12071040,,,8,3071050,,,8,3071051,,,8,
41,12071042,,,8,,,,,,,,,
42,12071043,,,9,,,,,,,,,
43,12071005,,,9,,,,,,,,,
44,12071027,,,9,,,,,,,,,
45,12071011,,,9,,,,,,,,,
46,12071018,,,9,,,,,,,,,
47,12071015,,,10,,,,,,,,,
48,12071014,,,10,,,,,,,,,
-1,3071060,,,10,,,,,,,,,
