0,iw8_sh_oscar12_variant_0,iw8_sh_oscar12,,,,,,,,,,,,,,,WEAPON/SH_OSCAR12,ui_loot_weapon_sh_oscar12,
1,iw8_sh_oscar12_variant_1,iw8_sh_oscar12,iw8_sh_oscar12_mpv2,rec|1 mag|1 gripdefault|1 ,silencer2|1,barmid|1,,,,xmags|2,pistolgrip02|1,stocks|1,,,,,WEAPON/SH_OSCAR12_V2,ui_loot_weapon_sh_oscar12_v2,
2,iw8_sh_oscar12_variant_2,iw8_sh_oscar12,,rec|2 front|2 gripdefault|2,,,,,,xmags|1,,stockno|0,maxammo,,,,WEAPON/SH_OSCAR12_V3,ui_loot_weapon_sh_oscar12_v3,
3,iw8_sh_oscar12_variant_3,iw8_sh_oscar12,,rec|3 mag|3 gripdefault|3,,barlong|1,,,holo3|1,,,stocks|2,ammomod_slow,,,,WEAPON/SH_OSCAR12_V4,ui_loot_weapon_sh_oscar12_v4,
4,iw8_sh_oscar12_variant_4,iw8_sh_oscar12,,rec|4 front|4 back|4 gripdefault|4 mag|4,flashhider|1,,,,reflex|2,,pistolgrip01|2,,ammomod_wound,,,,WEAPON/SH_OSCAR12_V5,ui_loot_weapon_sh_oscar12_v5,
5,iw8_sh_oscar12_variant_5,iw8_sh_oscar12,,rec|5 front|5 back|5 gripdefault|5 mag|5,,,,,reflex|4,,,,,,,,WEAPON/SH_OSCAR12_V6,ui_loot_weapon_sh_oscar12_v6,
6,iw8_sh_oscar12_variant_6,iw8_sh_oscar12,,rec|6  mag|6,choke|2,barlong|2,,gripvert|1,holo3|7,,,stockh|1,,,,,WEAPON/SH_OSCAR12_V7,ui_loot_weapon_sh_oscar12_v7,
7,iw8_sh_oscar12_variant_7,iw8_sh_oscar12,iw8_sh_oscar12_mpv2,rec|7 front|7 back|7 gripdefault|7 mag|7,,barlong|3,,,holo2|5,calcust2|1,pistolgrip01|1,,,,,,WEAPON/SH_OSCAR12_V8,ui_loot_weapon_sh_oscar12_v8,
8,iw8_sh_oscar12_variant_8,iw8_sh_oscar12,iw8_sh_oscar12_mpv2,rec|8 mag|8,,barlong|4,,gripang|3,,drums|2,,stockno|1,,,,,WEAPON/SH_OSCAR12_V9,ui_loot_weapon_sh_oscar12_v9,
9,iw8_sh_oscar12_variant_9,iw8_sh_oscar12,,rec|9 front|9,silencer2|2,,,gripang|4,reflexmini2|6,drums|3,,stockh|2,,,,,WEAPON/SH_OSCAR12_V10,ui_loot_weapon_sh_oscar12_v10,
10,iw8_sh_oscar12_variant_10,iw8_sh_oscar12,iw8_sh_oscar12_mpv2,rec|10 front|10 back|10 gripdefault|10 mag|10,,,laserrange|4,,,drums|4,pistolgrip02|2,stockno|2,,,,,WEAPON/SH_OSCAR12_V11,ui_loot_weapon_sh_oscar12_v11,
11,iw8_sh_oscar12_variant_11,iw8_sh_oscar12,iw8_sh_oscar12_mpv2,rec|11 front|11 gripdefault|11 mag|11,,barlong|5,,,,calcust2|2,pistolgrip02|3,stocks|3,,,,,WEAPON/SH_OSCAR12_V12,ui_loot_weapon_sh_oscar12_v12,
12,iw8_sh_oscar12_variant_12,iw8_sh_oscar12,,rec|12 front|12 back|12 gripdefault|12 mag|12,silencer3|1,barshort|2,,gripang|5,,xmags|6,,,fastreload,,,,WEAPON/SH_OSCAR12_V13,ui_loot_weapon_sh_oscar12_v13,
13,iw8_sh_oscar12_variant_13,iw8_sh_oscar12,iw8_sh_oscar12_mpv2,rec|13 front|13 back|13 gripdefault|13 mag|13,,barshort|1,laserrange|5,,,xmags|3,,stockl|1,,,,,WEAPON/SH_OSCAR12_V14,ui_loot_weapon_sh_oscar12_v14,
14,iw8_sh_oscar12_variant_14,iw8_sh_oscar12,,rec|14 front|14 back|14 gripdefault|14 mag|14,,,laserbalanced|3,gripvert|4,,,,stocks|5,,,,,WEAPON/SH_OSCAR12_V15,ui_loot_weapon_sh_oscar12_v15,
15,iw8_sh_oscar12_variant_15,iw8_sh_oscar12,,rec|15 front|15 back|15 gripdefault|15 mag|15,silencer3|2,barlong|9,,,reflexmini|8,,,,,,,,WEAPON/SH_OSCAR12_V16,ui_loot_weapon_sh_oscar12_v16,
16,iw8_sh_oscar12_variant_16,iw8_sh_oscar12,iw8_sh_oscar12_mpv2a,rec|0 front|0 back|0 gripdefault|0 mag|0,comp|1,,laserbalanced|15,,reflexmini|10,,pistolgrip03|1,,ammomod_wound,,,,WEAPON/SH_OSCAR12_V17,ui_loot_weapon_sh_oscar12_v17,
17,iw8_sh_oscar12_variant_17,iw8_sh_oscar12,iw8_sh_oscar12_mpa,rec|1 front|1 back|1 gripdefault|1 mag|1,choke|6,barlong|6,laserbalanced|1,,,,,,ammomod_wound,,,,WEAPON/SH_OSCAR12_V18,ui_loot_weapon_sh_oscar12_v18,
18,iw8_sh_oscar12_variant_18,iw8_sh_oscar12,iw8_sh_oscar12_mpv2a,rec|2 front|2 back|2 gripdefault|2 mag|2,choke|7,barlong|7,laserrange|9,,,xmags|4,,stockno|3,,,,,WEAPON/SH_OSCAR12_V19,ui_loot_weapon_sh_oscar12_v19,
19,iw8_sh_oscar12_variant_19,iw8_sh_oscar12,iw8_sh_oscar12_mpv2a,rec|3 front|3 back|3 gripdefault|3 mag|3,,barlong|8,laserrange|10,gripvert|3,,xmags|5,,,,,,,WEAPON/SH_OSCAR12_V20,ui_loot_weapon_sh_oscar12_v20,
