0,iw8_sm_augolf_variant_0,iw8_sm_augolf,,,,,,,,,,,,,,,WEAPON/SM_AUGOLF,ui_loot_weapon_sm_augolf,,,
1,iw8_sm_augolf_variant_1,iw8_sm_augolf,iw8_sm_augolf_mpv2,rec|1,,barmid|3,,gripangpro|14,,calcust|4,pistolgrip01|3,,,,,,WEAPON/SM_AUGOLF_V2,ui_loot_weapon_sm_augolf_v2,,,
2,iw8_sm_augolf_variant_2,iw8_sm_augolf,iw8_sm_augolf_mpv3,rec|2,brake|1,barshort|1,,gripang|5,,calcust|1,,,,,,,WEAPON/SM_AUGOLF_V3,ui_loot_weapon_sm_augolf_v3,,,
3,iw8_sm_augolf_variant_3,iw8_sm_augolf,,rec|3 front|3,silencer3|2,,,gripang|9,acog|5,calcust|2,,,fastreload,,,,WEAPON/SM_AUGOLF_V4,ui_loot_weapon_sm_augolf_v4,,,
4,iw8_sm_augolf_variant_4,iw8_sm_augolf,,rec|4 front|4 mag|4,brake|2,,,gripang|8,hybrid2|3,,,stockh|1,gunperk_xp,,,,WEAPON/SM_AUGOLF_V5,ui_loot_weapon_sm_augolf_v5,,,
5,iw8_sm_augolf_variant_5,iw8_sm_augolf,,rec|5,silencer2|5,barmid|2,,gripang|2,thermal2|1,calcust|3,,,,,,,WEAPON/SM_AUGOLF_V6,ui_loot_weapon_sm_augolf_v6,,,
6,iw8_sm_augolf_variant_6,iw8_sm_augolf,iw8_sm_augolf_mpv3,rec|6 front|6 mag|6,,,,gripangpro|8,,calcust|5,,stocks|1,ammomod_slow,,,,WEAPON/SM_AUGOLF_V7,ui_loot_weapon_sm_augolf_v7,,,
7,iw8_sm_augolf_variant_7,iw8_sm_augolf,iw8_sm_augolf_mpv3,rec|7 mag|7,brake|3,barlong|1,,gripangpro|9,scopenorail|1,calcust|6,,,,,,,WEAPON/SM_AUGOLF_V8,ui_loot_weapon_sm_augolf_v8,,,
8,iw8_sm_augolf_variant_8,iw8_sm_augolf,iw8_sm_augolf_mpv3,rec|8 front|8,,,laserbalanced|5,gripangpro|12,reflex3|1,xmags|1,,stockh|2,,,,,WEAPON/SM_AUGOLF_V9,ui_loot_weapon_sm_augolf_v9,,,
9,iw8_sm_augolf_variant_9,iw8_sm_augolf,,rec|9 front|9,,,laserrange|4,gripang|3,,drums|1,pistolgrip02|1,stocks|3,,,,,WEAPON/SM_AUGOLF_V10,ui_loot_weapon_sm_augolf_v10,,,
10,iw8_sm_augolf_variant_10,iw8_sm_augolf,,rec|10 front|10 mag|10,,,laserbalanced|7,gripangpro|1,scopenorail|2,,,stockl|2,fastreload,,,,WEAPON/SM_AUGOLF_V11,ui_loot_weapon_sm_augolf_v11,,,
11,iw8_sm_augolf_variant_11,iw8_sm_augolf,,rec|11 mag|11,comp|8,barshort|2,laser|1,gripangpro|11,,,,stockl|3,,,,,WEAPON/SM_AUGOLF_V12,ui_loot_weapon_sm_augolf_v12,,,
12,iw8_sm_augolf_variant_12,iw8_sm_augolf,,rec|12 front|12 mag|12,comp|3,,,gripangpro|3,reflex3|2,,,stockl|4,,,,,WEAPON/SM_AUGOLF_V13,ui_loot_weapon_sm_augolf_v13,,,
13,iw8_sm_augolf_variant_13,iw8_sm_augolf,iw8_sm_augolf_mpv3,rec|13 mag|13,silencer3|5,barshort|3,,gripang|10,,drums|2,,stockh|3,,,,,WEAPON/SM_AUGOLF_V14,ui_loot_weapon_sm_augolf_v14,,,
14,iw8_sm_augolf_variant_14,iw8_sm_augolf,iw8_sm_augolf_mpv3,rec|14 mag|14,,barlong|2,,gripang|11,hybrid3|4,calcust|7,,,,,,,WEAPON/SM_AUGOLF_V15,ui_loot_weapon_sm_augolf_v15,,,
15,iw8_sm_augolf_variant_15,iw8_sm_augolf,iw8_sm_augolf_mpv3,rec|15 front|15 mag|15,silencer2|15,,,gripangpro|7,reflex3|3,,,,maxammo,,,,WEAPON/SM_AUGOLF_V16,ui_loot_weapon_sm_augolf_v16,,,
16,iw8_sm_augolf_variant_16,iw8_sm_augolf,iw8_sm_augolf_mpv3a,rec|0 front|0 mag|0,silencer3|1,barshort|4,,gripang|13,,drums|3,,,,,,,WEAPON/SM_AUGOLF_V17,ui_loot_weapon_sm_augolf_v17,,,
17,iw8_sm_augolf_variant_17,iw8_sm_augolf,iw8_sm_augolf_mpa,rec|1 front|1 mag|1,,,,gripangpro|10,,calcust|8,pistolgrip03|1,stocks|4,,,,,WEAPON/SM_AUGOLF_V18,ui_loot_weapon_sm_augolf_v18,,,
18,iw8_sm_augolf_variant_18,iw8_sm_augolf,iw8_sm_augolf_mpa,rec|2 front|2 mag|2,silencer3|7,,,gripang|1,,drums|4,,stocks|5,,,,,WEAPON/SM_AUGOLF_V19,ui_loot_weapon_sm_augolf_v19,,,
19,iw8_sm_augolf_variant_19,iw8_sm_augolf,iw8_sm_augolf_mpa,rec|3 mag|3,,barshort|5,,gripang|6,,calcust|11,,,,,,,WEAPON/SM_AUGOLF_V20,ui_loot_weapon_sm_augolf_v20,,,
20,iw8_sm_augolf_variant_20,iw8_sm_augolf,iw8_sm_augolf_mpa,rec|4 front|4 mag|4,,barmid|4,,gripang|15,scopenorail|3,calcust|9,,,maxammo,,,,WEAPON/SM_AUGOLF_V21,ui_loot_weapon_sm_augolf_v21,,,
21,iw8_sm_augolf_variant_21,iw8_sm_augolf,iw8_sm_augolf_mpv3a,rec|5 front|5 mag|5,comp|11,,,gripang|2,,xmags|2,,,,,,,WEAPON/SM_AUGOLF_V22,ui_loot_weapon_sm_augolf_v22,,,
22,iw8_sm_augolf_variant_22,iw8_sm_augolf,iw8_sm_augolf_mpmtx,rec|6 mag|6,,barmid|6,,gripang|7,scopenorail|5,calcust|12,,,fastreload,,,,WEAPON/SM_AUGOLF_V23,ui_loot_weapon_sm_augolf_v23,,light,
23,iw8_sm_augolf_variant_23,iw8_sm_augolf,iw8_sm_augolf_mpa,rec|7 front|7 mag|7,,barmid|5,,gripang|4,scopenorail|4,calcust|10,,,,,,,WEAPON/SM_AUGOLF_V24,ui_loot_weapon_sm_augolf_v24,,,
24,iw8_sm_augolf_variant_24,iw8_sm_augolf,iw8_sm_augolf_mpv3a,rec|8 front|8 mag|8,,barshort|6,,gripvertpro|9,,,pistolgrip02|2,stocks|6,fastreload,,,,WEAPON/SM_AUGOLF_V25,ui_loot_weapon_sm_augolf_v25,,,
25,iw8_sm_augolf_variant_25,iw8_sm_augolf,iw8_sm_augolf_mpv3a,rec|9 front|9 mag|9,,barlong|3,,gripang|8,,drums|5,pistolgrip01|4,stockh|4,,,,,WEAPON/SM_AUGOLF_V26,ui_loot_weapon_sm_augolf_v26,,,
26,iw8_sm_augolf_variant_26,iw8_sm_augolf,iw8_sm_augolf_mpmtx2,rec|10 front|10 mag|10,silencer2|6,barshort|7,,gripang|12,holo3|9,drums|6,,,,,,,WEAPON/SM_AUGOLF_V27,ui_loot_weapon_sm_augolf_v27,,cherryBlossom,
