0,iw8_sm_uzulu_variant_0,iw8_sm_uzulu,,,,,,,,,,,,,,,WEAPON/SM_UZULU,ui_loot_weapon_sm_uzulu,
1,iw8_sm_uzulu_variant_1,iw8_sm_uzulu,iw8_sm_uzulu_mpv2,rec|1 back|1 mag|1,flashhider|1,barcust|3,,,reflexmini2|4,,,,fastreload,,,,WEAPON/SM_UZULU_V2,ui_loot_weapon_sm_uzulu_v2,
2,iw8_sm_uzulu_variant_2,iw8_sm_uzulu,,rec|2,silencer3|1,barcust|2,,,,xmags|1,,stockno|1,,,,,WEAPON/SM_UZULU_V3,ui_loot_weapon_sm_uzulu_v3,
3,iw8_sm_uzulu_variant_3,iw8_sm_uzulu,iw8_sm_uzulu_mpv2,rec|3 mag|3,silencer2|3,barlong|1,,gripvert|3,hybrid2|4,,,stocks|1,,,,,WEAPON/SM_UZULU_V4,ui_loot_weapon_sm_uzulu_v4,
4,iw8_sm_uzulu_variant_4,iw8_sm_uzulu,,rec|4 front|4 mag|4,,barcust|7,laserrange|1,,,xmags|4,,stockl|1,ammomod_slow,,,,WEAPON/SM_UZULU_V5,ui_loot_weapon_sm_uzulu_v5,
5,iw8_sm_uzulu_variant_5,iw8_sm_uzulu,,rec|5 mag|5,silencer|2,barlong|2,,,acog2|3,,,stockh|1,,,,,WEAPON/SM_UZULU_V6,ui_loot_weapon_sm_uzulu_v6,
6,iw8_sm_uzulu_variant_6,iw8_sm_uzulu,,rec|6 front|6 mag|6,,,laserrange|3,gripvert|5,,xmagslrg|1,,stockno|2,maxammo,,,,WEAPON/SM_UZULU_V7,ui_loot_weapon_sm_uzulu_v7,
7,iw8_sm_uzulu_variant_7,iw8_sm_uzulu,,rec|7 front|7 back|7,comp|1,,laserbalanced|6,gripang|1,hybrid4|3,xmagslrg|2,,,,,,,WEAPON/SM_UZULU_V8,ui_loot_weapon_sm_uzulu_v8,
8,iw8_sm_uzulu_variant_8,iw8_sm_uzulu,,rec|8 front|8 mag|8,,,laserrange|5,gripangpro|2,,,pistolgrip01|2,stockl|2,gunperk_xp,,,,WEAPON/SM_UZULU_V9,ui_loot_weapon_sm_uzulu_v9,
9,iw8_sm_uzulu_variant_9,iw8_sm_uzulu,iw8_sm_uzulu_mpv2,rec|9 mag|9,melee|2,barcust|6,laserrange|8,,reflexmini|5,,,stockno|3,,,,,WEAPON/SM_UZULU_V10,ui_loot_weapon_sm_uzulu_v10,
10,iw8_sm_uzulu_variant_10,iw8_sm_uzulu,,rec|10 front|10 mag|10,silencer|3,barcust|4,laserrange|6,,,,,stockl|3,fastreload,,,,WEAPON/SM_UZULU_V11,ui_loot_weapon_sm_uzulu_v11,
