0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1021012,,,1,2021000,,,1,2021001|2021002|2021003|2021004|2021005|2021006|2021007|2021008|2021009,663,ch_gs_ar_falima_camo_01b,1,,,,,,,,,,,,,
2,1021084,,,1,,,,,,,,,,,,,,,,,,,,,
3,1021038,,,1,,,,,,,,,,,,,,,,,,,,,
4,1021015,,,1,,,,,,,,,,,,,,,,,,,,,
5,1021124,,,1,,,,,,,,,,,,,,,,,,,,,
6,1021133,,,2,,,,,,,,,,,,,,,,,,,,,
7,1021006,,,2,,,,,,,,,,,,,,,,,,,,,
8,1021037,,,2,7021000,,,2,,,,,,,,,,,,,,,,,
9,1021000,,,2,2021010,,,2,2021011|2021012|2021013|2021014|2021015|2021016|2021017|2021018|2021019,664,ch_gs_ar_falima_camo_02b,2,,,,,,,,,,,,,
10,1021034,,,2,,,,,,,,,,,,,,,,,,,,,
11,1021158,,,3,,,,,,,,,,,,,,,,,,,,,
12,1021072,,,3,,,,,,,,,,,,,,,,,,,,,
13,1021135,,,3,,,,,,,,,,,,,,,,,,,,,
14,1021017,,,3,,,,,,,,,,,,,,,,,,,,,
15,1021148,,,3,,,,,,,,,,,,,,,,,,,,,
16,1021043,,,4,2021020,,,4,2021021|2021022|2021023|2021024|2021025|2021026|2021027|2021028|2021029,665,ch_gs_ar_falima_camo_03b,4,,,,,,,,,,,,,
17,1021141,,,4,,,,,,,,,,,,,,,,,,,,,
18,1021023,,,4,,,,,,,,,,,,,,,,,,,,,
19,1021055,,,4,,,,,,,,,,,,,,,,,,,,,
20,1021178,,,4,,,,,,,,,,,,,,,,,,,,,
21,1021049,,,5,,,,,,,,,,,,,,,,,,,,,
22,1021035,,,5,,,,,,,,,,,,,,,,,,,,,
23,1021013,,,5,2021030,,,5,2021031|2021032|2021033|2021034|2021035|2021036|2021037|2021038|2021039,666,ch_gs_ar_falima_camo_04b,5,,,,,,,,,,,,,
24,1021058,,,5,,,,,,,,,,,,,,,,,,,,,
25,1021002,,,5,,,,,,,,,,,,,,,,,,,,,
26,1021053,,,6,,,,,,,,,,,,,,,,,,,,,
27,1021044,,,6,7021001,,,6,,,,,,,,,,,,,,,,,
28,1021004,,,6,,,,,,,,,,,,,,,,,,,,,
29,1021107,,,6,,,,,,,,,,,,,,,,,,,,,
30,1021050,,,6,2021040,,,6,2021041|2021042|2021043|2021044|2021045|2021046|2021047|2021048|2021049,667,ch_gs_ar_falima_camo_05b,6,,,,,,,,,,,,,
31,1021095,,,7,,,,,,,,,,,,,,,,,,,,,
32,1021149,,,7,,,,,,,,,,,,,,,,,,,,,
33,1021019,,,7,,,,,,,,,,,,,,,,,,,,,
34,1021085,,,7,,,,,,,,,,,,,,,,,,,,,
35,1021040,,,7,,,,,,,,,,,,,,,,,,,,,
36,1021025,,,8,,,,,,,,,,,,,,,,,,,,,
37,1021061,,,8,2021050,,,8,2021051|2021052|2021053|2021054|2021055|2021056|2021057|2021058|2021059,668,ch_gs_ar_falima_camo_06b,8,,,,,,,,,,,,,
38,1021119,,,8,,,,,,,,,,,,,,,,,,,,,
39,1021175,,,8,,,,,,,,,,,,,,,,,,,,,
40,1021008,,,8,,,,,,,,,,,,,,,,,,,,,
41,1021139,,,9,,,,,,,,,,,,,,,,,,,,,
42,1021071,,,9,,,,,,,,,,,,,,,,,,,,,
43,1021170,,,9,,,,,,,,,,,,,,,,,,,,,
44,1021150,,,9,,,,,,,,,,,,,,,,,,,,,
45,1021045,,,9,2021060,,,9,2021061|2021062|2021063|2021064|2021065|2021066|2021067|2021068|2021069,669,ch_gs_ar_falima_camo_07b,9,,,,,,,,,,,,,
46,1021010,,,10,7021002,,,10,,,,,,,,,,,,,,,,,
47,1021060,,,10,,,,,,,,,,,,,,,,,,,,,
48,1021029,,,10,,,,,,,,,,,,,,,,,,,,,
49,1021110,,,10,,,,,,,,,,,,,,,,,,,,,
50,1021033,,,10,,,,,,,,,,,,,,,,,,,,,
51,1021113,,,11,,,,,,,,,,,,,,,,,,,,,
52,1021145,,,11,,,,,,,,,,,,,,,,,,,,,
53,1021039,,,11,2021070,,,11,2021071|2021072|2021073|2021074|2021075|2021076|2021077|2021078|2021079,670,ch_gs_ar_falima_camo_08b,11,,,,,,,,,,,,,
54,1021169,,,11,,,,,,,,,,,,,,,,,,,,,
55,1021128,,,11,,,,,,,,,,,,,,,,,,,,,
56,1021176,,,12,,,,,,,,,,,,,,,,,,,,,
57,1021073,,,12,,,,,,,,,,,,,,,,,,,,,
58,1021014,,,12,,,,,,,,,,,,,,,,,,,,,
59,1021056,,,12,,,,,,,,,,,,,,,,,,,,,
60,1021134,,,12,2021080,,,12,2021081|2021082|2021083|2021084|2021085|2021086|2021087|2021088|2021089,671,ch_gs_ar_falima_camo_09b,12,,,,,,,,,,,,,
61,1021020,,,13,,,,,,,,,,,,,,,,,,,,,
62,1021047,,,13,,,,,,,,,,,,,,,,,,,,,
63,1021059,,,13,,,,,,,,,,,,,,,,,,,,,
64,1021036,,,13,,,,,,,,,,,,,,,,,,,,,
65,1021027,,,13,7021003,,,13,,,,,,,,,,,,,,,,,
66,1021146,,,14,2021090,,,14,2021091|2021092|2021093|2021094|2021095|2021096|2021097|2021098|2021099,672,ch_gs_ar_falima_camo_10b,14,2021100,1643,iw8_ar_falima_gold_camo,14,2021101,1681,iw8_ar_falima_diamond_camo,14,2021102,1719,iw8_ar_falima_black_camo,14,
-1,2021118,9009,ch_gs_ar_falima_camo_11d,14,,,,,,,,,,,,,,,,,,,,,
