0,,,,,,,,,,,,,
1,12064098,,,1,3064000,,,1,3064001,,,1,
2,12064100,,,1,,,,,,,,,
3,12064101,,,1,,,,,,,,,
4,12064107,,,1,,,,,,,,,
5,12064099,,,1,,,,,,,,,
6,12064105,,,2,,,,,,,,,
7,12064065,,,2,,,,,,,,,
8,12064060,,,2,3064010,,,2,3064011,,,2,
9,12064062,,,2,,,,,,,,,
10,12064063,,,2,,,,,,,,,
11,12064090,,,3,,,,,,,,,
12,12064061,,,3,,,,,,,,,
13,12064081,,,3,,,,,,,,,
14,12064075,,,3,,,,,,,,,
15,12064080,,,3,3064020,,,3,3064021,,,3,
16,12064083,,,4,,,,,,,,,
17,12064108,,,4,,,,,,,,,
18,12064082,,,4,,,,,,,,,
19,12064029,,,4,,,,,,,,,
20,12064028,,,4,,,,,,,,,
21,12064030,,,5,3064030,,,5,3064031,,,5,
22,12064031,,,5,,,,,,,,,
23,12064032,,,5,,,,,,,,,
24,12064109,,,5,,,,,,,,,
25,12064072,,,5,,,,,,,,,
26,12064078,,,6,,,,,,,,,
27,12064074,,,6,3064040,,,6,3064041,,,6,
28,12064076,,,6,,,,,,,,,
29,12064079,,,6,,,,,,,,,
30,12064073,,,6,,,,,,,,,
31,12064034,,,7,,,,,,,,,
32,12064067,,,7,,,,,,,,,
33,12064069,,,7,3064050,,,7,3064051,,,7,
34,12064070,,,7,,,,,,,,,
35,12064068,,,7,,,,,,,,,
36,12064071,,,8,,,,,,,,,
37,12064041,,,8,,,,,,,,,
38,12064045,,,8,,,,,,,,,
39,12064039,,,8,,,,,,,,,
40,12064040,,,8,,,,,,,,,
41,12064042,,,9,3064060,,,9,3064061,,,9,
42,12064043,,,9,,,,,,,,,
43,12064015,,,9,,,,,,,,,
44,12064014,,,9,,,,,,,,,
45,12064017,,,9,,,,,,,,,
46,12064011,,,10,3064070,,,10,3064071,,,10,
47,12064012,,,10,,,,,,,,,
48,12064013,,,10,,,,,,,,,
49,12064005,,,10,,,,,,,,,
50,12064006,,,10,,,,,,,,,
51,12064007,,,11,3064080,,,11,3064081,,,11,
52,12064008,,,11,,,,,,,,,
53,12064027,,,11,,,,,,,,,
54,12064009,,,11,,,,,,,,,
-1,3064100,,,11,,,,,,,,,
