0,,,,,,,,,,,,,,,,,,,,,,,,,
1,12079041,,,1,3079000,,,1,3079001,,,1,,,,,,,,,,,,,
2,12079045,,,1,,,,,,,,,,,,,,,,,,,,,
3,12079039,,,1,,,,,,,,,,,,,,,,,,,,,
4,12079040,,,1,,,,,,,,,,,,,,,,,,,,,
5,12079042,,,1,,,,,,,,,,,,,,,,,,,,,
6,12079043,,,2,,,,,,,,,,,,,,,,,,,,,
7,12079081,,,2,,,,,,,,,,,,,,,,,,,,,
8,12079075,,,2,,,,,,,,,,,,,,,,,,,,,
9,12079080,,,2,3079010,,,2,3079011,,,2,,,,,,,,,,,,,
10,12079083,,,2,,,,,,,,,,,,,,,,,,,,,
11,12079108,,,3,,,,,,,,,,,,,,,,,,,,,
12,12079082,,,3,,,,,,,,,,,,,,,,,,,,,
13,12079098,,,3,,,,,,,,,,,,,,,,,,,,,
14,12079100,,,3,,,,,,,,,,,,,,,,,,,,,
15,12079101,,,3,,,,,,,,,,,,,,,,,,,,,
16,12079107,,,4,3079020,,,4,3079021,,,4,,,,,,,,,,,,,
17,12079099,,,4,,,,,,,,,,,,,,,,,,,,,
18,12079105,,,4,,,,,,,,,,,,,,,,,,,,,
19,12079072,,,4,,,,,,,,,,,,,,,,,,,,,
20,12079078,,,4,,,,,,,,,,,,,,,,,,,,,
21,12079074,,,5,,,,,,,,,,,,,,,,,,,,,
22,12079076,,,5,,,,,,,,,,,,,,,,,,,,,
23,12079079,,,5,,,,,,,,,,,,,,,,,,,,,
24,12079073,,,5,3079030,,,5,3079031,,,5,,,,,,,,,,,,,
25,12079065,,,5,,,,,,,,,,,,,,,,,,,,,
26,12079060,,,6,,,,,,,,,,,,,,,,,,,,,
27,12079062,,,6,3079040,,,6,3079041,,,6,,,,,,,,,,,,,
28,12079063,,,6,,,,,,,,,,,,,,,,,,,,,
29,12079090,,,6,,,,,,,,,,,,,,,,,,,,,
30,12079061,,,6,3079050,,,6,3079051,,,6,,,,,,,,,,,,,
31,12079029,,,7,,,,,,,,,,,,,,,,,,,,,
32,12079028,,,7,3079060,,,7,3079061,,,7,,,,,,,,,,,,,
33,12079030,,,7,,,,,,,,,,,,,,,,,,,,,
34,12079031,,,7,,,,,,,,,,,,,,,,,,,,,
35,12079032,,,7,,,,,,,,,,,,,,,,,,,,,
36,12079109,,,8,,,,,,,,,,,,,,,,,,,,,
37,12079034,,,8,,,,,,,,,,,,,,,,,,,,,
38,12079067,,,8,,,,,,,,,,,,,,,,,,,,,
39,12079069,,,8,,,,,,,,,,,,,,,,,,,,,
40,12079070,,,8,,,,,,,,,,,,,,,,,,,,,
41,12079068,,,9,3079070,,,9,3079071,,,9,,,,,,,,,,,,,
42,12079071,,,9,3079080,,,9,3079081,,,9,,,,,,,,,,,,,
43,12079015,,,9,,,,,,,,,,,,,,,,,,,,,
44,12079014,,,9,,,,,,,,,,,,,,,,,,,,,
45,12079018,,,9,3079090,,,9,3079091,,,9,3079100,,,9,3079101,,,9,3079102,,,9,
46,12079012,,,10,,,,,,,,,,,,,,,,,,,,,
47,12079005,,,10,,,,,,,,,,,,,,,,,,,,,
48,12079027,,,10,,,,,,,,,,,,,,,,,,,,,
49,12079011,,,10,,,,,,,,,,,,,,,,,,,,,
-1,3079118,,,10,,,,,,,,,,,,,,,,,,,,,
