0,,,,,,,,,,,,,,,,,,,,,,,,,
1,12067081,,,1,3067000,,,1,3067001,,,1,,,,,,,,,,,,,
2,12067075,,,1,,,,,,,,,,,,,,,,,,,,,
3,12067080,,,1,,,,,,,,,,,,,,,,,,,,,
4,12067083,,,1,3067010,,,1,3067011,,,1,,,,,,,,,,,,,
5,12067108,,,1,,,,,,,,,,,,,,,,,,,,,
6,12067082,,,2,,,,,,,,,,,,,,,,,,,,,
7,12067098,,,2,,,,,,,,,,,,,,,,,,,,,
8,12067100,,,2,3067020,,,2,3067021,,,2,,,,,,,,,,,,,
9,12067101,,,2,,,,,,,,,,,,,,,,,,,,,
10,12067107,,,2,,,,,,,,,,,,,,,,,,,,,
11,12067099,,,3,,,,,,,,,,,,,,,,,,,,,
12,12067105,,,3,3067030,,,3,3067031,,,3,,,,,,,,,,,,,
13,12067065,,,3,,,,,,,,,,,,,,,,,,,,,
14,12067060,,,3,,,,,,,,,,,,,,,,,,,,,
15,12067062,,,3,,,,,,,,,,,,,,,,,,,,,
16,12067063,,,4,3067040,,,4,3067041,,,4,,,,,,,,,,,,,
17,12067090,,,4,,,,,,,,,,,,,,,,,,,,,
18,12067061,,,4,,,,,,,,,,,,,,,,,,,,,
19,12067029,,,4,,,,,,,,,,,,,,,,,,,,,
20,12067028,,,4,3067050,,,4,3067051,,,4,,,,,,,,,,,,,
21,12067030,,,5,,,,,,,,,,,,,,,,,,,,,
22,12067031,,,5,,,,,,,,,,,,,,,,,,,,,
23,12067032,,,5,3067060,,,5,3067061,,,5,,,,,,,,,,,,,
24,12067109,,,5,,,,,,,,,,,,,,,,,,,,,
25,12067034,,,5,,,,,,,,,,,,,,,,,,,,,
26,12067067,,,6,3067070,,,6,3067071,,,6,,,,,,,,,,,,,
27,12067069,,,6,,,,,,,,,,,,,,,,,,,,,
28,12067070,,,6,3067080,,,6,3067081,,,6,,,,,,,,,,,,,
29,12067068,,,6,,,,,,,,,,,,,,,,,,,,,
30,12067071,,,6,,,,,,,,,,,,,,,,,,,,,
31,12067017,,,7,3067090,,,7,3067091,,,7,3067100,,,7,3067101,,,7,3067102,,,7,
-1,3067118,,,7,,,,,,,,,,,,,,,,,,,,,
