0,,,,,,,,,,,,,
1,12077098,,,1,3077000,,,1,3077001,,,1,
2,12077100,,,1,,,,,,,,,
3,12077101,,,1,,,,,,,,,
4,12077107,,,1,,,,,,,,,
5,12077099,,,1,,,,,,,,,
6,12077105,,,2,,,,,,,,,
7,12077065,,,2,,,,,,,,,
8,12077060,,,2,,,,,,,,,
9,12077062,,,2,3077010,,,2,3077011,,,2,
10,12077063,,,2,,,,,,,,,
11,12077090,,,3,,,,,,,,,
12,12077061,,,3,,,,,,,,,
13,12077081,,,3,,,,,,,,,
14,12077075,,,3,,,,,,,,,
15,12077080,,,3,,,,,,,,,
16,12077083,,,4,3077020,,,4,3077021,,,4,
17,12077108,,,4,,,,,,,,,
18,12077082,,,4,,,,,,,,,
19,12077029,,,4,,,,,,,,,
20,12077028,,,4,,,,,,,,,
21,12077030,,,5,,,,,,,,,
22,12077031,,,5,,,,,,,,,
23,12077032,,,5,,,,,,,,,
24,12077109,,,5,3077030,,,5,3077031,,,5,
25,12077072,,,5,,,,,,,,,
26,12077078,,,6,,,,,,,,,
27,12077074,,,6,,,,,,,,,
28,12077076,,,6,,,,,,,,,
29,12077079,,,6,,,,,,,,,
30,12077073,,,6,,,,,,,,,
31,12077034,,,7,,,,,,,,,
32,12077067,,,7,3077040,,,7,3077041,,,7,
33,12077069,,,7,,,,,,,,,
34,12077070,,,7,,,,,,,,,
35,12077068,,,7,,,,,,,,,
36,12077071,,,8,,,,,,,,,
37,12077041,,,8,,,,,,,,,
38,12077045,,,8,,,,,,,,,
39,12077039,,,8,,,,,,,,,
40,12077040,,,8,3077050,,,8,3077051,,,8,
41,12077042,,,9,,,,,,,,,
42,12077043,,,9,,,,,,,,,
43,12077012,,,9,,,,,,,,,
44,12077005,,,9,,,,,,,,,
45,12077027,,,9,,,,,,,,,
46,12077011,,,10,,,,,,,,,
47,12077018,,,10,,,,,,,,,
48,12077015,,,10,,,,,,,,,
-1,3077060,,,10,,,,,,,,,
