0,iw8_ar_akilo47_variant_0,iw8_ar_akilo47,,,,,,,,,,,,,,,WEAPON/AR_AKILO47,ui_loot_weapon_ar_akilo47,,,,
1,iw8_ar_akilo47_variant_1,iw8_ar_akilo47,iw8_ar_akilo47_mpv2,rec|1 front|1 back|2 mag|1,brake|5,,,,,,,stockl|1,gunperk_xp,,,,WEAPON/AR_AKILO47_V2,ui_loot_weapon_ar_akilo47_v2,,,,
2,iw8_ar_akilo47_variant_2,iw8_ar_akilo47,,rec|2 front|2 back|2 mag|2,,barshortnoguard|1,,,reflex4|1,calsmg|1,,stockno|1,,,,,WEAPON/AR_AKILO47_V3,ui_loot_weapon_ar_akilo47_v3,,,,
3,iw8_ar_akilo47_variant_3,iw8_ar_akilo47,iw8_ar_akilo47_mpv3,rec|3 front|3 back|3 mag|3,,barcust|1,,gripangpro|1,holo2|1,xmags|2,,stocks|1,,,,,WEAPON/AR_AKILO47_V4,ui_loot_weapon_ar_akilo47_v4,,,,
4,iw8_ar_akilo47_variant_4,iw8_ar_akilo47,,rec|4 front|4 back|4 mag|4 ,,barcust|2,,gripvertpro|1,holo|1,,,stockh|1,,,,,WEAPON/AR_AKILO47_V5,ui_loot_weapon_ar_akilo47_v5,,,,
5,iw8_ar_akilo47_variant_5,iw8_ar_akilo47,,rec|5 front|5 back|5 mag|5,,barshortnoguard|3,laserbalanced|2,,reflex3|1,calsmg|3,,,,,,,WEAPON/AR_AKILO47_V6,ui_loot_weapon_ar_akilo47_v6,,,,
6,iw8_ar_akilo47_variant_6,iw8_ar_akilo47,,rec|6 front|6 back|6 mag|6,,barcustnoguard|1,,,,drums|2,,stockh|3,,,,,WEAPON/AR_AKILO47_V7,ui_loot_weapon_ar_akilo47_v7,,,,
7,iw8_ar_akilo47_variant_7,iw8_ar_akilo47,iw8_ar_akilo47_mpv2,rec|7 front|7 back|7 mag|7,brake|8,barlong|1,,gripvertpro|2,reflex4|2,,,stockno|2,,,,,WEAPON/AR_AKILO47_V8,ui_loot_weapon_ar_akilo47_v8,,,,
8,iw8_ar_akilo47_variant_8,iw8_ar_akilo47,iw8_ar_akilo47_mpv2,rec|8 front|8 back|8 mag|8,,barshortnoguard|4,,,reflex3|2,calsmg|4,pistolgrip01|2,stockl|2,,,,,WEAPON/AR_AKILO47_V9,ui_loot_weapon_ar_akilo47_v9,,,,
9,iw8_ar_akilo47_variant_9,iw8_ar_akilo47,,rec|9 front|9 back|9 mag|9,melee|1,,,gl|1,,drums|1,,stockh|2,,,,,WEAPON/AR_AKILO47_V10,ui_loot_weapon_ar_akilo47_v10,,,,
10,iw8_ar_akilo47_variant_10,iw8_ar_akilo47,iw8_ar_akilo47_mpv2,rec|10 front|10 back|10 mag|10,,barcust|3,,ubshtgn|5,hybrid4|1,xmags|3,,stockl|3,,,,,WEAPON/AR_AKILO47_V11,ui_loot_weapon_ar_akilo47_v11,,,,
11,iw8_ar_akilo47_variant_11,iw8_ar_akilo47,iw8_ar_akilo47_mpdmb,rec|11 front|11 back|11 mag|11,comp|13,,,gripvertpro|3,,calsmg|7,pistolgrip01|3,stocks|2,,,,,WEAPON/AR_AKILO47_V12,ui_loot_weapon_ar_akilo47_v12,,,standardDis,
12,iw8_ar_akilo47_variant_12,iw8_ar_akilo47,,rec|12 front|12 back|12 mag|12,,barcust|4,,gl|2,,calsmg|5,,stockl|4,fmj,,,,WEAPON/AR_AKILO47_V13,ui_loot_weapon_ar_akilo47_v13,,,,
13,iw8_ar_akilo47_variant_13,iw8_ar_akilo47,iw8_ar_akilo47_mpv2,rec|13 front|13 back|13 mag|13,comp|9,barshortnoguard|5,laserrange|7,,,calsmg|6,,stockno|3,,,,,WEAPON/AR_AKILO47_V14,ui_loot_weapon_ar_akilo47_v14,,,,
14,iw8_ar_akilo47_variant_14,iw8_ar_akilo47,,rec|14 front|14 back|14 mag|14,silencer3|2,barlong|3,,gripvertpro|4,acog2|6,,,stockh|4,,,,,WEAPON/AR_AKILO47_V15,ui_loot_weapon_ar_akilo47_v15,,,,
15,iw8_ar_akilo47_variant_15,iw8_ar_akilo47,,rec|15 front|15 back|15 mag|15,comp|1,,,gripang|1,,drums|3,,stocks|3,,,,,WEAPON/AR_AKILO47_V16,ui_loot_weapon_ar_akilo47_v16,,,,
16,iw8_ar_akilo47_variant_16,iw8_ar_akilo47,iw8_ar_akilo47_mpv3a,rec|0  front|0 back|0 mag|0,brake|12,,laserbalanced|13,,reflex3|10,,pistolgrip02|1,,,,,,WEAPON/AR_AKILO47_V17,ui_loot_weapon_ar_akilo47_v17,,,,
17,iw8_ar_akilo47_variant_17,iw8_ar_akilo47,iw8_ar_akilo47_mpv3a,rec|1 front|1 back|1 mag|1,,barcust|5,,,holo|2,xmags|4,,stocks|4,,,,,WEAPON/AR_AKILO47_V18,ui_loot_weapon_ar_akilo47_v18,,,,
18,iw8_ar_akilo47_variant_18,iw8_ar_akilo47,iw8_ar_akilo47_mpv3a,rec|2 front|2 back|2 mag|2,,barshortnoguard|6,,,,calsmg|8,,stockl|5,fastreload,,,,WEAPON/AR_AKILO47_V19,ui_loot_weapon_ar_akilo47_v19,,,,
19,iw8_ar_akilo47_variant_19,iw8_ar_akilo47,iw8_ar_akilo47_mpv2a,rec|3 front|3 back|3 mag|3,,barshortnoguard|7,,,reflexmini|11,calsmg|9,,stockl|6,fastreload,,,,WEAPON/AR_AKILO47_V20,ui_loot_weapon_ar_akilo47_v20,,,,
20,iw8_ar_akilo47_variant_20,iw8_ar_akilo47,iw8_ar_akilo47_mpdmb2,rec|4 front|4 back|4 mag|4,,barcustnoguard|2,,,reflex4|3,xmags|5,pistolgrip02|2,,fastreload,,,,WEAPON/AR_AKILO47_V21,ui_loot_weapon_ar_akilo47_v21,,tesla,,
21,iw8_ar_akilo47_variant_21,iw8_ar_akilo47,iw8_ar_akilo47_mpv3a,rec|5 front|5 back|5 mag|5,,barcustnoguard|3,laserbalanced|12,,,drums|4,pistolgrip03|1,stockl|7,,,,,WEAPON/AR_AKILO47_V22,ui_loot_weapon_ar_akilo47_v22,,,,
22,iw8_ar_akilo47_variant_22,iw8_ar_akilo47,iw8_ar_akilo47_mpv3a,rec|6 front|6 back|6 mag|6,silencer2|1,barshortnoguard|8,,,,calsmg|10,,stocks|5,,,,,WEAPON/AR_AKILO47_V23,ui_loot_weapon_ar_akilo47_v23,,,,
23,iw8_ar_akilo47_variant_23,iw8_ar_akilo47,iw8_ar_akilo47_mpv2a,rec|7 front|7 back|7 mag|7,brake|2,,,,reflexmini|14,calsmg|11,,stockl|8,,,,,WEAPON/AR_AKILO47_V24,ui_loot_weapon_ar_akilo47_v24,,,,
24,iw8_ar_akilo47_variant_24,iw8_ar_akilo47,iw8_ar_akilo47_mpv3a,rec|8 front|8 back|8 mag|8,silencer|2,barshortnoguard|9,laserbalanced|1,,,calsmg|12,,stockl|9,,,,,WEAPON/AR_AKILO47_V25,ui_loot_weapon_ar_akilo47_v25,,,,
25,iw8_ar_akilo47_variant_25,iw8_ar_akilo47,iw8_ar_akilo47_mpa,rec|9 front|9 mag|9 back|9,silencer3|4,barshortnoguard|10,,,,calsmg|13,pistolgrip02|3,stockno|4,,,,,WEAPON/AR_AKILO47_V26,ui_loot_weapon_ar_akilo47_v26,,,,
26,iw8_ar_akilo47_variant_26,iw8_ar_akilo47,iw8_ar_akilo47_mpa,rec|10 front|10 back|10 mag|10,melee|2,barcustnoguard|4,,,,drums|5,,stockl|10,gunperk_fastmelee,,,,WEAPON/AR_AKILO47_V27,ui_loot_weapon_ar_akilo47_v27,,,,
27,iw8_ar_akilo47_variant_27,iw8_ar_akilo47,iw8_ar_akilo47_mpa,rec|11 front|11 back|11 mag|11,flashhider|1,barcustnoguard|5,,,,xmags|6,pistolgrip02|4,,maxammo,,,,WEAPON/AR_AKILO47_V28,ui_loot_weapon_ar_akilo47_v28,,,,
