0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1033014,,,1,2033000,,,1,2033001|2033002|2033003|2033004|2033005|2033006|2033007|2033008|2033009,3026,ch_gs_sn_crossbow_camo_01b,1,,,,,,,,,,,,,
2,1033133,,,1,,,,,,,,,,,,,,,,,,,,,
3,1033006,,,1,,,,,,,,,,,,,,,,,,,,,
4,1033015,,,1,,,,,,,,,,,,,,,,,,,,,
5,1033072,,,1,2033010,,,1,2033011|2033012|2033013|2033014|2033015|2033016|2033017|2033018|2033019,3027,ch_gs_sn_crossbow_camo_02b,1,,,,,,,,,,,,,
6,1033000,,,2,7033000,,,2,,,,,,,,,,,,,,,,,
7,1033107,,,2,,,,,,,,,,,,,,,,,,,,,
8,1033017,,,2,,,,,,,,,,,,,,,,,,,,,
9,1033191,,,2,,,,,,,,,,,,,,,,,,,,,
10,1033038,,,2,2033020,,,2,2033021|2033022|2033023|2033024|2033025|2033026|2033027|2033028|2033029,3028,ch_gs_sn_crossbow_camo_03b,2,,,,,,,,,,,,,
11,1033059,,,3,,,,,,,,,,,,,,,,,,,,,
12,1033004,,,3,,,,,,,,,,,,,,,,,,,,,
13,1033186,,,3,,,,,,,,,,,,,,,,,,,,,
14,1033141,,,3,,,,,,,,,,,,,,,,,,,,,
15,1033095,,,3,2033030,,,3,2033031|2033032|2033033|2033034|2033035|2033036|2033037|2033038|2033039,3029,ch_gs_sn_crossbow_camo_04b,3,,,,,,,,,,,,,
16,1033110,,,4,,,,,,,,,,,,,,,,,,,,,
17,1033192,,,4,,,,,,,,,,,,,,,,,,,,,
18,1033019,,,4,,,,,,,,,,,,,,,,,,,,,
19,1033073,,,4,7033001,,,4,,,,,,,,,,,,,,,,,
20,1033002,,,4,2033040,,,4,2033041|2033042|2033043|2033044|2033045|2033046|2033047|2033048|2033049,3030,ch_gs_sn_crossbow_camo_05b,4,,,,,,,,,,,,,
21,1033058,,,5,,,,,,,,,,,,,,,,,,,,,
22,1033056,,,5,,,,,,,,,,,,,,,,,,,,,
23,1033170,,,5,,,,,,,,,,,,,,,,,,,,,
24,1033037,,,5,2033050,,,5,2033051|2033052|2033053|2033054|2033055|2033056|2033057|2033058|2033059,3031,ch_gs_sn_crossbow_camo_06b,5,,,,,,,,,,,,,
25,1033187,,,5,,,,,,,,,,,,,,,,,,,,,
26,1033012,,,6,,,,,,,,,,,,,,,,,,,,,
27,1033134,,,6,,,,,,,,,,,,,,,,,,,,,
28,1033193,,,6,2033060,,,6,2033061|2033062|2033063|2033064|2033065|2033066|2033067|2033068|2033069,3032,ch_gs_sn_crossbow_camo_07b,6,,,,,,,,,,,,,
29,1033008,,,6,7033002,,,6,,,,,,,,,,,,,,,,,
30,1033128,,,6,,,,,,,,,,,,,,,,,,,,,
31,1033169,,,7,,,,,,,,,,,,,,,,,,,,,
32,1033108,,,7,,,,,,,,,,,,,,,,,,,,,
33,1033013,,,7,2033070,,,7,2033071|2033072|2033073|2033074|2033075|2033076|2033077|2033078|2033079,3033,ch_gs_sn_crossbow_camo_08b,7,,,,,,,,,,,,,
34,1033119,,,7,,,,,,,,,,,,,,,,,,,,,
35,1033040,,,7,,,,,,,,,,,,,,,,,,,,,
36,1033010,,,8,,,,,,,,,,,,,,,,,,,,,
37,1033060,,,8,2033080,,,8,2033081|2033082|2033083|2033084|2033085|2033086|2033087|2033088|2033089,3034,ch_gs_sn_crossbow_camo_09b,8,,,,,,,,,,,,,
38,1033020,,,8,,,,,,,,,,,,,,,,,,,,,
39,1033071,,,8,,,,,,,,,,,,,,,,,,,,,
40,1033135,,,8,7033003,,,8,,,,,,,,,,,,,,,,,
41,1033139,,,9,,,,,,,,,,,,,,,,,,,,,
42,1033033,,,9,2033090,,,9,2033091|2033092|2033093|2033094|2033095|2033096|2033097|2033098|2033099,3035,ch_gs_sn_crossbow_camo_10b,9,2033100,3036,iw8_sn_crossbow_gold_camo,9,2033101,3037,iw8_sn_crossbow_diamond_camo,9,2033102,3038,iw8_sn_crossbow_black_camo,9,
-1,2033118,9048,ch_gs_sn_crossbow_camo_11d,9,,,,,,,,,,,,,,,,,,,,,
