0,iw8_ar_tango21_variant_0,iw8_ar_tango21,,,,,,,,,,,,,,,WEAPON/AR_TANGO21,ui_loot_weapon_ar_tango21,,,
1,iw8_ar_tango21_variant_1,iw8_ar_tango21,iw8_ar_tango21_mpv2,rec|1 back|1 mag|1,,barlong|1,,,,,,stockh|2,ammomod_wound,,,,WEAPON/AR_TANGO21_V2,ui_loot_weapon_ar_tango21_v2,,,
2,iw8_ar_tango21_variant_2,iw8_ar_tango21,,rec|2 mag|2,,barshort|1,,,acog3|1,,,stockl|1,ammomod_slow,,,,WEAPON/AR_TANGO21_V3,ui_loot_weapon_ar_tango21_v3,,,
3,iw8_ar_tango21_variant_3,iw8_ar_tango21,,rec|3 mag|3,silencer2|6,barlong|2,,gripcust|9,acog|8,,,stockh|1,,,,,WEAPON/AR_TANGO21_V4,ui_loot_weapon_ar_tango21_v4,,,
4,iw8_ar_tango21_variant_4,iw8_ar_tango21,iw8_ar_tango21_mpv2,rec|4 mag|4,,barmid|2,laserbalanced|5,,holo|8,,,stocks|1,fastreload,,,,WEAPON/AR_TANGO21_V5,ui_loot_weapon_ar_tango21_v5,,,
5,iw8_ar_tango21_variant_5,iw8_ar_tango21,,rec|5 mag|5,silencer|4,barmid|3,,gripangpro|15,,,,stocks|2,,,,,WEAPON/AR_TANGO21_V6,ui_loot_weapon_ar_tango21_v6,,,
6,iw8_ar_tango21_variant_6,iw8_ar_tango21,,rec|6 back|6 mag|6,silencer3|11,barmid|4,,gl|1,holo3|15,,pistolgrip02|1,,,,,,WEAPON/AR_TANGO21_V7,ui_loot_weapon_ar_tango21_v7,,,
7,iw8_ar_tango21_variant_7,iw8_ar_tango21,iw8_ar_tango21_mpmtx,rec|7,,barshort|2,laserrange|9,,,xmags|1,pistolgrip03|1,stocks|3,,,,,WEAPON/AR_TANGO21_V8,ui_loot_weapon_ar_tango21_v8,,green,
8,iw8_ar_tango21_variant_8,iw8_ar_tango21,,rec|8 back|8 mag|8,brake|3,barlong|3,,gripang|2,scope|1,,,stocks|4,,,,,WEAPON/AR_TANGO21_V9,ui_loot_weapon_ar_tango21_v9,,,
9,iw8_ar_tango21_variant_9,iw8_ar_tango21,iw8_ar_tango21_mpv2,rec|9 front|9 back|9 mag|9,comp|5,,laserbalanced|13,,holo3|8,,pistolgrip02|2,,,,,,WEAPON/AR_TANGO21_V10,ui_loot_weapon_ar_tango21_v10,,,
10,iw8_ar_tango21_variant_10,iw8_ar_tango21,iw8_ar_tango21_mpv2,rec|10 front|10 back|10 mag|10,,barlong|4,,ubshtgn|1,acog3|2,,,,,,,,WEAPON/AR_TANGO21_V11,ui_loot_weapon_ar_tango21_v11,,,
11,iw8_ar_tango21_variant_11,iw8_ar_tango21,,rec|11 front|11 back|11 mag|11,brake|5,barshort|3,,,,xmags|2,,,,,,,WEAPON/AR_TANGO21_V12,ui_loot_weapon_ar_tango21_v12,,,
12,iw8_ar_tango21_variant_12,iw8_ar_tango21,iw8_ar_tango21_mpv2,rec|12 front|12 back|12 mag|12,comp|2,,,gripang|6,,,pistolgrip02|3,,maxammo,,,,WEAPON/AR_TANGO21_V13,ui_loot_weapon_ar_tango21_v13,,,
13,iw8_ar_tango21_variant_13,iw8_ar_tango21,,rec|13 mag|13,,barmid|5,,gripvert|14,reflexmini3|13,xmags|3,,stocks|5,,,,,WEAPON/AR_TANGO21_V14,ui_loot_weapon_ar_tango21_v14,,,
14,iw8_ar_tango21_variant_14,iw8_ar_tango21,iw8_ar_tango21_mpv2,rec|14 back|14 mag|14,silencer3|4,barlong|5,,gripang|1,,,,,,,,,WEAPON/AR_TANGO21_V15,ui_loot_weapon_ar_tango21_v15,,,
15,iw8_ar_tango21_variant_15,iw8_ar_tango21,iw8_ar_tango21_mpmtx3,rec|15 mag|15,,barlong|6,,gripang|3,reflexmini3|15,,pistolgrip02|4,stocks|6,,,,,WEAPON/AR_TANGO21_V16,ui_loot_weapon_ar_tango21_v16,,crimsonRonin,
16,iw8_ar_tango21_variant_16,iw8_ar_tango21,iw8_ar_tango21_mpa,rec|0 front|0 back|0 mag|0,,barlong|7,laserbalanced|1,gripang|4,reflexmini|5,,,stocks|7,,,,,WEAPON/AR_TANGO21_V17,ui_loot_weapon_ar_tango21_v17,,,
17,iw8_ar_tango21_variant_17,iw8_ar_tango21,iw8_ar_tango21_mpmtx2,rec|1 front|1 back|1 mag|1,silencer3|14,barmid|6,,gripcust|15,,xmags|4,pistolgrip02|5,,,,,,WEAPON/AR_TANGO21_V18,ui_loot_weapon_ar_tango21_v18,,cherryBlossom,
18,iw8_ar_tango21_variant_18,iw8_ar_tango21,iw8_ar_tango21_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,WEAPON/AR_TANGO21_V19,ui_loot_weapon_ar_tango21_v19,,,
19,iw8_ar_tango21_variant_19,iw8_ar_tango21,iw8_ar_tango21_mpa,rec|0 front|0 back|0 mag|0,,,,,,,,,,,,,WEAPON/AR_TANGO21_V20,ui_loot_weapon_ar_tango21_v20,,,
