0,,,,,,,,,,,,,
1,12070098,,,1,3070000,,,1,3070001,,,1,
2,12070100,,,1,,,,,,,,,
3,12070101,,,1,,,,,,,,,
4,12070107,,,1,,,,,,,,,
5,12070099,,,1,,,,,,,,,
6,12070105,,,2,,,,,,,,,
7,12070065,,,2,,,,,,,,,
8,12070060,,,2,,,,,,,,,
9,12070062,,,2,3070010,,,2,3070011,,,2,
10,12070063,,,2,,,,,,,,,
11,12070090,,,3,,,,,,,,,
12,12070061,,,3,,,,,,,,,
13,12070081,,,3,,,,,,,,,
14,12070075,,,3,,,,,,,,,
15,12070080,,,3,,,,,,,,,
16,12070083,,,4,3070020,,,4,3070021,,,4,
17,12070108,,,4,,,,,,,,,
18,12070082,,,4,,,,,,,,,
19,12070029,,,4,,,,,,,,,
20,12070028,,,4,,,,,,,,,
21,12070030,,,5,,,,,,,,,
22,12070031,,,5,,,,,,,,,
23,12070032,,,5,,,,,,,,,
24,12070109,,,5,3070030,,,5,3070031,,,5,
25,12070072,,,5,,,,,,,,,
26,12070078,,,6,,,,,,,,,
27,12070074,,,6,,,,,,,,,
28,12070076,,,6,,,,,,,,,
29,12070079,,,6,,,,,,,,,
30,12070073,,,6,,,,,,,,,
31,12070034,,,7,,,,,,,,,
32,12070067,,,7,3070040,,,7,3070041,,,7,
33,12070069,,,7,,,,,,,,,
34,12070070,,,7,,,,,,,,,
35,12070068,,,7,,,,,,,,,
36,12070071,,,8,,,,,,,,,
37,12070041,,,8,,,,,,,,,
38,12070045,,,8,,,,,,,,,
39,12070039,,,8,,,,,,,,,
40,12070040,,,8,3070050,,,8,3070051,,,8,
41,12070042,,,9,,,,,,,,,
42,12070043,,,9,,,,,,,,,
43,12070012,,,9,,,,,,,,,
44,12070005,,,9,,,,,,,,,
45,12070027,,,9,,,,,,,,,
46,12070011,,,10,,,,,,,,,
47,12070018,,,10,,,,,,,,,
48,12070015,,,10,,,,,,,,,
-1,3070060,,,10,,,,,,,,,
