0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1022124,,,1,2022000,,,1,2022001|2022002|2022003|2022004|2022005|2022006|2022007|2022008|2022009,753,ch_gs_ar_scharlie_camo_01b,1,,,,,,,,,,,,,
2,1022004,,,1,,,,,,,,,,,,,,,,,,,,,
3,1022119,,,1,,,,,,,,,,,,,,,,,,,,,
4,1022015,,,1,,,,,,,,,,,,,,,,,,,,,
5,1022110,,,1,,,,,,,,,,,,,,,,,,,,,
6,1022012,,,2,,,,,,,,,,,,,,,,,,,,,
7,1022034,,,2,,,,,,,,,,,,,,,,,,,,,
8,1022053,,,2,7022000,,,2,,,,,,,,,,,,,,,,,
9,1022084,,,2,2022010,,,2,2022011|2022012|2022013|2022014|2022015|2022016|2022017|2022018|2022019,754,ch_gs_ar_scharlie_camo_02b,2,,,,,,,,,,,,,
10,1022038,,,2,,,,,,,,,,,,,,,,,,,,,
11,1022149,,,3,,,,,,,,,,,,,,,,,,,,,
12,1022023,,,3,,,,,,,,,,,,,,,,,,,,,
13,1022050,,,3,,,,,,,,,,,,,,,,,,,,,
14,1022017,,,3,,,,,,,,,,,,,,,,,,,,,
15,1022035,,,3,,,,,,,,,,,,,,,,,,,,,
16,1022047,,,4,2022020,,,4,2022021|2022022|2022023|2022024|2022025|2022026|2022027|2022028|2022029,755,ch_gs_ar_scharlie_camo_03b,4,,,,,,,,,,,,,
17,1022000,,,4,,,,,,,,,,,,,,,,,,,,,
18,1022059,,,4,,,,,,,,,,,,,,,,,,,,,
19,1022006,,,4,,,,,,,,,,,,,,,,,,,,,
20,1022141,,,4,,,,,,,,,,,,,,,,,,,,,
21,1022037,,,5,,,,,,,,,,,,,,,,,,,,,
22,1022002,,,5,,,,,,,,,,,,,,,,,,,,,
23,1022148,,,5,2022030,,,5,2022031|2022032|2022033|2022034|2022035|2022036|2022037|2022038|2022039,756,ch_gs_ar_scharlie_camo_04b,5,,,,,,,,,,,,,
24,1022044,,,5,,,,,,,,,,,,,,,,,,,,,
25,1022027,,,5,,,,,,,,,,,,,,,,,,,,,
26,1022107,,,6,7022001,,,6,,,,,,,,,,,,,,,,,
27,1022072,,,6,,,,,,,,,,,,,,,,,,,,,
28,1022013,,,6,,,,,,,,,,,,,,,,,,,,,
29,1022058,,,6,,,,,,,,,,,,,,,,,,,,,
30,1022176,,,6,,,,,,,,,,,,,,,,,,,,,
31,1022055,,,7,2022040,,,7,2022041|2022042|2022043|2022044|2022045|2022046|2022047|2022048|2022049,757,ch_gs_ar_scharlie_camo_05b,7,,,,,,,,,,,,,
32,1022083,,,7,,,,,,,,,,,,,,,,,,,,,
33,1022095,,,7,,,,,,,,,,,,,,,,,,,,,
34,1022135,,,7,,,,,,,,,,,,,,,,,,,,,
35,1022175,,,7,,,,,,,,,,,,,,,,,,,,,
36,1022008,,,8,,,,,,,,,,,,,,,,,,,,,
37,1022071,,,8,,,,,,,,,,,,,,,,,,,,,
38,1022039,,,8,2022050,,,8,2022051|2022052|2022053|2022054|2022055|2022056|2022057|2022058|2022059,758,ch_gs_ar_scharlie_camo_06b,8,,,,,,,,,,,,,
39,1022170,,,8,,,,,,,,,,,,,,,,,,,,,
40,1022128,,,8,,,,,,,,,,,,,,,,,,,,,
41,1022085,,,9,,,,,,,,,,,,,,,,,,,,,
42,1022060,,,9,,,,,,,,,,,,,,,,,,,,,
43,1022045,,,9,,,,,,,,,,,,,,,,,,,,,
44,1022169,,,9,7022002,,,9,,,,,,,,,,,,,,,,,
45,1022158,,,9,2022060,,,9,2022061|2022062|2022063|2022064|2022065|2022066|2022067|2022068|2022069,759,ch_gs_ar_scharlie_camo_07b,9,,,,,,,,,,,,,
46,1022019,,,10,,,,,,,,,,,,,,,,,,,,,
47,1022133,,,10,,,,,,,,,,,,,,,,,,,,,
48,1022010,,,10,,,,,,,,,,,,,,,,,,,,,
49,1022036,,,10,,,,,,,,,,,,,,,,,,,,,
50,1022040,,,10,,,,,,,,,,,,,,,,,,,,,
51,1022014,,,11,2022070,,,11,2022071|2022072|2022073|2022074|2022075|2022076|2022077|2022078|2022079,760,ch_gs_ar_scharlie_camo_08b,11,,,,,,,,,,,,,
52,1022139,,,11,,,,,,,,,,,,,,,,,,,,,
53,1022020,,,11,,,,,,,,,,,,,,,,,,,,,
54,1022063,,,11,,,,,,,,,,,,,,,,,,,,,
55,1022025,,,11,,,,,,,,,,,,,,,,,,,,,
56,1022178,,,12,,,,,,,,,,,,,,,,,,,,,
57,1022073,,,12,,,,,,,,,,,,,,,,,,,,,
58,1022056,,,12,2022080,,,12,2022081|2022082|2022083|2022084|2022085|2022086|2022087|2022088|2022089,761,ch_gs_ar_scharlie_camo_09b,12,,,,,,,,,,,,,
59,1022033,,,12,,,,,,,,,,,,,,,,,,,,,
60,1022049,,,12,,,,,,,,,,,,,,,,,,,,,
61,1022145,,,13,,,,,,,,,,,,,,,,,,,,,
62,1022146,,,13,7022003,,,13,,,,,,,,,,,,,,,,,
63,1022029,,,13,,,,,,,,,,,,,,,,,,,,,
64,1022150,,,13,2022090,,,13,2022091|2022092|2022093|2022094|2022095|2022096|2022097|2022098|2022099,762,ch_gs_ar_scharlie_camo_10b,13,2022100,1644,iw8_ar_scharlie_gold_camo,13,2022101,1682,iw8_ar_scharlie_diamond_camo,13,2022102,1720,iw8_ar_scharlie_black_camo,13,
-1,2022118,9014,ch_gs_ar_scharlie_camo_11d,13,,,,,,,,,,,,,,,,,,,,,
