0,,,,,,,,,,,,,,,,,,,,,,,,,
1,12063041,,,1,3063000,,,1,3063001,,,1,,,,,,,,,,,,,
2,12063045,,,1,,,,,,,,,,,,,,,,,,,,,
3,12063039,,,1,,,,,,,,,,,,,,,,,,,,,
4,12063040,,,1,,,,,,,,,,,,,,,,,,,,,
5,12063042,,,1,,,,,,,,,,,,,,,,,,,,,
6,12063043,,,2,,,,,,,,,,,,,,,,,,,,,
7,12063081,,,2,,,,,,,,,,,,,,,,,,,,,
8,12063075,,,2,,,,,,,,,,,,,,,,,,,,,
9,12063080,,,2,3063010,,,2,3063011,,,2,,,,,,,,,,,,,
10,12063083,,,2,,,,,,,,,,,,,,,,,,,,,
11,12063108,,,3,,,,,,,,,,,,,,,,,,,,,
12,12063082,,,3,,,,,,,,,,,,,,,,,,,,,
13,12063098,,,3,,,,,,,,,,,,,,,,,,,,,
14,12063100,,,3,,,,,,,,,,,,,,,,,,,,,
15,12063101,,,3,,,,,,,,,,,,,,,,,,,,,
16,12063107,,,4,3063020,,,4,3063021,,,4,,,,,,,,,,,,,
17,12063099,,,4,,,,,,,,,,,,,,,,,,,,,
18,12063105,,,4,,,,,,,,,,,,,,,,,,,,,
19,12063072,,,4,,,,,,,,,,,,,,,,,,,,,
20,12063078,,,4,,,,,,,,,,,,,,,,,,,,,
21,12063074,,,5,,,,,,,,,,,,,,,,,,,,,
22,12063076,,,5,,,,,,,,,,,,,,,,,,,,,
23,12063079,,,5,,,,,,,,,,,,,,,,,,,,,
24,12063073,,,5,3063030,,,5,3063031,,,5,,,,,,,,,,,,,
25,12063065,,,5,,,,,,,,,,,,,,,,,,,,,
26,12063060,,,6,,,,,,,,,,,,,,,,,,,,,
27,12063062,,,6,3063040,,,6,3063041,,,6,,,,,,,,,,,,,
28,12063063,,,6,,,,,,,,,,,,,,,,,,,,,
29,12063090,,,6,,,,,,,,,,,,,,,,,,,,,
30,12063061,,,6,3063050,,,6,3063051,,,6,,,,,,,,,,,,,
31,12063029,,,7,,,,,,,,,,,,,,,,,,,,,
32,12063028,,,7,3063060,,,7,3063061,,,7,,,,,,,,,,,,,
33,12063030,,,7,,,,,,,,,,,,,,,,,,,,,
34,12063031,,,7,,,,,,,,,,,,,,,,,,,,,
35,12063032,,,7,,,,,,,,,,,,,,,,,,,,,
36,12063109,,,8,,,,,,,,,,,,,,,,,,,,,
37,12063034,,,8,3063070,,,8,3063071,,,8,,,,,,,,,,,,,
38,12063067,,,8,,,,,,,,,,,,,,,,,,,,,
39,12063069,,,8,3063080,,,8,3063081,,,8,,,,,,,,,,,,,
40,12063070,,,8,,,,,,,,,,,,,,,,,,,,,
41,12063068,,,9,,,,,,,,,,,,,,,,,,,,,
42,12063071,,,9,,,,,,,,,,,,,,,,,,,,,
43,12063015,,,9,3063090,,,9,3063091,,,9,3063100,,,9,3063101,,,9,3063102,,,9,
44,12063012,,,9,,,,,,,,,,,,,,,,,,,,,
45,12063005,,,9,,,,,,,,,,,,,,,,,,,,,
46,12063027,,,10,,,,,,,,,,,,,,,,,,,,,
47,12063011,,,10,,,,,,,,,,,,,,,,,,,,,
48,12063018,,,10,,,,,,,,,,,,,,,,,,,,,
-1,3063118,,,10,,,,,,,,,,,,,,,,,,,,,
