0,,0,,,,,0,,,,,
1,0,30000,30000,RANK/MSC_FULL,icon_rank_officer_s05_sm_01,icon_rank_officer_s05_01,,30400,ch_elder_s5_chall_001,icon_ribbon_s05_001,ELDER_PROGRESSION/RIBBON_OF_HONOR_001,
2,30000,60000,30000,RANK/MSC_FULL2,icon_rank_officer_s05_sm_01,icon_rank_officer_s05_01,200005,30401,ch_elder_s5_chall_002,icon_ribbon_s05_002,ELDER_PROGRESSION/RIBBON_OF_HONOR_002,
3,60000,90000,30000,RANK/MSC_FULL3,icon_rank_officer_s05_sm_01,icon_rank_officer_s05_01,,30402,ch_elder_s5_chall_003,icon_ribbon_s05_003,ELDER_PROGRESSION/RIBBON_OF_HONOR_003,
4,90000,120000,30000,RANK/MSC_FULL4,icon_rank_officer_s05_sm_01,icon_rank_officer_s05_01,,30403,ch_elder_s5_chall_004,icon_ribbon_s05_004,ELDER_PROGRESSION/RIBBON_OF_HONOR_004,
5,120000,150000,30000,RANK/MSC_FULL5,icon_rank_officer_s05_sm_01,icon_rank_officer_s05_01,,30404,ch_elder_s5_chall_005,icon_ribbon_s05_005,ELDER_PROGRESSION/RIBBON_OF_HONOR_005,
6,150000,180000,30000,RANK/WOF_FULL,icon_rank_officer_s05_sm_02,icon_rank_officer_s05_02,200005,30405,ch_elder_s5_chall_006,icon_ribbon_s05_006,ELDER_PROGRESSION/RIBBON_OF_HONOR_006,
7,180000,210000,30000,RANK/WOF_FULL2,icon_rank_officer_s05_sm_02,icon_rank_officer_s05_02,,30406,ch_elder_s5_chall_007,icon_ribbon_s05_007,ELDER_PROGRESSION/RIBBON_OF_HONOR_007,
8,210000,240000,30000,RANK/WOF_FULL3,icon_rank_officer_s05_sm_02,icon_rank_officer_s05_02,,30407,ch_elder_s5_chall_008,icon_ribbon_s05_008,ELDER_PROGRESSION/RIBBON_OF_HONOR_008,
9,240000,270000,30000,RANK/WOF_FULL4,icon_rank_officer_s05_sm_02,icon_rank_officer_s05_02,,30408,ch_elder_s5_chall_009,icon_ribbon_s05_009,ELDER_PROGRESSION/RIBBON_OF_HONOR_009,
10,270000,300000,30000,RANK/WOF_FULL5,icon_rank_officer_s05_sm_02,icon_rank_officer_s05_02,,30409,ch_elder_s5_chall_010,icon_ribbon_s05_010,ELDER_PROGRESSION/RIBBON_OF_HONOR_010,
11,300000,330500,30500,RANK/CWO2_FULL,icon_rank_officer_s05_sm_03,icon_rank_officer_s05_03,200005,30410,ch_elder_s5_chall_011,icon_ribbon_s05_011,ELDER_PROGRESSION/RIBBON_OF_HONOR_011,
12,330500,361500,31000,RANK/CWO2_FULL2,icon_rank_officer_s05_sm_03,icon_rank_officer_s05_03,,30411,ch_elder_s5_chall_012,icon_ribbon_s05_012,ELDER_PROGRESSION/RIBBON_OF_HONOR_012,
13,361500,393000,31500,RANK/CWO2_FULL3,icon_rank_officer_s05_sm_03,icon_rank_officer_s05_03,,30412,ch_elder_s5_chall_013,icon_ribbon_s05_013,ELDER_PROGRESSION/RIBBON_OF_HONOR_013,
14,393000,425000,32000,RANK/CWO2_FULL4,icon_rank_officer_s05_sm_03,icon_rank_officer_s05_03,,30413,ch_elder_s5_chall_014,icon_ribbon_s05_014,ELDER_PROGRESSION/RIBBON_OF_HONOR_014,
15,425000,457500,32500,RANK/CWO2_FULL5,icon_rank_officer_s05_sm_03,icon_rank_officer_s05_03,,30414,ch_elder_s5_chall_015,icon_ribbon_s05_015,ELDER_PROGRESSION/RIBBON_OF_HONOR_015,
16,457500,490500,33000,RANK/CWO3_FULL,icon_rank_officer_s05_sm_04,icon_rank_officer_s05_04,200005,30415,ch_elder_s5_chall_016,icon_ribbon_s05_016,ELDER_PROGRESSION/RIBBON_OF_HONOR_016,
17,490500,524000,33500,RANK/CWO3_FULL2,icon_rank_officer_s05_sm_04,icon_rank_officer_s05_04,,30416,ch_elder_s5_chall_017,icon_ribbon_s05_017,ELDER_PROGRESSION/RIBBON_OF_HONOR_017,
18,524000,558000,34000,RANK/CWO3_FULL3,icon_rank_officer_s05_sm_04,icon_rank_officer_s05_04,,30417,ch_elder_s5_chall_018,icon_ribbon_s05_018,ELDER_PROGRESSION/RIBBON_OF_HONOR_018,
19,558000,592500,34500,RANK/CWO3_FULL4,icon_rank_officer_s05_sm_04,icon_rank_officer_s05_04,,30418,ch_elder_s5_chall_019,icon_ribbon_s05_019,ELDER_PROGRESSION/RIBBON_OF_HONOR_019,
20,592500,627500,35000,RANK/CWO3_FULL5,icon_rank_officer_s05_sm_04,icon_rank_officer_s05_04,,30419,ch_elder_s5_chall_020,icon_ribbon_s05_020,ELDER_PROGRESSION/RIBBON_OF_HONOR_020,
21,627500,663100,35600,RANK/CWO4_FULL,icon_rank_officer_s05_sm_05,icon_rank_officer_s05_05,200005,30420,ch_elder_s5_chall_021,icon_ribbon_s05_021,ELDER_PROGRESSION/RIBBON_OF_HONOR_021,
22,663100,699300,36200,RANK/CWO4_FULL2,icon_rank_officer_s05_sm_05,icon_rank_officer_s05_05,,30421,ch_elder_s5_chall_022,icon_ribbon_s05_022,ELDER_PROGRESSION/RIBBON_OF_HONOR_022,
23,699300,736100,36800,RANK/CWO4_FULL3,icon_rank_officer_s05_sm_05,icon_rank_officer_s05_05,,30422,ch_elder_s5_chall_023,icon_ribbon_s05_023,ELDER_PROGRESSION/RIBBON_OF_HONOR_023,
24,736100,773500,37400,RANK/CWO4_FULL4,icon_rank_officer_s05_sm_05,icon_rank_officer_s05_05,,30423,ch_elder_s5_chall_024,icon_ribbon_s05_024,ELDER_PROGRESSION/RIBBON_OF_HONOR_024,
25,773500,811500,38000,RANK/CWO4_FULL5,icon_rank_officer_s05_sm_05,icon_rank_officer_s05_05,,30424,ch_elder_s5_chall_025,icon_ribbon_s05_025,ELDER_PROGRESSION/RIBBON_OF_HONOR_025,
26,811500,850100,38600,RANK/MWO_FULL,icon_rank_officer_s05_sm_06,icon_rank_officer_s05_06,200005,30425,ch_elder_s5_chall_026,icon_ribbon_s05_026,ELDER_PROGRESSION/RIBBON_OF_HONOR_026,
27,850100,889300,39200,RANK/MWO_FULL2,icon_rank_officer_s05_sm_06,icon_rank_officer_s05_06,,30426,ch_elder_s5_chall_027,icon_ribbon_s05_027,ELDER_PROGRESSION/RIBBON_OF_HONOR_027,
28,889300,929100,39800,RANK/MWO_FULL3,icon_rank_officer_s05_sm_06,icon_rank_officer_s05_06,,30427,ch_elder_s5_chall_028,icon_ribbon_s05_028,ELDER_PROGRESSION/RIBBON_OF_HONOR_028,
29,929100,969500,40400,RANK/MWO_FULL4,icon_rank_officer_s05_sm_06,icon_rank_officer_s05_06,,30428,ch_elder_s5_chall_029,icon_ribbon_s05_029,ELDER_PROGRESSION/RIBBON_OF_HONOR_029,
30,969500,1010500,41000,RANK/MWO_FULL5,icon_rank_officer_s05_sm_06,icon_rank_officer_s05_06,,30429,ch_elder_s5_chall_030,icon_ribbon_s05_030,ELDER_PROGRESSION/RIBBON_OF_HONOR_030,
31,1010500,1052200,41700,RANK/ENS_FULL,icon_rank_officer_s05_sm_07,icon_rank_officer_s05_07,200005,30430,ch_elder_s5_chall_031,icon_ribbon_s05_031,ELDER_PROGRESSION/RIBBON_OF_HONOR_031,
32,1052200,1094600,42400,RANK/ENS_FULL2,icon_rank_officer_s05_sm_07,icon_rank_officer_s05_07,,30431,ch_elder_s5_chall_032,icon_ribbon_s05_032,ELDER_PROGRESSION/RIBBON_OF_HONOR_032,
33,1094600,1137700,43100,RANK/ENS_FULL3,icon_rank_officer_s05_sm_07,icon_rank_officer_s05_07,,30432,ch_elder_s5_chall_033,icon_ribbon_s05_033,ELDER_PROGRESSION/RIBBON_OF_HONOR_033,
34,1137700,1181500,43800,RANK/ENS_FULL4,icon_rank_officer_s05_sm_07,icon_rank_officer_s05_07,,30433,ch_elder_s5_chall_034,icon_ribbon_s05_034,ELDER_PROGRESSION/RIBBON_OF_HONOR_034,
35,1181500,1226000,44500,RANK/ENS_FULL5,icon_rank_officer_s05_sm_07,icon_rank_officer_s05_07,,30434,ch_elder_s5_chall_035,icon_ribbon_s05_035,ELDER_PROGRESSION/RIBBON_OF_HONOR_035,
36,1226000,1271200,45200,RANK/2NDLT_FULL,icon_rank_officer_s05_sm_08,icon_rank_officer_s05_08,200005,30435,ch_elder_s5_chall_036,icon_ribbon_s05_036,ELDER_PROGRESSION/RIBBON_OF_HONOR_036,
37,1271200,1317100,45900,RANK/2NDLT_FULL2,icon_rank_officer_s05_sm_08,icon_rank_officer_s05_08,,30436,ch_elder_s5_chall_037,icon_ribbon_s05_037,ELDER_PROGRESSION/RIBBON_OF_HONOR_037,
38,1317100,1363700,46600,RANK/2NDLT_FULL3,icon_rank_officer_s05_sm_08,icon_rank_officer_s05_08,,30437,ch_elder_s5_chall_038,icon_ribbon_s05_038,ELDER_PROGRESSION/RIBBON_OF_HONOR_038,
39,1363700,1411000,47300,RANK/2NDLT_FULL4,icon_rank_officer_s05_sm_08,icon_rank_officer_s05_08,,30438,ch_elder_s5_chall_039,icon_ribbon_s05_039,ELDER_PROGRESSION/RIBBON_OF_HONOR_039,
40,1411000,1459000,48000,RANK/2NDLT_FULL5,icon_rank_officer_s05_sm_08,icon_rank_officer_s05_08,,30439,ch_elder_s5_chall_040,icon_ribbon_s05_040,ELDER_PROGRESSION/RIBBON_OF_HONOR_040,
