allow_server_pause,1,,g,b,1,,,,,,,,,,,,,,,
ui_session_state,1,,c,s,none,,,,,,,,,,,,,,,
ui_prematch_period,1,,g,i,0,0,1,,,,,,,,,,,,,
ui_match_start_text,1,,g,s,none,,,,,,,,,,,,,,,
ui_match_start_countdown,1,,c,i,0,-1,80,,,,,,,,,,,,,
ui_round_end_title,1,,c,i,0,0,20,,,,,,,,,,,,,
ui_round_end_reason,1,,c,i,0,0,59,,,,,,,,,,,,,
cam_scene_name,1,,c,s,unknown,,,,,,,,,,,,,,,
cam_scene_lead,,,c,i,-1,-1,2046,,,,,,#lead actor id (entity) for the scene specified in 'cam_scene_name',,,,,,,
cam_scene_support,,,c,i,-1,-1,2046,,,,,,#supporting actor id (entity) for the scene specified in 'cam_scene_name',,,,,,,
ui_options_menu,1,,c,i,0,-1,3,,,,,,,,,,,,,
ui_scoreboard_freeze,,,c,b,1,0,1,,,,,,#If true prevents scoreboard from updating.  Use during round transition.,,,,,,,
ui_power_disabled,1,0,c,b,0,0,1,,,,,,,,,,,,,
ui_power_secondary_disabled,1,0,c,b,0,0,1,,,,,,,,,,,,,
ui_power_state,1,1,c,i,0,0,4,,,,,,#State of the power. 0 = ready, 1 = on cooldown, 2 = draining,,,,,
ui_power_secondary_state,1,1,c,i,0,0,4,,,,,,#State of the power. 0 = ready, 1 = on cooldown, 2 = draining,,,,,
ui_using_killstreak_remote,1,1,c,b,0,,,,,,,,,,,,,,,
lb_gsc_controlled,1,0,c,b,0,0,1,,,,,,#whether gsc is controlling the lightbar. If false, the lightbar will reset to its default color,,,,,,
lb_color,1,0,c,i,0,0,100,,,,,,#index into color table defined in PS4LightbarManager.lua,,,,,,,
lb_pulse_time,1,0,c,f,0,0,5,,,,,,#seconds between pulses. 0 = no flashing,,,,,,,
ui_always_show_nameplates,1,,g,b,0,,,,,,,,# If set to true we always show all the nameplates that are within line of sight,,,,,,,
ui_hide_nameplates_for_zero_health,1,,g,b,1,,,,,,,,# If set to true we hide the nameplates for players with zero health,,,,,,,
ui_predator_missile,1,1,c,i,0,0,3,,,,,,,,,,,,,
ui_predator_missiles_left,1,,c,i,-1,-1,16,,,,,,,,,,,,,
ui_last_shots_clip_size,1,,c,i,-1,-1,254,,,,,,,,,,,,,
ui_location_selection_countdown,1,1,c,t,0,,,,,,,,,,,,,,,
ui_killstreak_countdown,1,1,c,t,0,,,,,,,,#Value used for the countdown timer display within killstreak HUDs,,,,,,,
ui_killstreak_health,1,1,c,f,0,0,1,,,,,,#Value used for the health display within killstreak HUDS,,,,,,,
ui_killstreak_flares,1,1,c,i,0,0,2,,,,,,#Value used for the number of available flares,,,,,,,
ui_killstreak_controls,1,1,c,i,0,0,12,,,,,,# ( 0 ) Off,  ( 1-5 ) Juggernaut,  ( 6 ) Chopper Gunner, ( 7-8 ) Cruise Missile, ( 9 ) Gunship, ( 10 ) Shield Turret, ( 11-12 ) Wheelson,
ui_killstreak_weapon,1,1,c,i,0,0,3,,,,,,#Value used to know the current weapon for the killstreak,,,,,,,
ui_killstreak_weapon_1_ammo,1,1,c,i,0,0,500,,,,,,#Value used to show the ammo for the killstreak's first weapon,,,,,,,
ui_killstreak_weapon_2_ammo,1,1,c,i,0,0,500,,,,,,#Value used to show the ammo for the killstreak's second weapon,,,,,,,
ui_killstreak_weapon_3_ammo,1,1,c,i,0,0,500,,,,,,#Value used to show the ammo for the killstreak's third weapon,,,,,,,
ui_killsreak_weapon_1_reloadtime,1,1,c,t,0,,,,,,,,#Value used to show the reload progress for the killstreak's first weapon,,,,,,,
ui_killsreak_weapon_2_reloadtime,1,1,c,t,0,,,,,,,,#Value used to show the reload progress for the killstreak's second weapon,,,,,,,
ui_killsreak_weapon_3_reloadtime,1,1,c,t,0,,,,,,,,#Value used to show the reload progress for the killstreak's third weapon,,,,,,,
ui_killstreak_thermal_mode,1,1,c,i,-1,-1,5,,,,,,#Value used to show which Thermal mode the killstreak is in,,,,,,,
ui_spotter_scope_danger,1,1,c,i,0,0,1,,,,,,1,,,,,,,
ui_match_in_progress,1,,c,b,0,0,1,,,,,,# if set to true, match is in progress,,,,,,
ui_veh_vehicle,1,1,c,i,-1,-1,32,,,,,,#ID of the clients current vehicle.,,,,,,,
ui_veh_current_seat,1,1,c,i,-1,-1,16,,,,,,#ID for the client's current seat in a vehicle.,,,,,,,
ui_veh_next_seat,1,0,c,i,-1,-1,16,,,,,,#ID for the client's next seat in a vehicle (if they switch).,,,,,,,
ui_veh_occupant_0,1,0,c,i,-1,-1,199,,,,,,#Entity Number of the client at index 0.,,,,,,,
ui_veh_occupant_1,1,0,c,i,-1,-1,199,,,,,,#Entity Number of the client at index 1.,,,,,,,
ui_veh_occupant_2,1,0,c,i,-1,-1,199,,,,,,#Entity Number of the client at index 2.,,,,,,,
ui_veh_occupant_3,1,0,c,i,-1,-1,199,,,,,,#Entity Number of the client at index 3.,,,,,,,
ui_veh_occupant_4,1,0,c,i,-1,-1,199,,,,,,#Entity Number of the client at index 4.,,,,,,,
ui_veh_occupant_5,1,0,c,i,-1,-1,199,,,,,,#Entity Number of the client at index 5.,,,,,,,
ui_veh_occupant_6,1,0,c,i,-1,-1,199,,,,,,#Entity Number of the client at index 6.,,,,,,,
ui_veh_health_percent,1,0,c,i,0,0,100,1,,,,,#Vehicle health expressed as a percentage.,,,,,,,
ui_veh_exit_button_holdtime,1,0,c,f,0,0,100,1,,,,,#Time since the player started to press exit vehicle button.,,,,,,,
ui_veh_show_health,1,0,c,i,0,0,1,,,,,,#Whether to show vehicle health.,,,,,,,
ui_veh_time_percent,1,0,c,i,0,0,100,1,,,,,#Vehicle remaining time expressed as a percentage.,,,,,,,
ui_veh_show_time,1,0,c,i,0,0,1,,,,,,#Whether to show vehicle remaining time.,,,,,,,
ui_veh_ammo_0,1,0,c,i,-1,-2,20,,,,,,#Ammo for a script managed vehicle weapon.,,,,,,,
ui_veh_ammo_1,1,0,c,i,-1,-2,20,,,,,,#Ammo for a second script managed vehicle weapon.,,,,,,,
ui_veh_ammo_2,1,0,c,i,-1,-2,20,,,,,,#Ammo for a third script managed vehicle weapon.,,,,,,,
ui_veh_warning,1,0,c,a,0,0,8,,,,,,#A bitfield where each bit represents a warning to display.,,,,,,,
ui_veh_degrees_0,1,0,c,d,0,0,360,1,,,,,#Rotation value expressed in degrees. Used for turret/chassis rotations.,,,,,,,
ui_veh_degrees_1,1,0,c,d,0,0,360,1,,,,,#Another rotation value expressed in degrees. Used for turret/chassis rotations.,,,,,,,
ui_veh_controls,1,0,c,i,0,0,2,,,,,,#Whether to show the vehicle's controls.,,,,,,,
match_has_more_than_1_player,1,,c,b,0,0,1,,,,,,# if set to true, match is has more than 1 player,,,,,,
ui_show_spectateHud,1,,c,i,-1,-1,199,,,,,1,# if set to -1 disabled,if set to a number show for that client,,,,,,
infil_intro_tr00,0,0,g,b,1,0,1,,,,,,,,,,,,,
infil_intro_tr01,0,0,g,b,1,0,1,,,,,,,,,,,,,
infil_intro_tr02,0,0,g,b,1,0,1,,,,,,,,,,,,,
infil_intro_tr03,0,0,g,b,1,0,1,,,,,,,,,,,,,
infil_intro_tr04,0,0,g,b,1,0,1,,,,,,,,,,,,,
infil_intro_tr05,0,0,g,b,1,0,1,,,,,,,,,,,,,
infil_gameplay_tr00,0,0,g,b,0,0,1,,,,,,,,,,,,,
infil_gameplay_tr01,0,0,g,b,0,0,1,,,,,,,,,,,,,
infil_gameplay_tr02,0,0,g,b,0,0,1,,,,,,,,,,,,,
infil_gameplay_tr03,0,0,g,b,0,0,1,,,,,,,,,,,,,
infil_gameplay_tr04,0,0,g,b,0,0,1,,,,,,,,,,,,,
infil_gameplay_tr05,0,0,g,b,0,0,1,,,,,,,,,,,,,
requires_scriptmover_ladder_checks,0,0,g,b,0,0,1,,,,,,,,,,,,,
ui_clear_target_markers,1,,c,t,0,,,,,,,,,,,,,,,
player_respawning,1,,c,b,0,0,1,,,,,,#set to true during the respawn process of a player,,,,,,,
