post_game_state,1,,c,i,0,0,14,,,,,,,
ui_securing,1,1,c,i,0,0,30,,,,,,,
ui_securing_progress,1,1,c,f,0,0,1,1,,,,,,
ui_hud_shake,1,,c,b,0,,,,,,,,,
physics_gravity_x,0,0,g,f,0,-3870,3870,,,,,,#this is set by code,
physics_gravity_y,0,0,g,f,0,-3870,3870,,,,,,#this is set by code,
physics_gravity_z,0,0,g,f,-386.09f,-3870,3870,,,,,,#this is set by code,
physics_gravity_ragdoll,0,0,g,f,1.0f,-100,100,,,,,,#this is set by code,
physics_gravity_dynent,0,0,g,f,1.0f,-100,100,,,,,,#this is set by code,
physics_gravity_particle,0,0,g,f,1.0f,-100,100,,,,,,#this is set by code,
damage_feedback,1,1,c,s,none,,,,,,,,,
damage_feedback_notify,1,1,c,n,0,,,,,,,,,
damage_feedback_icon,1,1,c,s,none,,,,,,,,,
damage_feedback_icon_notify,1,1,c,n,0,,,,,,,,,
damage_feedback_kill,1,1,c,b,0,0,1,,,,,,,
damage_feedback_headshot,1,1,c,b,0,0,1,,,,,,,
damage_feedback_nonplayer,1,1,c,b,0,0,1,,,,,,,
damage_feedback_other,1,,c,s,standard,,,,,,,,,
ui_tutorial_message_show,1,,c,b,0,,,,,,,,,
ui_hide_full_hud,1,0,c,b,0,,,,,,,,,
ui_hide_hud,1,1,c,b,0,,,,,,,,,
ui_hide_weapon_info,1,,c,b,0,0,1,,,,,,,
ui_minimized_cursor_hint_entity_00,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_01,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_02,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_03,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_04,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_05,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_06,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_07,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_tag_00,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_01,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_02,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_03,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_04,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_05,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_06,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_07,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_dist_00,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_01,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_02,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_03,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_04,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_05,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_06,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_07,0,,c,f,0,0,10000,,,,,,,
ai_fulllight,0,,g,f,0.5,0,1,,,,,,,
ai_nolight,0,,g,f,0,0,1,,,,,,,
ui_turret_placement,1,,c,i,0,0,2,,,,,,# 0 = inactive, 1 = mobile turret, 2 = sentry turret,
ui_realism_hud,1,,c,b,0,0,1,,,,,,,
ui_realism_mode,1,,g,b,0,0,1,,,,,,,
ui_compass_hide_enemy_navbar,1,,g,b,0,0,1,,,,,,,
ui_compass_hide_weapon_pings_navbar,1,,g,i,0,0,2,,,,,,# 0 = Hide all pings, 1 = Show pings, 2 = Only show pings when UAV is active.,
handheld_camera_rotation_move_mod_override,1,,c,f,0,0,1,0,,,,,,
handheld_camera_rotation_view_mod_override,1,,c,f,0,0,1,0,,,,,,
handheld_camera_translation_move_mod_override,1,,c,f,0,0,1,0,,,,,,
handheld_camera_translation_view_mod_override,1,,c,f,0,0,1,0,,,,,,
ui_out_of_bounds_type,1,,c,i,0,0,3,,,,,,# 0 = off, 1 = normal out of bounds, 2 = restricted area, 3 = off vehicle,
ui_out_of_bounds_countdown,1,,c,t,0,,,,,,,,,
ui_graverobber,1,,c,b,0,0,1,,,,,,,
nVidiaHighlights_events,1,,c,i,0,0,100,,,,,,#0 = off, 1 = Frenzy Kill, 2 = Mega Kill, 3 = Ultra Kill, 4 = Merciless, 5 = Relentless, 6 = Juggernaut, 7 = Collateral, 8 = Trade, 9 = Bonk, 10 = Multiplayer Highlight,
ui_mission_end_dlog,1,1,c,b,0,,,,,,,,,
