DefaultSequence,Icon,,,,,1,,
arAkilo47,Icon,-63,65,-92,-28,1,icon_dyn_attachment_guard_akilo47,
arFalpha,Icon,-75,53,-70,-6,1,icon_dyn_attachment_ar_falpha_triggrip,
shCharlie725,Icon,-124,132,-113,15,1,icon_dyn_attachment_sh_charlie725_guard,
stockhMike14,Icon,-63,65,-84,-20,1,icon_dyn_attachment_sn_mike14_stock_tactical,
stockcqbMike14,Icon,-81,47,-78,-14,1,icon_dyn_attachment_stock_medium01,
guardrailAkilo47,Icon,-61,67,-91,-27,1,icon_dyn_attachment_forerail_akilo47,
triggripcustFalpha,Icon,-78,50,-70,-6,1,icon_dyn_attachment_ar_falpha_triggripcust,
shRomeo870,Icon,-30,34,-66,-34,1,icon_dyn_attachment_sh_romeo870_pump,
griprailRomeo870,Icon,-62,66,-82,-18,1,icon_dyn_attachment_sh_romeo870_pumprail,
gripcust2Romeo870,Icon,-62,66,-85,-21,1,icon_dyn_attachment_sh_romeo870_pump_wood,
pistolgripMike4,Icon,-32,32,-77,-13,1,icon_dyn_attachment_ar_mike4_pistolgrip_tape,
pistolgripCpapa,Icon,-33,31,-77,-13,1,icon_dyn_attachment_pi_cpapa_pistolgrip_tape,
pistolgripAsierra12,Icon,-30,34,-71,-7,1,icon_dyn_attachment_ar_asierra12_pistolgrip_tape,
pistolgripMcharlie,Icon,-26,38,-81,-17,1,icon_dyn_attachment_ar_mcharlie_pistolgrip_tape,
pistolgripMpapa5,Icon,-30,34,-81,-17,1,icon_dyn_attachment_sm_mpapa5_pistolgrip_tape,
stocksAugolf,Icon,-87,41,-86,-22,1,icon_dyn_attachment_sm_augolf_stocks,
gripcustRomeo870,Icon,-63,65,-83,-19,1,icon_dyn_attachment_sh_romeo870_pump_custom,
shDpapa12,Icon,-85,171,-110,18,1,icon_dyn_attachment_sh_dpapa12_pump,
guardcustDpapa12,Icon,-87,169,-102,26,1,icon_dyn_attachment_sh_dpapa12_pump_tactical,
pistolgrip02Sbeta,Icon,-63,65,-83,-19,1,icon_dyn_attachment_sn_sbeta_stock_tactical,
triggripFalpha,Icon,-77,51,-71,-7,1,icon_dyn_attachment_ar_falpha_triggrip,
pistolgripGolf21,Icon,-26,38,-80,-16,1,icon_dyn_attachment_pi_golf21_pistolgrip_tape,
guardsCharlie725,Icon,-126,130,-113,15,1,icon_dyn_attachment_sh_charlie725_forendstable,
guardlCharlie725,Icon,-124,132,-113,15,1,icon_dyn_attachment_sh_charlie725_foreendlight,
stockhAsierra12,Icon,-67,61,-116,12,1,icon_dyn_attachment_ar_asierra12_stockh,
stocksAsierra12,Icon,-101,27,-105,-41,1,icon_dyn_attachment_ar_asierra12_stocks,
stockhAugolf,Icon,-51,77,-88,40,1,icon_dyn_attachment_sm_augolf_stock_tactical,
guardheavyDpapa12,Icon,-85,171,-110,18,1,icon_dyn_attachment_sh_dpapa12_pump_stable,
guardlightDpapa12,Icon,-87,169,-102,26,1,icon_dyn_attachment_sh_dpapa12_pump_light,
stocklAsierra12,Icon,-46,82,-118,10,1,icon_dyn_attachment_ar_asierra12_stockl,
rackSbeta,Icon,-75,53,-82,-18,1,icon_dyn_attachment_sn_sbeta_rack,
trigcustMike1911,Icon,-10,22,-74,-42,1,icon_dyn_attachment_pi_mike1911_trigcust,
trigcust02Mike1911,Icon,-11,21,-74,-42,1,icon_dyn_attachment_pi_mike1911_trigcust02,
trigcust03Mike1911,Icon,-11,21,-75,-43,1,icon_dyn_attachment_pi_mike1911_trigcust03,
stocksFalpha,Icon,-86,42,-122,6,1,icon_dyn_attachment_ar_falpha_stock_stable_v1,
stockhFalpha,Icon,-81,47,-120,8,1,icon_dyn_attachment_ar_falpha_stock_tactical_v1,
toprailFalpha,Icon,-150,106,-122,6,1,icon_dyn_attachment_ar_falpha_toprail,
stockh02Mike14,Icon,-56,72,-84,-20,1,icon_dyn_attachment_sn_mike14_stock_tactical_v2,
stockcqbMike14v1,Icon,-162,94,-102,26,1,icon_dyn_attachment_sn_mike14_stockcqb,
stockh03Mike14,Icon,-68,60,-77,-13,1,icon_dyn_attachment_stock_heavy,
stocklMike14,Icon,7,71,-68,-4,1,icon_dyn_attachment_sn_mike14_stockl,
stocklSbeta,Icon,6,70,-72,-8,1,icon_dyn_attachment_sn_sbeta_stock_light,
stockhSbeta,Icon,-41,23,-94,-30,1,icon_dyn_attachment_sn_sbeta_stock_stable,
stocksSbeta,Icon,-73,55,-94,-30,1,icon_dyn_attachment_sn_sbeta_stock_tactical,
griptape01Akilo47,Icon,-28,36,-87,-23,1,icon_dyn_attachment_pistolgrip_tape_akilo47,
pistolgripMike1911,Icon,-28,36,-59,-27,1,icon_dyn_attachment_pi_mike1911_pistolgrip_tape,
pistolgripAkilo47,Icon,-29,35,-79,-15,1,icon_dyn_attachment_pistolgrip_tape_akilo47,
pistolgripFalima,Icon,-18,14,-69,-37,1,icon_dyn_attachment_ar_falima_pistolgrip_tape,
pistolgripKilo433,Icon,-32,32,-89,-25,1,icon_dyn_attachment_ar_kilo433_pistolgrip_tape,
pistolgripScharlie,Icon,-32,32,-80,-16,1,icon_dyn_attachment_ar_scharlie_pistolgrip_tape,
pistolgripBeta,Icon,-22,42,-75,-11,1,icon_dyn_attachment_sm_beta_pistolgrip_tape,
pistolgripMpapa7,Icon,-28,36,-79,-15,1,icon_dyn_attachment_sm_mpapa7_pistolgrip_tape,
pistolgripPapa90,Icon,-31,33,-83,-19,1,icon_dyn_attachment_sm_papa90_pistolgrip_tape,
pistolgripKilo121,Icon,-30,34,-71,-7,1,icon_dyn_attachment_pistolgrip_tape_akilo47_v2,
pistolgripAlpha50,Icon,-15,17,-71,-39,1,icon_dyn_attachment_sn_alpha50_pistolgrip_tape,
pistolgripDelta,Icon,-23,9,-69,-37,1,icon_dyn_attachment_sn_delta_pistolgrip_tape,
pistolgripHdromeo,Icon,-38,26,-85,-21,1,icon_dyn_attachment_sn_hdromeo_pistolgrip_tape,
pistolgripOscar12,Icon,-32,32,-77,-13,1,icon_dyn_attachment_sh_oscar12_pistolgrip_tape,
pistolgripKilo98,Icon,-22,42,-75,-11,1,icon_dyn_attachment_sn_kilo98_pistolgrip_tape,
pistolgripPapa90v2,Icon,-15,17,-67,-35,1,icon_dyn_attachment_sm_papa90_pistolgrip_tape_v2,
pistolgripMpapa5v2,Icon,-30,34,-87,-23,1,icon_dyn_attachment_sm_mpapa5_pistolgrip_tape_v2,
pistolgripKilo98v2,Icon,-30,34,-67,-35,1,icon_dyn_attachment_sn_kilo98_pistolgrip_tape03_v2,
pistolgripMgolf34,Icon,-35,29,-84,-20,1,icon_dyn_attachment_lm_mgolf34_pistolgrip_tape,
pistolgripPkilo,Icon,-34,30,-77,-13,1,icon_dyn_attachment_lm_pkilo_pistolgrip_tape,
pistolgripPkilov2,Icon,-34,30,-77,-13,1,icon_dyn_attachment_lm_pkilo_pistolgrip_tape02,
pistolgripLima86,Icon,-20,44,-70,-6,1,icon_dyn_attachment_lm_lima86_pistolgrip_tape,
shRomeo870v1,Icon,-62,66,-82,-18,1,icon_dyn_attachment_sh_romeo870_pump_wood,
pistolgripSbeta,Icon,-64,192,-102,26,1,icon_dyn_attachment_sn_sbeta_pistolgrip_tape,
stocksAugolfv3,Icon,-87,41,-76,-12,1,icon_dyn_attachment_sm_augolf_stocks,
stocklAugolfv3,Icon,-26,102,-76,52,1,icon_dyn_attachment_sm_augolf_stockl,
pistolgripGolf21v2,Icon,-25,39,-86,-22,1,icon_dyn_attachment_pi_golf21_pistolgrip_tape_v2,
pistolgripGolf21v3,Icon,-26,38,-67,-35,1,icon_dyn_attachment_pi_golf21_pistolgrip_tape_v3,
guardcustCharlie725v1,Icon,-348,164,-180,76,1,icon_dyn_attachment_sh_charlie725_guard_v2,
pistolgripMgolf36,Icon,-73,55,-80,-16,1,icon_dyn_attachment_lm_mgolf36_griptape02,
pistolgripTango21,Icon,-30,34,-85,-21,1,icon_dyn_attachment_ar_tango21_griptape,
smSmgolf45,Icon,-15,29,-63,-9,1,icon_dyn_attachment_sm_smgolf45_pistolgrip,
pistolgrip02Smgolf45,Icon,-15,29,-68,-14,1,icon_dyn_attachment_sm_smgolf45_pistolgrip02,
pistolgrip03Smgolf45,Icon,-15,27,-65,-11,1,icon_dyn_attachment_sm_smgolf45_pistolgrip03,
pistolgrip01Sierra552,Icon,-13,29,-64,-12,1,icon_dyn_attachment_ar_sierra552_pstlgripl,
pistolgrip02Sierra552,Icon,-13,29,-64,-12,1,icon_dyn_attachment_ar_sierra552_pstlgriph,
pistolgrip03Sierra552,Icon,-21,33,-64,-6,1,icon_dyn_attachment_ar_sierra552_pstlgripcust,
arSierra552,Icon,-13,29,-64,-12,1,icon_dyn_attachment_ar_sierra552_pistolgrip_default,
pistolgripMike26,Icon,-16,22,-70,-24,1,icon_dyn_attachment_sh_mike26_griptape,
pistolgripMpapa7v2,Icon,-14,18,-62,-30,1,icon_dyn_attachment_sm_mpapa7_pistolgrip_tape_v2,
guardDpapa12v1,Icon,-87,169,-102,26,1,icon_dyn_attachment_sh_dpapa12_pump_v9,
pistolgrip02Mike9,Icon,-47,81,-111,17,1,icon_dyn_attachment_pi_mike9_pstlgrplght,
pistolgrip03Mike9,Icon,-47,81,-111,17,1,icon_dyn_attachment_pi_mike9_pstlgrpcust,
