DefaultSequence,Icon,,,,,1,icon_dyn_attachment_pi_decho_grip,
smAugolf,Icon,-192,64,-76,52,1,icon_dyn_attachment_sm_augolf_smgrail,
arMike4,Icon,-75,53,-9,55,1,icon_dyn_attachment_ar_mike4_stock,
arAkilo47,Icon,-142,114,-45,83,1,icon_dyn_attachment_stock_akilo47,
shT9pump,Icon,-128,128,-64,64,1,icon_dyn_attachment_sh_t9pump_stock,
smMpapa5,Icon,-162,94,-51,77,1,icon_dyn_attachment_sm_mpapa5_stock,
smBeta,Icon,-134,122,-44,84,1,icon_dyn_attachment_sm_beta_stock,
smMpapa7,Icon,-82,46,-19,45,1,icon_dyn_attachment_sm_mpapa7_stock,
smUzulu,Icon,-75,53,-12,52,1,icon_dyn_attachment_sm_uzulu_stock,
arFalima,Icon,-127,129,-44,84,1,icon_dyn_attachment_ar_falima_stock,
arKilo433,Icon,-76,52,-22,42,1,icon_dyn_attachment_ar_kilo433_stock,
arMcharlie,Icon,-82,46,-13,51,1,icon_dyn_attachment_ar_mcharlie_stock,
arScharlie,Icon,-84,44,-42,86,1,icon_dyn_attachment_ar_scharlie_stock,
arFalpha,Icon,-192,64,-94,34,1,icon_dyn_attachment_ar_falpha_toprail,
arAsierra12,Icon,-123,5,-46,18,1,icon_dyn_attachment_ar_asierra12_toprail,
shCharlie725,Icon,-91,165,-36,92,1,icon_dyn_attachment_sh_charlie725_stocktactical,
shOscar12,Icon,-84,44,-12,52,1,icon_dyn_attachment_sh_oscar12_stock,
shRomeo870,Icon,-117,139,-38,90,1,icon_dyn_attachment_sh_romeo870_stock,
lmKilo121,Icon,-78,50,-56,72,1,icon_dyn_attachment_lm_kilo121_stock,
lmMgolf34,Icon,-88,40,-61,67,1,icon_dyn_attachment_lm_mgolf34_stock,
lmPkilo,Icon,-113,143,-54,74,1,icon_dyn_attachment_lm_pkilo_stock,
stocknoMike4,Icon,-93,35,-31,33,1,icon_dyn_attachment_ar_mike4_stockno,
snAlpha50,Icon,-125,131,-54,74,1,icon_dyn_attachment_sn_alpha50_stock,
stockhAkilo47,Icon,-76,52,-48,80,1,icon_dyn_attachment_lmgstock_akilo47,
smgAkilo47,Icon,-90,38,-18,46,1,icon_dyn_attachment_smgstock_unfolded_akilo47,
snHdromeo,Icon,-120,136,-48,80,1,icon_dyn_attachment_sn_hdromeo_stock,
snDelta,Icon,-154,102,-52,76,1,icon_dyn_attachment_sn_delta_stock,
snMike14,Icon,-374,138,-99,157,1,icon_dyn_attachment_sn_mike14_stock,
pistolgripSbeta,Icon,-115,141,-31,97,1,icon_dyn_attachment_sn_sbeta_pistolgrip_tape,
stockhMike4,Icon,-70,58,-11,53,1,icon_dyn_attachment_ar_mike4_customstock,
stocklMike4,Icon,-72,56,-34,94,1,icon_dyn_attachment_ar_mike4_stock_v2,
stocksMcharlie,Icon,-84,44,-12,52,1,icon_dyn_attachment_stock_medium01,
stocksMike4,Icon,-75,53,-42,86,1,icon_attachment_ar_mike4_stock_v3,
stockcustAkilo47,Icon,-74,54,-11,53,1,icon_dyn_attachment_custstock_akilo47,
stocknoAkilo47,Icon,-80,-48,-15,17,1,icon_dyn_attachment_nostock_akilo47,
stockfoldAkilo47,Icon,-184,-56,-26,38,1,icon_dyn_attachment_smgstock_akilo47,
stockh,Icon,-63,65,-13,51,1,icon_dyn_attachment_stock_heavy,
piDecho,Icon,-96,-32,-54,10,1,icon_dyn_attachment_pi_decho_grip,
stocknoRomeo870,Icon,-111,17,-39,89,1,icon_dyn_attachment_sh_romeo870_stock_pistolgrip,
stocknoMpapa5,Icon,-229,27,-50,78,1,icon_dyn_attachment_sm_mpapa5_stock_nostock,
stockhRomeo870,Icon,-128,128,-39,89,1,icon_dyn_attachment_stock_heavy_romeo870,
stocklRomeo870,Icon,-128,128,-39,89,1,icon_dyn_attachment_stock_light01_romeo870,
stocksRomeo870,Icon,-118,138,-36,92,1,icon_dyn_attachment_sh_romeo870_stock_wood,
stockhOscar12,Icon,-76,52,-41,87,1,icon_dyn_attachment_sh_oscar12_stockhvy,
stocknoOscar12,Icon,-75,-43,-16,16,1,icon_dyn_attachment_stock_no,
stocksKilo433,Icon,-75,53,-14,50,1,icon_dyn_attachment_stock_medium01,
stocksFalima,Icon,-60,68,-5,59,1,icon_dyn_attachment_stock_medium01,
stocklScharlie,Icon,-139,-11,-25,39,1,icon_dyn_attachment_ar_scharlie_stock_light,
stockhScharlie,Icon,-73,55,-44,84,1,icon_dyn_attachment_ar_scharlie_stock_dmr,
stocksMpapa5,Icon,-148,108,-48,80,1,icon_dyn_attachment_sm_mpapa5_stock_fullstock,
stockhMpapa5,Icon,-71,57,-15,49,1,icon_dyn_attachment_stock_heavy,
stocklAlpha50,Icon,-67,61,-61,67,1,icon_dyn_attachment_sn_alpha50_stockl,
stockhAlpha50,Icon,-125,131,-50,78,1,icon_dyn_attachment_sn_alpha50_stockh,
stocklDelta,Icon,-149,107,-48,80,1,icon_dyn_attachment_sn_delta_stock_light,
stocksDelta,Icon,-155,101,-53,75,1,icon_dyn_attachment_sn_delta_stock_short,
stockhDelta,Icon,-129,127,-110,146,1,icon_dyn_attachment_sn_delta_stockh,
stockhMpapa7,Icon,-68,60,-13,51,1,icon_dyn_attachment_stock_heavy,
