gripvert,Icon,-64,64,-97,31,1,icon_dyn_attachment_vertgrip_stubby02,
underbarrelDefault,Icon,,,,,1,,
gripvertAkilo47,Icon,-64,64,-101,27,1,icon_dyn_attachment_vertgrip_stubby02,
gripAugolf,Icon,-63,65,-104,24,1,icon_dyn_attachment_sm_augolf_vertgrip,
gripvertSmg,Icon,-64,64,-97,31,1,icon_dyn_attachment_vertgrip_stubby02,
gripDpapa12,Icon,-27,37,-69,-5,1,icon_dyn_attachment_sh_dpapa12_grip,
gripOscar12,Icon,-31,1,-102,-70,1,icon_dyn_attachment_sh_oscar12_sidegrip,
bipod,Icon,-58,70,-89,39,1,icon_dyn_attachment_bipod,
bipodAkilo47,Icon,-129,127,-104,152,1,icon_dyn_attachment_bipod_akilo47,
bipodFalima,Icon,-164,92,-136,-8,1,icon_dyn_attachment_ar_falima_bipod,
bipodFalpha,Icon,-161,95,-169,87,1,icon_dyn_attachment_ar_falpha_bipod,
bipodKilo98,Icon,-119,9,-104,-40,1,icon_dyn_attachment_sn_kilo98_bipod,
bipodKilo121,Icon,-128,128,-143,113,1,icon_dyn_attachment_lm_kilo121_bipod,
bipodLima86,Icon,-245,11,-134,-6,1,icon_dyn_attachment_lm_lima86_bipod,
bipodMgolf34,Icon,-128,128,-128,128,1,icon_dyn_attachment_lm_mgolf34_bipod,
bipodPkilo,Icon,-128,128,-135,121,1,icon_dyn_attachment_lm_pkilo_bipod,
bipodHdromeo,Icon,-64,64,-89,39,1,icon_dyn_attachment_sn_hdromeo_bipod,
golf25,Icon,-169,87,-126,2,1,icon_dyn_attachment_ub_gpapa25,
gripAng,Icon,-33,31,-68,-36,1,icon_dyn_attachment_angledgrip,
mike203,Icon,-166,90,-110,18,1,icon_dyn_attachment_ub_mike203,
gripvertproAkilo47,Icon,-40,24,-79,-15,1,icon_dyn_attachment_vertgrip01,
griphipAkilo47,Icon,-34,30,-74,-10,1,icon_dyn_attachment_vertgrip03,
bayonetAkilo47,Icon,-128,128,-128,0,1,icon_dyn_attachment_bayonet_akilo47,
gripvertlmg,Icon,-64,64,-99,29,1,icon_dyn_attachment_vertgrip_stubby02,
griphip,Icon,-32,32,-70,-6,1,icon_dyn_attachment_vertgrip03,
ubshtgn,Icon,-175,81,-108,20,1,icon_dyn_attachment_masterkey01,
bipodgrip,Icon,-64,64,-79,49,1,icon_attachment_bipod_grip,
echo,Icon,-117,139,-102,26,1,icon_dyn_attachment_ar_scharlie_grenade_launcher,
gripvertpro,Icon,-35,29,-78,-14,1,icon_dyn_attachment_vertgrip01,
gripangpro,Icon,-38,26,-72,-40,1,icon_dyn_attachment_angledgrip02,
gripsidePkilo,Icon,-93,35,-99,29,1,icon_dyn_attachment_lm_pkilo_sidegrip,
bayonetFalpha,Icon,-64,64,-96,-32,1,icon_dyn_attachment_ar_falpha_bayonet,
gripAnglmg,Icon,-33,31,-72,-40,1,icon_dyn_attachment_angledgrip,
gripvertOscar12,Icon,-47,17,-102,-70,1,icon_dyn_attachment_sh_oscar12_sidegrip_long,
gripvertcqb,Icon,-35,29,-74,-10,1,icon_dyn_attachment_vertgrip_stubby01,
griphipModern,Icon,-35,29,-75,-11,1,icon_dyn_attachment_vertgrip_stubby01,
griphipVintage,Icon,-32,32,-67,-3,1,icon_dyn_attachment_vertgrip02,
bipodLima86v1,Icon,-267,-11,-134,-6,1,icon_dyn_attachment_lm_lima86_bipod_v3,
gripvertproAkilo47v1,Icon,-35,29,-72,-8,1,icon_dyn_attachment_vertgrip_stubby01_akilo47_v5,
griphipVintagev1,Icon,-32,32,-77,-13,1,icon_attachment_vertgrip_stubby01_asierra12_v4,
gripvertv1,Icon,-32,32,-70,-6,1,icon_dyn_attachment_vertgrip03_asierra12_v5,
gripvertv2,Icon,-32,32,-67,-3,1,icon_dyn_attachment_vertgrip02_v3_falpha,
griphipv3,Icon,-64,64,-97,31,1,icon_dyn_attachment_vertgrip_stubby02_kilo433_v3,
griphipv2,Icon,-35,29,-74,-10,1,icon_dyn_attachment_vertgrip_stubby01_mcharlie_v4,
griphipMpapa7v2,Icon,-32,32,-70,-6,1,icon_dyn_attachment_vertgrip03_v3_mpapa7,
griphipv5,Icon,-32,32,-70,-6,1,icon_dyn_attachment_vertgrip03_kilo121_v3,
gripLima86,Icon,-32,32,-66,-2,1,icon_dyn_attachment_lm_lima86_grip_rear_v5,
gripvertsmgv3,Icon,-32,32,-70,-6,1,icon_dyn_attachment_vertgrip03_uzulu_v4,
gripvertlmgv3,Icon,-35,29,-74,-10,1,icon_dyn_attachment_vertgrip_stubby01_pkilo_v3,
gripvertprov3,Icon,-32,32,-67,-3,1,icon_dyn_attachment_vertgrip02_augolf_v5,
gripAugolfv1,Icon,-63,65,-104,24,1,icon_dyn_attachment_sm_augolf_vertgrip_v2,
gripMike14v1,Icon,-35,29,-74,-10,1,icon_dyn_attachment_vertgrip_stubby01_v4_mike14,
gripangOscar12,Icon,-43,21,-100,-36,1,icon_dyn_attachment_sh_oscar12_sidegripang,
foregriptapePapa90,Icon,-32,32,-77,-13,1,icon_dyn_attachment_sm_papa90_foregrip_tape,
foregriptapePapa90v2,Icon,-32,32,-73,-9,1,icon_dyn_attachment_sm_papa90_foregrip_tape03,
mike203Mini,Icon,-73,55,-78,-14,1,icon_dyn_attachment_ub_mike203_mini01,
ubshtgnMini,Icon,-165,91,-103,25,1,icon_dyn_attachment_masterkey_mini01,
gripvertOscar12v1,Icon,-31,1,-102,-70,1,icon_dyn_attachment_sh_oscar12_sidegrip_long_v7,
gripCrossbow,Icon,-71,105,-68,-26,1,icon_dyn_attachment_sn_crossbow_rack,
gripangproSierra552,Icon,-29,27,-64,-26,1,icon_dyn_attachment_ar_sierra552_gripang,
pumplMike26,Icon,-4,4,-68,-60,1,icon_dyn_attachment_sh_mike26_pumpl,
pumphandleMike26,Icon,-4,4,-70,-58,1,icon_dyn_attachment_sh_mike26_pumphandle,
pumpcustMike26,Icon,-4,4,-68,-60,1,icon_dyn_attachment_sh_mike26_pumpcust,
pumphMike26,Icon,-5,5,-68,-60,1,icon_dyn_attachment_sh_mike26_pumph,
bipodMkilo3,Icon,-64,64,-81,47,1,icon_dyn_attachment_lm_mkilo3_bipod,
