DefaultSequence,Icon,,,,,1,,
piCpapa,Icon,-14,18,-80,-48,1,icon_dyn_attachment_pi_cpapa_mag,
piDecho,Icon,-38,26,-124,-60,1,icon_dyn_attachment_pi_decho_mag,
piGolf21,Icon,-39,25,-122,-58,1,icon_dyn_attachment_pi_golf21_mag,
piMike1911,Icon,-47,24,-128,-57,1,icon_dyn_attachment_pi_mike1911_v1_mag,
piPapa320,Icon,-36,28,-119,-55,1,icon_dyn_attachment_pi_papa320_mag,
smAugolf,Icon,-55,73,-113,15,1,icon_dyn_attachment_sm_augolf_smgmag,
smBeta,Icon,-122,134,-117,11,1,icon_dyn_attachment_sm_beta_mag,
smMpapa5,Icon,-76,52,-102,26,1,icon_attachment_sm_mpapa5_mag,
smMpapa7,Icon,-68,60,-129,-1,1,icon_dyn_attachment_sm_mpapa7_mag,
smPapa90,Icon,-128,128,-131,-3,1,icon_attachment_sm_papa90_mag,
smUzulu,Icon,-60,68,-147,-19,1,icon_dyn_attachment_sm_uzulu_mag,
arMike4,Icon,-69,59,-119,9,1,icon_dyn_attachment_ar_mike4_mag,
arAkilo47,Icon,-80,48,-90,38,1,icon_dyn_attachment_mag_akilo47,
arFalima,Icon,-67,61,-98,30,1,icon_dyn_attachment_ar_falima_mag,
arFalpha,Icon,-66,62,-114,14,1,icon_dyn_attachment_ar_falpha_mag,
arKilo433,Icon,-66,62,-117,11,1,icon_dyn_attachment_ar_kilo433_mag,
arMcharlie,Icon,-68,60,-115,13,1,icon_dyn_attachment_ar_mcharlie_mag,
arScharlie,Icon,-67,61,-122,6,1,icon_dyn_attachment_ar_scharlie_mag,
arAsierra12,Icon,-65,63,-112,16,1,icon_dyn_attachment_ar_asierra12_mag,
shCharlie725,Icon,-35,29,-80,-48,1,ui_default_null,
shDpapa12,Icon,-128,128,-122,6,1,ui_default_null,
shOscar12,Icon,-76,52,-109,19,1,icon_dyn_attachment_sh_oscar12_mag,
shRomeo870,Icon,-52,76,-105,23,1,icon_dyn_attachment_sh_romeo870_mag,
lmKilo121,Icon,-64,64,-78,50,1,icon_dyn_attachment_lm_kilo121_mag,
lmLima86,Icon,-67,61,-112,16,1,icon_dyn_attachment_lm_lima86_mag,
lmPkilo,Icon,-139,117,-175,81,1,icon_dyn_attachment_lm_pkilo_mag,
lmMgolf34,Icon,-30,34,-87,-23,1,icon_dyn_attachment_lm_mgolf34_mag,
snAlpha50,Icon,-64,64,-129,-1,1,icon_dyn_attachment_sn_alpha50_mag,
drumsAkilo47,Icon,-66,62,-100,28,1,icon_dyn_attachment_drum_mag_akilo47,
xmagsFalima,Icon,-72,56,-82,46,1,icon_dyn_attachment_ar_falima_xmags,
snHdromeo,Icon,-64,64,-89,-25,1,icon_dyn_attachment_sn_hdromeo_mag,
xmagsMike4,Icon,-70,58,-119,9,1,icon_dyn_attachment_ar_mike4_xmags,
snDelta,Icon,-38,26,-74,-10,1,icon_dyn_attachment_sn_delta_mag,
snMike14,Icon,-30,34,-96,-32,1,icon_dyn_attachment_sn_mike14_mag,
xmagslrgMike4,Icon,-73,55,-110,18,1,icon_dyn_attachment_ar_mike4_xmags2,
xmagsFalpha,Icon,-70,58,-106,22,1,icon_dyn_attachment_ar_falpha_xmags,
drumsAugolf,Icon,-74,54,-106,22,1,icon_dyn_attachment_sm_augolf_drummag,
xmagsMike1911,Icon,-67,61,-139,-11,1,icon_dyn_attachment_pi_mike1911_xmags,
drumsOscar12,Icon,-142,114,-153,103,1,icon_dyn_attachment_sh_oscar12_drummag,
xmagsBeta,Icon,-126,130,-115,13,1,icon_dyn_attachment_sm_beta_xmags,
xmagsDelta,Icon,-85,43,-93,35,1,icon_dyn_attachment_sn_delta_xmags,
xmagsAlpha50,Icon,-64,64,-126,2,1,icon_dyn_attachment_sn_alpha50_xmags,
xmagslrgMike14,Icon,-32,32,-85,-21,1,icon_dyn_attachment_sn_mike14_xmags,
calarAugolf,Icon,-72,56,-109,19,1,icon_dyn_attachment_sm_augolf_armag,
xmagsMpapa7,Icon,-60,68,-133,-5,1,icon_dyn_attachment_sm_mpapa7_xmags,
xmagsUzulu,Icon,-61,67,-134,-6,1,icon_dyn_attachment_sm_uzulu_xmags,
xmagsLima86,Icon,-69,59,-108,20,1,icon_dyn_attachment_lm_lima86_xmags2,
xmagsOscar12,Icon,-146,110,-161,95,1,icon_dyn_attachment_sh_oscar12_xmags,
xmagsDecho,Icon,-67,61,-150,-22,1,icon_dyn_attachment_pi_decho_xmags,
xmagsGolf21,Icon,-70,58,-141,-13,1,icon_dyn_attachment_pi_golf21_mag_xmags,
xmagsTango21,Icon,-76,52,-108,20,1,icon_dyn_attachment_ar_mcharlie_xmags,
vertmagsFalpha,Icon,-74,54,-97,31,1,icon_dyn_attachment_ar_falpha_xmags2,
xmagsPapa320,Icon,-66,62,-147,-19,1,icon_dyn_attachment_pi_papa320_mag_ext,
xmagsMpapa5,Icon,-76,52,-102,26,1,icon_dyn_attachment_sm_mpapa5_mag_xmag,
xmagsScharlie,Icon,-67,61,-112,16,1,icon_dyn_attachment_ar_scharlie_xmags,
xmagsKilo433,Icon,-66,62,-113,15,1,icon_dyn_attachment_ar_kilo433_xmags,
xmagslrgBeta,Icon,-111,145,-82,46,1,icon_dyn_attachment_sm_beta_vertmag,
xmagsAsierra12,Icon,-68,60,-104,24,1,icon_dyn_attachment_ar_asierra12_xmags,
xmagslrgAsierra12,Icon,-134,122,-161,95,1,icon_dyn_attachment_ar_asierra12_xxmags,
calsnprAsierra12,Icon,-27,37,-100,-36,1,icon_dyn_attachment_ar_asierra12_mag_sniper,
mmagsMpapa7,Icon,-67,61,-132,-4,1,icon_dyn_attachment_sm_mpapa7_xmag2,
drumsKilo433,Icon,-60,68,-127,1,1,icon_dyn_attachment_ar_kilo433_drum_mag,
calsmgAkilo47,Icon,-72,56,-92,36,1,icon_dyn_attachment_smgmag_akilo47,
xmagslrgKilo433,Icon,-69,59,-105,23,1,icon_dyn_attachment_ar_kilo433_xmags2,
caldmrScharlie,Icon,-35,29,-102,-38,1,icon_dyn_attachment_ar_scharlie_mag_dmr,
mmagsScharlie,Icon,-67,61,-122,6,1,icon_dyn_attachment_ar_scharlie_mmags,
xmagslrgDecho,Icon,-67,61,-145,-17,1,icon_dyn_attachment_pi_decho_xmags2,
xmagslrgPapa320,Icon,-65,63,-141,-13,1,icon_dyn_attachment_pi_papa320_mag_ext2,
mmagsMike1911,Icon,-68,60,-144,-16,1,icon_dyn_attachment_pi_mike1911_mmags,
xmagslrgGolf21,Icon,-65,63,-136,-8,1,icon_dyn_attachment_pi_golf21_mag_xmags2,
xmagsHdromeo,Icon,-64,64,-81,-17,1,icon_dyn_attachment_sn_hdromeo_xmag,
xmagslrgDelta,Icon,-91,37,-87,41,1,icon_dyn_attachment_sn_delta_xmags2,
mmagsFalima,Icon,-69,59,-94,34,1,icon_dyn_attachment_ar_falima_mmags,
xmagslrgUzulu,Icon,-61,67,-125,3,1,icon_dyn_attachment_sm_uzulu_xmags,
vertmagsMcharlie,Icon,-71,57,-105,23,1,icon_dyn_attachment_ar_mcharlie_xmags2,
calcustMike4,Icon,-65,63,-117,11,1,icon_dyn_attachment_ar_mike4_mag_v5,
xmagslrgMpapa5,Icon,-73,55,-94,34,1,icon_dyn_attachment_sm_mpapa5_mag_xmag2,
xmagslrgHdromeo,Icon,-64,64,-81,-17,1,icon_dyn_attachment_sn_hdromeo_xmag2,
mmagsAlpha50,Icon,-64,64,-126,2,1,icon_dyn_attachment_sn_alpha50_mmags,
piPapa320r,Icon,-36,28,-119,-55,1,icon_dyn_attachment_pi_papa320_mag_v3_rain,
drumsKilo121,Icon,-64,64,-82,46,1,icon_dyn_attachment_lm_kilo121_mag_v2,
arAkilo47v1,Icon,-81,47,-95,33,1,icon_dyn_attachment_mag_akilo47_v2,
snHdromeov1,Icon,-64,64,-89,-25,1,icon_dyn_attachment_sn_hdromeo_mag_v2,
smAugolfv1,Icon,-72,56,-109,19,1,icon_dyn_attachment_sm_augolf_mag_v2,
xmagsOscar12v1,Icon,-148,108,-161,95,1,icon_dyn_attachment_sh_oscar12_xmags_v3,
xmagslrgAsierra12v1,Icon,-66,62,-98,30,1,icon_dyn_attachment_ar_asierra12_xmags_v4,
calsmgMike4,Icon,-64,64,-111,17,1,icon_dyn_attachment_ar_mike4_calsmg,
snDeltav1,Icon,-80,48,-110,18,1,icon_dyn_attachment_sn_delta_mag_v2,
arAsierra12v2,Icon,-33,31,-100,-36,1,icon_dyn_attachment_ar_asierra12_mag_sniper,
snHdromeov2,Icon,-64,64,-89,-25,1,icon_dyn_attachment_sn_hdromeo_mag_v3,
pistolgripCharlie725,Icon,-35,29,-77,-13,1,icon_dyn_attachment_sh_charlie725_pistolgrip_tape,
xmagsAugolf,Icon,-63,65,-87,41,1,icon_dyn_attachment_sm_augolf_lmgmag,
calcustMcharlie,Icon,-68,60,-115,13,1,icon_dyn_attachment_ar_mcharlie_magsub,
slugsOscar12,Icon,-76,52,-109,19,1,icon_dyn_attachment_sh_oscar12_slug_mag,
snSbeta,Icon,-134,122,-99,29,1,icon_dyn_attachment_sn_sbeta_stock,
xtubeDpapa12,Icon,-28,36,-89,-25,1,icon_dyn_attachment_sh_dpapa12_ammo,
backKilo433,Icon,-76,52,-77,-13,1,icon_dyn_attachment_ar_kilo433_stock,
stockhKilo433,Icon,-128,128,-111,17,1,icon_dyn_attachment_ar_kilo433_stock_heavy,
stocklKilo433,Icon,-72,56,-101,27,1,icon_dyn_attachment_ar_kilo433_stockl,
stocksKilo433,Icon,-78,50,-101,27,1,icon_dyn_attachment_ar_kilo433_stocks,
stocknoKilo433,Icon,-116,12,-119,9,1,icon_dyn_attachment_ar_kilo433_drum_mag_clip,
stocksKilo433v1,Icon,-98,30,-73,-9,1,icon_dyn_attachment_ar_kilo433_stock_v2,
stocksKilo433v2,Icon,-101,27,-70,-6,1,icon_dyn_attachment_ar_kilo433_stock_v5,
drumsMgolf34,Icon,-31,33,-87,-23,1,icon_dyn_attachment_lm_mgolf34_mag_v2,
arTango21,Icon,-76,52,-106,22,1,icon_dyn_attachment_ar_tango21_mag,
drumsTango21,Icon,-67,61,-107,21,1,icon_dyn_attachment_ar_tango21_drummag,
lmMgolf36,Icon,-355,157,-186,70,1,icon_dyn_attachment_lm_mgolf36_stock,
snCrossbow,Icon,-181,331,-187,69,1,icon_dyn_attachment_sn_crossbow_mag,
stockhMgolf36,Icon,-355,157,-186,70,1,icon_dyn_attachment_lm_mgolf36_stock_heavy,
stocklMgolf36,Icon,-355,157,-186,70,1,icon_dyn_attachment_lm_mgolf36_stock_light,
stocksMgolf36,Icon,-81,47,-121,7,1,icon_dyn_attachment_lm_mgolf36_stock_tactical,
stocknoMgolf36,Icon,-81,-49,-90,-58,1,icon_dyn_attachment_stock_no,
lmMgolf36v1,Icon,-356,156,-187,69,1,icon_dyn_attachment_lm_mgolf36_stock_v2,
xmagsAugolfv1,Icon,-59,69,-92,36,1,icon_dyn_attachment_sm_augolf_v9_smg_xmag,
xmagsMcharlie,Icon,-71,57,-111,17,1,icon_dyn_attachment_ar_mcharlie_xmags,
smCharlie9,Icon,-65,63,-119,9,1,icon_dyn_attachment_sm_charlie9_mag,
xmagsCharlie9,Icon,-64,64,-113,15,1,icon_dyn_attachment_sm_charlie9_xmag,
drumsCharlie9,Icon,-64,64,-113,15,1,icon_dyn_attachment_sm_charlie9_drummag,
boltstunCrossbow,Icon,-181,331,-187,69,1,icon_dyn_attachment_sn_crossbow_mag_stunbolt,
boltexploCrossbow,Icon,-181,331,-187,69,1,icon_dyn_attachment_sn_crossbow_mag_expbolt,
boltfireCrossbow,Icon,-181,331,-187,69,1,icon_dyn_attachment_sn_crossbow_mag_firebolt,
smSmgolf45,Icon,-33,15,-102,24,1,icon_dyn_attachment_sm_smgolf45_mag,
arSierra552,Icon,-30,22,-83,19,1,icon_dyn_attachment_ar_sierra552_mag,
smagsSmgolf45,Icon,-21,13,-92,-22,1,icon_dyn_attachment_sm_smgolf45_smags,
xmagslrgSmgolf45,Icon,-34,14,-94,26,1,icon_dyn_attachment_sm_smgolf45_xmagslrg,
xmagsSierra552,Icon,-30,22,-80,22,1,icon_dyn_attachment_ar_sierra552_xmags,
xmagslrgSierra552,Icon,-30,22,-80,22,1,icon_dyn_attachment_ar_sierra552_xmagslrg,
shMike26,Icon,-17,23,-81,-23,1,icon_dyn_attachment_sh_mike26_mag,
slugsMike26,Icon,-17,23,-80,-22,1,icon_dyn_attachment_sh_mike26_slugmag,
xmagsMike26,Icon,-22,24,-76,12,1,icon_dyn_attachment_sh_mike26_xmag,
smagsMike26,Icon,-16,24,-79,-41,1,icon_dyn_attachment_sh_mike26_smag,
calcustUzulu,Icon,-57,71,-147,-19,1,icon_dyn_attachment_sm_uzulu_mag_v13,
snSksierra,Icon,-64,64,-108,20,1,icon_dyn_attachment_sn_sksierra_mag,
smagsSksierra,Icon,-64,64,-115,13,1,icon_dyn_attachment_sn_sksierra_smag,
xmagSksierra,Icon,-64,64,-93,35,1,icon_dyn_attachment_sn_sksierra_xmag,
piMike9,Icon,-71,57,-154,-26,1,icon_dyn_attachment_pi_mike9_mag,
xmagsMike9,Icon,-69,59,-146,-18,1,icon_dyn_attachment_pi_mike9_xmags,
xmagslrgMike9,Icon,-65,63,-136,-8,1,icon_dyn_attachment_pi_mike9_xmagslrg,
stocklMkilo3,Icon,-71,57,-68,-4,1,icon_dyn_attachment_stock_light01,
lmMkilo3,Icon,-67,61,-100,28,1,icon_dyn_attachment_lm_mkilo3_stock,
stockhMkilo3,Icon,-71,57,-68,-4,1,icon_dyn_attachment_stock_heavy,
stocksMkilo3,Icon,-77,51,-68,-4,1,icon_dyn_attachment_stock_medium01,
stockcqbMkilo3,Icon,-68,60,-100,28,1,icon_dyn_attachment_lm_mkilo3_stockl,
stocknoMkilo3,Icon,-114,14,-113,15,1,icon_dyn_attachment_lm_mkilo3_griptape01,
