zone,global,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Global,
zone,map_airfield,mp/loot/br/zxp/lootset_named_Location.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
zone,map_airfieldsuburbs,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
zone,map_bank,mp/loot/br/zxp/lootset_extra_plunder.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#POI,
zone,map_boneyard,mp/loot/br/zxp/lootset_named_Location.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
zone,map_boneyardsuburbs,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
zone,map_bookstore,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#POI,
zone,map_bunkers,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#POI,
zone,map_burgertown,mp/loot/br/zxp/lootset_extra_plunder.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
zone,map_coast,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
zone,map_dam,mp/loot/br/zxp/lootset_named_Location.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
zone,map_dealership,mp/loot/br/zxp/lootset_extra_plunder.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#POI,
zone,map_downtown,mp/loot/br/zxp/lootset_named_Location.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
zone,map_electronicsstore,mp/loot/br/zxp/lootset_extra_plunder.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#POI,
zone,map_filmschool,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#POI,
zone,map_firestation,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#POI,
zone,map_gasstation,mp/loot/br/zxp/lootset_global.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#POI,
zone,map_gulag,mp/loot/br/zxp/lootset_named_Location.csv,mp/loot/br/zxp/lootset_cache_spawns.csv,,#Zone,
