0,bg_large_001,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_001,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_1,,,
1,bg_large_002,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_002,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_1,,,
2,bg_large_003,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_003,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_1,,,
3,bg_large_004,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_004,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_1,,,
4,bg_large_005,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_005,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_2,,,
5,bg_large_006,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_006,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_2,,,
6,bg_large_007,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_007,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_2,,,
7,bg_large_008,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_008,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_2,,,
8,bg_large_009,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_009,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_3,,,
9,bg_large_010,LUA_MENU/BACKGROUNDS_STANDARD,card_bg_010,Standard Backgrounds,LUA_MENU/BACKGROUNDS_STANDARD_CAPS,0,0,LUA_MENU/UNLOCK_PURCHASE_MEMBER_3,,,
