0,body_mp_default,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_western_vm_arms_otter_3_1,m,vestlight,0,0,,1,body_mp_western_otter_3_1_lod1,mp_western_vm_arms_otter_3_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,11,,1,,
1,body_mp_eastern_fireteam_east_lmg_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_eastern_vm_arms_fireteam,m,vestlight,0,0,,0,body_mp_eastern_bale_1_1_lod1,mp_eastern_vm_arms_bale_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,1,,1,,
2,body_mp_eastern_fireteam_east_dmr_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_eastern_vm_arms_fireteam_dmr,m,vestlight,0,0,,0,body_mp_eastern_bale_1_1_lod1,mp_eastern_vm_arms_bale_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,2,,1,,
3,body_mp_eastern_fireteam_east_ar_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_eastern_vm_arms_fireteam,m,vestlight,0,0,,0,body_mp_eastern_bale_1_1_lod1,mp_eastern_vm_arms_bale_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,3,,1,,
4,body_mp_eastern_fireteam_east_smg_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_eastern_vm_arms_fireteam,m,vestlight,0,0,,0,body_mp_eastern_bale_1_1_lod1,mp_eastern_vm_arms_bale_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,4,,1,,
5,body_mp_eastern_fireteam_east_sg_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_eastern_vm_arms_fireteam_sg,m,vestlight,0,0,,0,body_mp_eastern_bale_1_1_lod1,mp_eastern_vm_arms_bale_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,5,,1,,
6,body_mp_western_fireteam_west_smg_1_1_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_western_vm_arms_fireteam_west_1_1,m,vestlight,0,0,,0,body_mp_western_otter_3_1_lod1,mp_western_vm_arms_otter_3_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,6,,1,,
7,body_mp_western_fireteam_west_ar_1_1_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_western_vm_arms_fireteam_west_1_1,m,vestlight,0,0,,0,body_mp_western_otter_3_1_lod1,mp_western_vm_arms_otter_3_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,7,,1,,
8,body_mp_western_fireteam_west_lmg_1_1_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_western_vm_arms_fireteam_west_1_1,m,vestlight,0,0,,0,body_mp_western_otter_3_1_lod1,mp_western_vm_arms_otter_3_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,8,,1,,
9,body_mp_western_fireteam_west_dmr_1_1_lod1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_western_vm_arms_fireteam_west_1_1,m,vestlight,0,0,,0,body_mp_western_otter_3_1_lod1,mp_western_vm_arms_otter_3_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,9,,1,,
