0,mod_unknown,icon_obit_died,0,1,
1,mod_pistol_bullet,icon_obit_died,0,1,
2,mod_rifle_bullet,icon_obit_died,0,1,
3,mod_explosive_bullet,icon_obit_died,0,1,
4,mod_grenade,icon_obit_died,0,1,
5,mod_grenade_splash,icon_obit_died,0,1,
6,mod_projectile,icon_obit_died,0,1,
7,mod_projectile_splash,icon_obit_died,0,1,
8,mod_melee,icon_obit_melee,0,1,
9,mod_head_shot,icon_obit_headshot,0,1,
10,mod_melee_dog,icon_obit_died,0,1,
11,mod_melee_alien,icon_obit_died,0,1,
12,mod_crush,icon_obit_crush,0,1,
13,mod_falling,icon_obit_falling,0,1,
14,mod_suicide,icon_obit_suicide,0,1,
15,mod_trigger_hurt,icon_obit_died,0,1,
16,mod_explosive,icon_obit_explosion,0,1,
17,mod_impact,icon_obit_impact,0,1,
18,mod_scorestreak,icon_obit_died,0,1,
19,mod_fire,icon_obit_died,0,1,
20,mod_fire_bullet,icon_obit_dragons_breath,0,1,
21,mod_execution,icon_obit_execution,0,1,
22,mod_penetration,icon_obit_penetrate,0,1,
