setchancecol,mp/loot/br/risk/lootset_global.csv,3,# global,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_named_Location.csv,4,# named_Location,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_extra_plunder.csv,5,# extra_plunder,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_superstore.csv,6,# superstore,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_cache_base.csv,7,# cache_base,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_cache_lege.csv,8,# cache_lege,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_cache_pe_chop.csv,9,# cache_pe_chop,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_contract_asn.csv,10,# contract_asn,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_contract_dom.csv,11,# contract_dom,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_contract_scav1.csv,12,# contract_scav1,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_contract_scav2.csv,13,# contract_scav2,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_contract_scav3.csv,14,# contract_scav3,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_bunkers.csv,15,# bunkers,,,,,,,,,,,,,,
setchancecol,mp/loot/br/risk/lootset_empty.csv,16,# N/A,,,,,,,,,,,,,,
Central Control,,,,,,,,,,,,,,,,,
chance,ammo,,40,40,40,40,0,0,0,0,0,0,0,0,10,0,
chance,health,,20,20,20,20,2,2,0,0,0,0,0,0,10,0,
chance,plunder,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,killstreak,,0,0,0,0,22,22,22,22,22,22,22,22,20,0,
chance,lethal,,8,8,8,8,0,0,0,0,0,0,0,0,0,0,
chance,tactical,,8,8,8,8,0,0,0,0,0,0,0,0,0,0,
chance,super,,8,8,8,8,50,50,50,50,50,50,50,50,10,0,
chance,weapon,,8,8,8,8,12,12,12,12,12,12,12,12,20,0,
chance,gear,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,tablet,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,keycard,,0,0,0,0,3,6,10,6,6,3,3,6,0,0,
item,brloot_ammo_12g,,15,15,15,15,15,15,15,15,15,15,15,15,15,0,
item,brloot_ammo_50cal,,23,23,23,23,23,23,23,23,23,23,23,23,23,0,
item,brloot_ammo_762,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,
item,brloot_ammo_919,,23,23,23,23,23,23,23,23,23,23,23,23,23,0,
item,brloot_ammo_rocket,,9,9,9,9,9,9,9,9,9,9,9,9,9,0,
item,brloot_equip_gasmask,,0,100,100,100,100,100,100,100,100,100,100,100,100,0,
item,brloot_self_revive,,100,100,100,100,100,100,100,100,100,100,100,100,100,0,
rarity,0_lethal,,35,35,35,35,35,35,35,35,35,35,35,35,35,0,
rarity,1_lethal,,25,25,25,25,25,25,25,25,25,25,25,25,25,0,
rarity,2_lethal,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
rarity,3_lethal,,15,15,15,15,15,15,15,15,15,15,15,15,15,0,
rarity,4_lethal,,5,5,5,5,5,5,5,5,5,5,5,5,5,0,
rarity,0_tactical,,35,35,35,35,35,35,35,35,35,35,35,35,35,0,
rarity,1_tactical,,25,25,25,25,25,25,25,25,25,25,25,25,25,0,
rarity,2_tactical,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
rarity,3_tactical,,15,15,15,15,15,15,15,15,15,15,15,15,15,0,
rarity,4_tactical,,5,5,5,5,5,5,5,5,5,5,5,5,5,0,
rarity,0_super,,35,35,35,35,35,35,35,35,35,35,35,35,35,0,
rarity,1_super,,25,25,25,25,25,25,25,25,25,25,25,25,25,0,
rarity,2_super,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,
rarity,3_super,,15,15,15,15,15,15,15,15,15,15,15,15,15,0,
rarity,4_super,,5,5,5,5,5,5,5,5,5,5,5,5,5,0,
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_offhand_advancedvehicledrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,0_weapon,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,
rarity,1_weapon,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,
rarity,2_weapon,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,
rarity,3_weapon,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,
rarity,4_weapon,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,
item,brloot_weapon_la_mike32_lege,,0,0,0,0,1,1,1,1,1,1,1,1,20,0,
item,brloot_weapon_lm_dblmg_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_weapon_bp_reward_sm_mpapa7_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_weapon_bp_reward_ar_galima_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,0_health,,25,25,25,25,0,0,0,0,0,0,0,0,0,0,
rarity,1_health,,35,35,35,35,0,0,0,0,0,0,0,0,0,0,
rarity,2_health,,40,40,40,40,70,50,50,50,50,50,50,50,40,0,
rarity,3_health,,0,0,0,0,25,30,30,30,30,50,50,50,30,0,
rarity,4_health,,0,0,0,0,5,10,10,10,10,0,0,0,20,0,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_uncommon_1,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
