setchancecol,mp/loot/br/default/lootset_root.csv,2,,# root,,# column 0 is "Item"/"chance" etc, column 1 is the name, so first weight is in column 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_global.csv,3,,# global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_named_Location.csv,4,,# named_Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_extra_plunder.csv,5,,# extra_plunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_superstore.csv,6,,# superstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_cache_base.csv,7,,# cache_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_cache_lege.csv,8,,# cache_lege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_cache_pe_chop.csv,9,,# cache_pe_chop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_contract_asn.csv,10,,# contract_asn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_contract_dom.csv,11,,# contract_dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_contract_scav1.csv,12,,# contract_scav1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_contract_scav2.csv,13,,# contract_scav2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_contract_scav3.csv,14,,# contract_scav3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_bunkers.csv,15,,# bunkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/default/lootset_empty.csv,16,,# N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,33,33,33,33,33,2,2,2,2,2,2,2,2,33,0,#,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,
chance,health,10,10,10,10,10,31,31,31,31,31,31,31,31,10,0,#,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,
chance,plunder,15,15,15,15,15,2,2,2,2,2,2,2,2,15,0,#,,,,,100,40,100,100,40,105,150,40,40,40,40,40,100,
chance,killstreak,0,0,0,0,0,3,3,3,3,3,3,3,3,5,0,#,,,,,0,100,100,100,100,100,100,100,100,100,100,100,100,
chance,lethal,7,7,7,7,7,14,14,14,14,14,14,14,14,7,0,#,,,,,290,290,290,290,245,245,245,245,245,245,245,245,245,
chance,tactical,7,7,7,7,7,14,14,14,14,14,14,14,14,7,0,#,,,,,320,320,320,320,255,255,255,255,255,255,255,255,255,
chance,super,3,3,3,3,3,22,22,22,22,22,22,22,22,3,0,#,,,,,75,75,75,75,90,90,90,90,90,90,90,90,90,
chance,weapon,25,25,25,25,25,7,7,7,7,7,7,7,7,25,0,#,,,,,1007,1007,1007,1007,974,974,974,973,973,973,973,973,989,
chance,gear,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,#,,,,,0,100,100,100,100,100,100,100,100,100,100,100,101,
chance,tablet,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,#,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,
chance,keycard,0,0,0,0,0,3,4,6,4,4,3,4,4,0,0,#,,,,,0,0,0,0,1,1,1,1,1,1,1,1,0,
item,brloot_ammo_12g,10,20,20,20,20,20,20,20,20,20,20,20,20,20,0,#common,# ammo,,,,6.2%,6.2%,6.2%,6.2%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,6.1%,
item,brloot_ammo_50cal,10,20,20,15,15,20,15,15,20,20,20,20,20,20,0,#common,# ammo,,,,6.2%,6.2%,4.7%,4.7%,0.4%,0.3%,0.3%,0.4%,0.4%,0.4%,0.4%,0.4%,6.1%,
item,brloot_ammo_762,10,30,30,20,20,30,20,20,30,30,30,30,30,30,0,#common,# ammo,,,,9.3%,9.3%,6.2%,6.2%,0.6%,0.4%,0.4%,0.6%,0.6%,0.6%,0.6%,0.6%,9.1%,
item,brloot_ammo_919,10,20,20,40,40,20,40,40,20,20,20,20,20,20,0,#common,# ammo,,,,6.2%,6.2%,12.5%,12.5%,0.4%,0.8%,0.8%,0.4%,0.4%,0.4%,0.4%,0.4%,6.1%,
item,brloot_ammo_rocket,10,10,10,5,5,10,5,5,10,10,10,10,10,10,0,#common,# ammo,,,,3.1%,3.1%,1.6%,1.6%,0.2%,0.1%,0.1%,0.2%,0.2%,0.2%,0.2%,0.2%,3.0%,
item,brloot_equip_gasmask,100,0,100,100,100,100,100,100,100,100,100,100,100,101,0,#legendary,# gear,,,,0.0%,0.0%,0.0%,0.0%,3.9%,3.9%,3.8%,3.9%,3.9%,3.9%,3.9%,3.9%,3.7%,
item,brloot_offhand_atmine,10,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# lethal,,,,0.6%,0.6%,0.6%,0.6%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_claymore,10,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# lethal,,,,0.6%,0.6%,0.6%,0.6%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_c4,10,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# lethal,,,,0.7%,0.7%,0.7%,0.7%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,0.7%,
item,brloot_offhand_frag,10,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,1.0%,1.0%,1.0%,1.0%,2.0%,1.9%,1.9%,1.9%,1.9%,2.0%,1.9%,1.9%,0.9%,
item,brloot_offhand_molotov,10,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,1.0%,1.0%,1.0%,1.0%,2.0%,1.9%,1.9%,1.9%,1.9%,2.0%,1.9%,1.9%,0.9%,
item,brloot_offhand_semtex,10,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,1.0%,1.0%,1.0%,1.0%,2.0%,1.9%,1.9%,1.9%,1.9%,2.0%,1.9%,1.9%,0.9%,
item,brloot_offhand_thermite,10,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# lethal,,,,0.7%,0.7%,0.7%,0.7%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,1.4%,0.7%,
item,brloot_offhand_throwingknife,10,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# lethal,,,,1.0%,1.0%,1.0%,1.0%,2.0%,1.9%,1.9%,1.9%,1.9%,2.0%,1.9%,1.9%,0.9%,
item,brloot_offhand_throwingknife_fire,10,0,0,0,0,15,15,15,15,15,15,15,15,15,0,# epic,# lethal,,,,0.0%,0.0%,0.0%,0.0%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.8%,0.4%,
item,brloot_health_adrenaline,50,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# tactical,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.8%,1.9%,1.9%,1.9%,1.9%,1.9%,0.9%,
item,brloot_offhand_binoculars,50,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# tactical,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.8%,1.9%,1.9%,1.9%,1.9%,1.9%,0.9%,
item,brloot_offhand_concussion,50,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# tactical,,,,0.6%,0.6%,0.6%,0.6%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,0.6%,
item,brloot_offhand_decoy,50,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# tactical,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.8%,1.9%,1.9%,1.9%,1.9%,1.9%,0.9%,
item,brloot_offhand_flash,50,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# tactical,,,,0.6%,0.6%,0.6%,0.6%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,0.6%,
item,brloot_offhand_gas,50,45,45,45,45,35,35,35,35,35,35,35,35,35,0,# common,# tactical,,,,0.9%,0.9%,0.9%,0.9%,1.9%,1.9%,1.8%,1.9%,1.9%,1.9%,1.9%,1.9%,0.9%,
item,brloot_offhand_heartbeatsensor,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# tactical,,,,0.5%,0.5%,0.5%,0.5%,1.1%,1.1%,1.0%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_smoke,50,30,30,30,30,25,25,25,25,25,25,25,25,25,0,# uncommon,# tactical,,,,0.6%,0.6%,0.6%,0.6%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,1.3%,0.6%,
item,brloot_offhand_snapshot,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# tactical,,,,0.5%,0.5%,0.5%,0.5%,1.1%,1.1%,1.0%,1.1%,1.1%,1.1%,1.1%,1.1%,0.5%,
item,brloot_offhand_taccover,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# super,,,,0.9%,0.9%,0.9%,0.9%,4.8%,4.7%,4.7%,4.7%,4.7%,4.8%,4.7%,4.7%,0.6%,
item,brloot_offhand_trophysystem,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# super,,,,0.9%,0.9%,0.9%,0.9%,4.8%,4.7%,4.7%,4.7%,4.7%,4.8%,4.7%,4.7%,0.6%,
item,brloot_killstreak_recondrone,50,0,0,0,0,15,15,15,15,15,15,15,15,15,0,# epic,# super,,,,0.0%,0.0%,0.0%,0.0%,3.6%,3.6%,3.5%,3.6%,3.6%,3.6%,3.6%,3.6%,0.5%,
item,brloot_super_deadsilence,50,25,25,25,25,20,20,20,20,20,20,20,20,20,0,# rare,# super,,,,0.9%,0.9%,0.9%,0.9%,4.8%,4.7%,4.7%,4.7%,4.7%,4.8%,4.7%,4.7%,0.6%,
item,brloot_super_stoppingpower,50,0,0,0,0,5,5,5,5,5,5,5,5,5,0,# legendary,# super,,,,0.0%,0.0%,0.0%,0.0%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,0.2%,
item,brloot_super_munitionsbox,50,0,0,0,0,5,5,5,5,5,5,5,5,5,0,# legendary,# super,,,,0.0%,0.0%,0.0%,0.0%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,0.2%,
item,brloot_super_armorbox,50,0,0,0,0,5,5,5,5,5,5,5,5,5,0,# legendary,# super,,,,0.0%,0.0%,0.0%,0.0%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,0.2%,
item,brloot_offhand_advancedsupplydrop,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,# legendary,# super,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_weapon_ar_tango21_comm,20,69,69,69,69,0,0,0,0,0,0,0,0,0,0,# common,# weapon,tango21,ar,,1.6%,1.6%,1.6%,1.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
item,brloot_weapon_ar_tango21_unco,21,35,35,35,35,31,31,31,31,31,31,31,31,0,1,# uncommon,# weapon,tango21,ar,,0.8%,0.8%,0.8%,0.8%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.0%,
item,brloot_weapon_ar_tango21_rare,22,0,0,0,0,24,24,24,24,24,24,24,24,13,2,# rare,# weapon,tango21,ar,,0.0%,0.0%,0.0%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.3%,
item,brloot_weapon_ar_mike4_epic,23,0,0,0,0,8,8,8,8,8,8,8,8,16,3,# epic,# weapon,mike4,ar,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.4%,
item,brloot_weapon_ar_mike4_lege,24,0,0,0,0,3,3,3,3,3,3,3,3,22,4,# legendary,# weapon,mike4,ar,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.5%,
item,brloot_weapon_ar_falpha_epic,25,0,0,0,0,8,8,8,8,8,8,8,8,16,5,# epic,# weapon,falpha,ar,,0.0%,0.0%,0.0%,0.0%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.4%,
item,brloot_weapon_ar_falpha_lege,26,0,0,0,0,3,3,3,3,3,3,3,3,22,6,# legendary,# weapon,falpha,ar,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.5%,
