setchancecol,mp/loot/br/rebirth/lootset_global.csv,3,# global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_named_Location.csv,4,# named_Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_extra_plunder.csv,5,# extra_plunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_superstore.csv,6,# superstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_cache_base.csv,7,# cache_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_cache_lege.csv,8,# cache_lege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_cache_pe_chop.csv,9,# cache_pe_chop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_contract_asn.csv,10,# contract_asn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_contract_dom.csv,11,# contract_dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_contract_scav1.csv,12,# contract_scav1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_contract_scav2.csv,13,# contract_scav2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_contract_scav3.csv,14,# contract_scav3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_bunkers.csv,15,# bunkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_empty.csv,16,# N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_cache_reusable1.csv,17,# cache_reusable1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_cache_reusable2.csv,18,# cache_reusable2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/rebirth/lootset_cache_reusable3.csv,19,# cache_reusable3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,33,33,33,33,2,2,2,2,2,2,2,2,33,0,2,2,2,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,health,,15,15,15,15,31,31,31,31,31,31,31,31,10,0,31,31,31,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,plunder,,15,15,15,15,2,2,2,2,2,2,2,2,15,0,2,2,2,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,killstreak,,1,1,1,1,3,3,3,3,3,3,3,3,5,0,3,3,3,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,lethal,,7,7,7,7,14,14,14,14,14,14,14,14,7,0,14,14,14,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,tactical,,7,7,7,7,14,14,14,14,14,14,14,14,7,0,14,14,14,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,super,,3,3,3,3,22,22,22,22,22,22,22,22,3,0,22,22,22,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,weapon,,25,25,25,25,7,7,7,7,7,7,7,7,25,0,7,7,7,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,gear,,1,1,1,1,3,3,3,3,3,3,3,3,3,0,3,3,3,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,tablet,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
chance,keycard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
