include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,
include,omnvars/mp/omnvars_tac_ops_map.csv,,,,,,,
ui_num_dom_flags,1,,g,i,3,0,5,
ui_br_altimeter_horizontal_speed,1,,c,i,0,0,999,
ui_br_altimeter_vertical_speed,1,,c,i,0,0,999,
ui_br_altimeter_height,1,,c,f,0,0,1,
ui_br_altimeter_state,1,,c,i,0,0,2,
ui_br_altimeter_c130_height,1,,g,i,24000,0,32767,
ui_br_altimeter_sea_height,1,,g,i,0,-8000,8000,
ui_br_altimeter_deploy_height,1,,c,i,0,0,32767,
ui_arm_squadmember_0,1,,c,i,-1,-1,8191,
ui_arm_squadmember_1,1,,c,i,-1,-1,8191,
ui_arm_squadmember_2,1,,c,i,-1,-1,8191,
ui_arm_squadmember_3,1,,c,i,-1,-1,8191,
ui_arm_respawnTimerActive,1,,c,i,0,0,1,
ui_arm_dominatingTeam,1,,g,i,-1,-1,2,
