include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,
include,omnvars/mp/omnvars_overtime.csv,,,,,,,
ui_arena_allies_health,1,,g,i,0,0,2400,
ui_arena_axis_health,1,,g,i,0,0,2400,
ui_arena_allies_health_max,1,,g,i,100,0,2400,
ui_arena_axis_health_max,1,,g,i,100,0,2400,
ui_wincondition,1,,g,i,0,0,3,
ui_arena_en_primary,1,,c,i,-1,-1,99,
ui_arena_en_secondary,1,,c,i,-1,-1,99,
ui_arena_en_lethal,1,,c,i,-1,-1,99,
ui_arena_en_tactical,1,,c,i,-1,-1,99,
ui_arena_en_perk,1,,c,i,-1,-1,99,
ui_player_notify_loadout,1,,c,n,0,,,
ui_arena_loadout_type,1,,g,i,2,0,15,
ui_arena_vs_intro,1,,c,b,0,0,1,
ui_arena_vs_intro_show,1,,c,b,0,0,1,
ui_arena_primaryVariantID,1,,g,i,-1,-1,31,
ui_arena_secondaryVariantID,1,,g,i,-1,-1,31,
ui_squad_data,1,,c,i,0,0,8192,
ui_arm_squadmember_0,1,,c,i,-1,-1,8191,
ui_arm_squadmember_1,1,,c,i,-1,-1,8191,
ui_arm_squadmember_2,1,,c,i,-1,-1,8191,
ui_arm_squadmember_3,1,,c,i,-1,-1,8191,
