include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,,
zm_ui_player_in_afterlife_arcade,1,,c,b,0,,,,
zm_ui_player_playing_ghost_arcade,1,,c,b,0,,,,
zm_ui_show_ghost_arcade_scores,1,,c,i,-1,-1,2,,
zm_ui_ghost_arcade_message,1,,c,i,0,0,10,,
zm_ui_num_targets_escaped,1,,c,i,0,0,9999,,
zom_escape_gate_score,1,,g,i,0,0,100000000,,
zom_escape_gate_percent,1,,g,f,0,0,100000000,,
zom_escape_combo_splash,1,,c,i,0,0,100,,
zom_entangler_progress_percent,1,,c,f,0,0,1,1,
zom_escape_combo_multiplier,1,,g,f,0,0,9999,,
zm_lostandfound_target,1,,c,e,,,,,
zm_lostandfound_timer,1,,c,f,0,0,1,1,
zm_neil_progress,1,,g,f,0,0,1,1,
zm_coaster_hiscore_p3,1,,g,i,-1,-1,1000000000,,
zm_coaster_hiscore_p4,1,,g,i,-1,-1,1000000000,,
zm_coaster_pic_p1,1,,g,i,-1,-1,10,,
zm_coaster_pic_p2,1,,g,i,-1,-1,10,,
zm_coaster_pic_p3,1,,g,i,-1,-1,10,,
zm_coaster_pic_p4,1,,g,i,-1,-1,10,,
zombie_coaster_ticket_earned,1,,c,i,-1,-1,1000000000,,
zombie_arcade_skeeball_score_1,1,,g,i,0,0,1000000000,,
zombie_arcade_skeeball_balls_1,1,,g,i,0,0,1000000000,,
zombie_arcade_clowntooth_power_1,1,,g,i,0,0,1,,
zombie_arcade_clowntooth_score_1,1,,g,i,0,0,100,,
zombie_arcade_clowntooth_balls,1,,g,i,0,0,1000000000,,
zombie_arcade_clowntooth_power_2,1,,g,i,0,0,1,,
zombie_arcade_clowntooth_score_2,1,,g,i,0,0,100,,
zombie_afterlife_clowntooth_balls,1,,g,i,0,0,1000000000,,
zombie_arcade_skeeball_power_1,1,,g,i,0,0,1000000000,,
zm_card1_drain,1,,c,f,0,0,1,1,
zm_card2_drain,1,,c,f,0,0,1,1,
zm_card3_drain,1,,c,f,0,0,1,1,
zm_card4_drain,1,,c,f,0,0,1,1,
zm_card5_drain,1,,c,f,0,0,1,1,
zm_card_selection_count,1,,c,a,0,0,20,,
zm_speaker_defense_timer,1,,g,i,0,0,240,1,
zm_speaker_defense_health,1,,g,f,0,0,1,1,
zm_num_ghost_n_skull_coin,1,,g,i,0,-1,7,,
zm_arcade_emulator,1,,c,s,arcade_off,,,,
zm_players_souvenir_piece_index,1,,g,a,0,0,255,,
zm_mule_munchies_weapon_icon,1,,c,i,0,0,10,1,
zombie_arcade_widget,1,,c,i,0,0,1,,
zm_secondary_quest_pieces,1,,g,a,0,0,32,,
zm_challenges_completed,1,,c,a,0,0,32,,
zm_charms_active,1,,c,a,0,0,32,,
zm_ui_dialpad_0,1,,c,i,0,0,12,,
zm_ui_dialpad_1,1,,c,i,0,-1,9999999,,
zm_ui_dialpad_2,1,,c,i,0,0,12,,
zm_ui_dialpad_3,1,,c,i,0,0,12,,
zm_ui_dialpad_4,1,,c,i,0,0,12,,
zm_ui_dialpad_5,1,,c,i,0,0,12,,
zm_ui_dialpad_6,1,,c,i,0,0,12,,
zm_ui_dialpad_7,1,,c,i,0,0,12,,
zm_ui_dialpad_8,1,,c,i,0,0,12,,
zm_ui_dialpad_9,1,,c,i,0,0,12,,
