Name,Secondary,FileSpec,
weap_pisemiauto_dryfire_npc,,,
weap_pisemiauto_fire_npc,,weap_pisemiauto_fire_npc_mech,
weap_pisemiauto_fire_npc,,weap_pisemiauto_fire_npc_mech,
weap_pisemiauto_fire_npc,,weap_pisemiauto_fire_npc_mech,
weap_pisemiauto_fire_npc,,weap_pisemiauto_fire_npc_mech,
weap_pisemiauto_fire_npc,,weap_pisemiauto_fire_npc_mech,
weap_pisemiauto_fire_npc,,weap_pisemiauto_fire_npc_mech,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_atmo,,,
weap_pisemiauto_fire_npc_dist,,weap_pisemiauto_fire_npc_dist_atmo,
weap_pisemiauto_fire_npc_dist,,weap_pisemiauto_fire_npc_dist_atmo,
weap_pisemiauto_fire_npc_dist,,weap_pisemiauto_fire_npc_dist_atmo,
weap_pisemiauto_fire_npc_dist,,weap_pisemiauto_fire_npc_dist_atmo,
weap_pisemiauto_fire_npc_dist,,weap_pisemiauto_fire_npc_dist_atmo,
weap_pisemiauto_fire_npc_dist,,weap_pisemiauto_fire_npc_dist_atmo,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_dist_atmo,,,
weap_pisemiauto_fire_npc_far,,weap_pisemiauto_fire_npc_far_atmo,
weap_pisemiauto_fire_npc_far,,weap_pisemiauto_fire_npc_far_atmo,
weap_pisemiauto_fire_npc_far,,weap_pisemiauto_fire_npc_far_atmo,
weap_pisemiauto_fire_npc_far,,weap_pisemiauto_fire_npc_far_atmo,
weap_pisemiauto_fire_npc_far,,weap_pisemiauto_fire_npc_far_atmo,
weap_pisemiauto_fire_npc_far,,weap_pisemiauto_fire_npc_far_atmo,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_far_atmo,,,
weap_pisemiauto_fire_npc_lfe,,,
weap_pisemiauto_fire_npc_mech,,weap_pisemiauto_fire_npc_lfe,
weap_pisemiauto_fire_npc_mech,,weap_pisemiauto_fire_npc_lfe,
weap_pisemiauto_fire_npc_mech,,weap_pisemiauto_fire_npc_lfe,
weap_pisemiauto_fire_npc_mech,,weap_pisemiauto_fire_npc_lfe,
weap_pisemiauto_fire_npc_mech,,weap_pisemiauto_fire_npc_lfe,
weap_pisemiauto_fire_npc_mech,,weap_pisemiauto_fire_npc_lfe,
weap_pisemiauto_fire_npc_med,,weap_pisemiauto_fire_npc_med_atmo,
weap_pisemiauto_fire_npc_med,,weap_pisemiauto_fire_npc_med_atmo,
weap_pisemiauto_fire_npc_med,,weap_pisemiauto_fire_npc_med_atmo,
weap_pisemiauto_fire_npc_med,,weap_pisemiauto_fire_npc_med_atmo,
weap_pisemiauto_fire_npc_med,,weap_pisemiauto_fire_npc_med_atmo,
weap_pisemiauto_fire_npc_med,,weap_pisemiauto_fire_npc_med_atmo,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_fire_npc_med_atmo,,,
weap_pisemiauto_sup_npc,,weap_pisemiauto_sup_npc_mech,
weap_pisemiauto_sup_npc,,weap_pisemiauto_sup_npc_mech,
weap_pisemiauto_sup_npc,,weap_pisemiauto_sup_npc_mech,
weap_pisemiauto_sup_npc,,weap_pisemiauto_sup_npc_mech,
weap_pisemiauto_sup_npc,,weap_pisemiauto_sup_npc_mech,
weap_pisemiauto_sup_npc,,weap_pisemiauto_sup_npc_mech,
weap_pisemiauto_sup_npc_atmo,,,
weap_pisemiauto_sup_npc_atmo,,,
weap_pisemiauto_sup_npc_atmo,,,
