480000,veh_atv_camo_001,2,0,0,4000,0,
480001,veh_atv_camo_002,2,0,0,0,0,
480002,veh_atv_camo_003,3,0,0,0,0,
480003,veh_atv_camo_004,4,0,0,0,0,
480004,veh_atv_camo_005,3,0,0,4000,0,
480005,veh_atv_camo_006,2,0,0,0,0,
480006,veh_atv_camo_007,3,0,0,0,0,
480007,veh_atv_camo_008,4,0,0,0,0,
480008,veh_atv_camo_009,2,0,0,3000,0,
480009,veh_atv_camo_010,2,0,0,0,0,
480010,veh_atv_camo_011,3,0,0,6000,0,
480011,veh_atv_camo_012,3,0,0,5000,0,
480012,veh_atv_camo_013,3,0,0,5000,0,
480013,veh_atv_camo_014,2,0,0,5000,0,
480014,veh_atv_camo_015,3,0,0,5000,0,
480015,veh_atv_camo_016,3,0,0,5000,0,
480016,veh_atv_camo_017,4,0,0,4000,0,
480017,veh_atv_camo_018,3,0,0,3000,0,
480018,veh_atv_camo_019,3,0,0,3000,0,
480019,veh_atv_camo_020,2,0,0,3000,0,
480020,veh_jeep_camo_001,3,0,0,6000,0,
480021,veh_jeep_camo_002,2,0,0,0,0,
480022,veh_jeep_camo_003,3,0,0,0,0,
480023,veh_jeep_camo_004,4,0,0,0,0,
480024,veh_jeep_camo_005,1,0,0,0,0,
480025,veh_jeep_camo_006,2,0,0,0,0,
480026,veh_jeep_camo_007,3,0,0,6000,0,
480027,veh_jeep_camo_008,2,0,0,3000,0,
480028,veh_jeep_camo_009,4,0,0,5000,0,
480029,veh_jeep_camo_010,4,0,0,5000,0,
480030,veh_jeep_camo_011,3,0,0,5000,0,
480031,veh_jeep_camo_012,3,0,0,3000,0,
480032,veh_jeep_camo_013,4,0,0,6000,0,
480033,veh_jeep_camo_014,3,0,0,5000,0,
480034,veh_jeep_camo_015,3,0,0,5000,0,
480035,veh_jeep_camo_016,4,0,0,0,0,
480036,veh_jeep_camo_017,3,0,0,4001,0,
480037,veh_jeep_camo_018,3,0,0,4000,0,
480038,veh_jeep_camo_019,3,0,0,4000,0,
480039,veh_jeep_camo_020,3,0,0,3000,0,
480040,veh_tac_rover_camo_001,3,0,0,4000,0,
480041,veh_tac_rover_camo_002,2,0,0,0,0,
480042,veh_tac_rover_camo_003,3,0,0,0,0,
480043,veh_tac_rover_camo_004,4,0,0,0,0,
480044,veh_tac_rover_camo_005,1,0,0,0,0,
480045,veh_tac_rover_camo_006,3,0,0,3000,0,
480046,veh_tac_rover_camo_007,3,0,0,6000,0,
480047,veh_tac_rover_camo_008,3,0,0,5000,0,
480048,veh_tac_rover_camo_009,3,0,0,4001,0,
480049,veh_tac_rover_camo_010,3,0,0,3000,0,
480050,veh_tac_rover_camo_011,4,0,0,5000,0,
480051,veh_tac_rover_camo_012,3,0,0,3000,0,
480052,veh_tac_rover_camo_013,3,0,0,5000,0,
480053,veh_tac_rover_camo_014,3,0,0,5000,0,
480054,veh_tac_rover_camo_015,2,0,0,4001,0,
480055,veh_tac_rover_camo_016,3,0,0,5000,0,
480056,veh_tac_rover_camo_017,3,0,0,4001,0,
480057,veh_tac_rover_camo_018,3,0,0,3000,0,
480058,veh_tac_rover_camo_019,4,0,0,4000,0,
480059,veh_tac_rover_camo_020,4,0,0,4000,0,
480060,veh_cargo_truck_camo_001,1,0,0,0,0,
480061,veh_cargo_truck_camo_002,2,0,0,0,0,
480062,veh_cargo_truck_camo_003,4,0,0,6000,0,
480063,veh_cargo_truck_camo_004,2,0,0,4000,0,
480064,veh_cargo_truck_camo_005,4,0,0,6000,0,
480065,veh_cargo_truck_camo_006,2,0,0,0,0,
480066,veh_cargo_truck_camo_007,4,0,0,5000,0,
480067,veh_cargo_truck_camo_008,3,0,0,5000,0,
480068,veh_cargo_truck_camo_009,3,0,0,5000,0,
480069,veh_cargo_truck_camo_010,3,0,0,4001,0,
480070,veh_cargo_truck_camo_011,2,0,0,3000,0,
480071,veh_cargo_truck_camo_012,4,0,0,5000,0,
480072,veh_cargo_truck_camo_013,3,0,0,5000,0,
480073,veh_cargo_truck_camo_014,3,0,0,4001,0,
480074,veh_cargo_truck_camo_015,3,0,0,3000,0,
480075,veh_cargo_truck_camo_016,3,0,0,4001,0,
480076,veh_cargo_truck_camo_017,3,0,0,4001,0,
480077,veh_cargo_truck_camo_018,3,0,0,4000,0,
480078,veh_cargo_truck_camo_019,3,0,0,4000,0,
480079,veh_cargo_truck_camo_020,4,0,0,3000,0,
480080,veh_little_bird_camo_001,3,0,0,3000,0,
480081,veh_little_bird_camo_002,2,0,0,0,0,
480082,veh_little_bird_camo_003,3,0,0,0,0,
480083,veh_little_bird_camo_004,3,0,0,6000,0,
480084,veh_little_bird_camo_005,3,0,0,6000,0,
480085,veh_little_bird_camo_006,2,0,0,0,0,
480086,veh_little_bird_camo_007,3,0,0,5000,0,
480087,veh_little_bird_camo_008,2,0,0,5000,0,
480088,veh_little_bird_camo_009,3,0,0,5000,0,
480089,veh_little_bird_camo_010,3,0,0,5000,0,
480090,veh_little_bird_camo_011,3,0,0,5000,0,
480091,veh_little_bird_camo_012,3,0,0,4000,0,
480092,veh_little_bird_camo_013,4,0,0,5000,0,
480093,veh_little_bird_camo_014,3,0,0,5000,0,
480094,veh_little_bird_camo_015,3,0,0,4001,0,
480095,veh_little_bird_camo_016,3,0,0,4000,0,
480096,veh_little_bird_camo_017,3,0,0,3000,0,
480097,veh_little_bird_camo_018,3,0,0,4000,0,
480098,veh_little_bird_camo_019,2,0,0,4000,0,
480099,veh_little_bird_camo_020,3,0,0,3000,0,
480100,veh_apc_camo_001,1,0,0,0,0,
480101,veh_apc_camo_002,2,0,0,0,0,
480102,veh_apc_camo_003,3,0,0,0,0,
480103,veh_apc_camo_004,4,0,0,0,0,
480104,veh_apc_camo_005,1,0,0,0,0,
480105,veh_apc_camo_006,2,0,0,0,0,
480106,veh_apc_camo_007,3,0,0,0,0,
480107,veh_apc_camo_008,4,0,0,0,0,
480108,veh_apc_camo_009,1,0,0,0,0,
480109,veh_apc_camo_010,2,0,0,0,0,
480110,veh_apc_camo_011,3,0,0,0,0,
480111,veh_apc_camo_012,4,0,0,0,0,
480112,veh_apc_camo_013,1,0,0,0,0,
480113,veh_apc_camo_014,2,0,0,0,0,
480114,veh_apc_camo_015,3,0,0,0,0,
480115,veh_apc_camo_016,4,0,0,0,0,
480116,veh_apc_camo_017,1,0,0,0,0,
480117,veh_apc_camo_018,2,0,0,0,0,
480118,veh_apc_camo_019,3,0,0,5000,0,
480119,veh_apc_camo_020,3,0,0,3000,0,
480120,veh_tank_west_camo_001,1,0,0,0,0,
480121,veh_tank_west_camo_002,2,0,0,0,0,
480122,veh_tank_west_camo_003,3,0,0,0,0,
480123,veh_tank_west_camo_004,4,0,0,0,0,
480124,veh_tank_west_camo_005,1,0,0,0,0,
480125,veh_tank_west_camo_006,2,0,0,0,0,
480126,veh_tank_west_camo_007,3,0,0,0,0,
