1039000,acog,0,0,0,0,,,,,,,,,,,
1039001,acoglight,0,0,0,0,,,,,,,,,,,
1039002,acog2,0,0,0,0,176,6,179,5,,,,,,,
1039003,acog2light,0,0,0,0,,,,,,,,,,,
1039004,reflex,0,0,0,0,,,,,,,,,,,
1039005,reflexlight,0,0,0,0,,,,,,,,,,,
1039006,reflex2,0,0,0,0,,,,,,,,,,,
1039007,reflex2light,0,0,0,0,,,,,,,,,,,
1039008,reflex3,0,0,0,0,329,6,,,,,,,,,
1039009,reflex3light,0,0,0,0,,,,,,,,,,,
1039010,reflex4,0,0,0,0,,,,,,,,,,,
1039011,reflex4light,0,0,0,0,,,,,,,,,,,
1039012,reflexmini,0,0,0,0,,,,,,,,,,,
1039013,reflexmini2,0,0,0,0,330,5,384,3,604,9,,,,,
1039014,reflexmini3,0,0,0,0,,,,,,,,,,,
1039015,holo,0,0,0,0,328,9,,,,,,,,,
1039016,hololight,0,0,0,0,,,,,,,,,,,
1039017,holo2,0,0,0,0,177,2,,,,,,,,,
1039018,holo2light,0,0,0,0,,,,,,,,,,,
1039019,thermal,0,0,0,0,,,,,,,,,,,
1039020,thermal2,0,0,0,0,,,,,,,,,,,
1039021,thermalvz,0,0,0,0,,,,,,,,,,,
1039022,thermal2vz,0,0,0,0,,,,,,,,,,,
1039023,hybrid,0,0,0,0,,,,,,,,,,,
1039024,hybridlight,0,0,0,0,,,,,,,,,,,
1039025,hybrid2,0,0,0,0,,,,,,,,,,,
1039026,hybrid2light,0,0,0,0,,,,,,,,,,,
1039027,hybrid3,0,0,0,0,383,2,603,4,,,,,,,
1039028,hybrid3light,0,0,0,0,,,,,,,,,,,
1039029,hybrid4,0,0,0,0,,,,,,,,,,,
1039030,hybrid4light,0,0,0,0,,,,,,,,,,,
1039031,ironsight,0,0,0,0,,,,,,,,,,,
1039032,ironsdefault,0,0,0,0,,,,,,,,,,,
1039033,vzscope,0,0,0,0,,,,,,,,,,,
1039034,silencer,0,0,0,0,603,2,,,,,,,,,
1039035,silencer2,0,0,0,0,602,1,,,,,,,,,
1039036,silencer3,0,0,0,0,330,2,383,3,,,,,,,
1039037,gripvert,0,0,0,0,177,3,917,8,,,,,,,
1039038,gripang,0,0,0,0,176,4,605,12,,,,,,,
1039039,gripangpro,0,0,0,0,601,4,,,,,,,,,
1039040,gripcust,0,0,0,0,329,1,331,2,1115,3,,,,,
1039041,gripdefault,0,0,0,0,,,,,,,,,,,
1039042,gripcust2,0,0,0,0,,,,,,,,,,,
1039043,bipod,0,0,0,0,918,1,,,,,,,,,
1039044,gl,0,0,0,0,,,,,,,,,,,
1039045,glsmoke,0,0,0,0,,,,,,,,,,,
1039046,glgas,0,0,0,0,,,,,,,,,,,
1039047,glconc,0,0,0,0,,,,,,,,,,,
1039048,akimbo,0,0,0,0,,,,,,,,,,,
1039049,fmj,0,0,0,0,,,,,,,,,,,
1039050,xmags,0,0,0,0,177,1,179,2,605,3,,,,,
1039051,drums,0,0,0,0,384,2,604,3,,,,,,,
1039052,vertmags,0,0,0,0,,,,,,,,,,,
1039053,laser,0,0,0,0,601,6,,,,,,,,,
1039054,laserir,0,0,0,0,,,,,,,,,,,
1039055,laserrange,0,0,0,0,328,6,917,9,,,,,,,
1039056,laserbalanced,0,0,0,0,329,12,1115,13,,,,,,,
1039057,laserads,0,0,0,0,,,,,,,,,,,
1039058,stockl,0,0,0,0,177,1,601,2,1115,3,,,,,
1039059,stockh,0,0,0,0,328,1,331,3,383,2,603,4,,,
1039060,stocks,0,0,0,0,329,3,384,4,602,6,604,5,,,
1039061,stockno,0,0,0,0,330,1,605,3,918,2,,,,,
1039062,stockfold,0,0,0,0,,,,,,,,,,,
1039063,stockcust,0,0,0,0,,,,,,,,,,,
1039064,bolt,0,0,0,0,,,,,,,,,,,
1039065,calsmg,0,0,0,0,,,,,,,,,,,
1039066,calsmgdrums,0,0,0,0,,,,,,,,,,,
1039067,calar,0,0,0,0,,,,,,,,,,,
1039068,calsnpr,0,0,0,0,,,,,,,,,,,
1039069,calcust,0,0,0,0,,,,,,,,,,,
1039070,calcust2,0,0,0,0,,,,,,,,,,,
1039071,barlong,0,0,0,0,178,1,330,2,603,4,918,3,,,
1039072,barmid,0,0,0,0,331,4,383,2,602,3,1115,5,,,
1039073,barshort,0,0,0,0,179,1,384,2,601,4,604,3,,,
1039074,barshortnoguard,0,0,0,0,,,,,,,,,,,
1039075,barcust,0,0,0,0,,,,,,,,,,,
1039076,barcust2,0,0,0,0,,,,,,,,,,,
1039077,triggripcust,0,0,0,0,,,,,,,,,,,
1039078,triggrip,0,0,0,0,,,,,,,,,,,
1039079,trigcust,0,0,0,0,,,,,,,,,,,
1039080,trigcust02,0,0,0,0,,,,,,,,,,,
1039081,trigcust03,0,0,0,0,,,,,,,,,,,
1039082,trig,0,0,0,0,,,,,,,,,,,
1039083,melee,0,0,0,0,,,,,,,,,,,
1039084,brake,0,0,0,0,176,4,178,1,,,,,,,
1039085,comp,0,0,0,0,331,13,,,,,,,,,
1039086,choke,0,0,0,0,,,,,,,,,,,
1039087,linearbrake,0,0,0,0,,,,,,,,,,,
1039088,rack,0,0,0,0,,,,,,,,,,,
1039089,strap,0,0,0,0,,,,,,,,,,,
1039090,semi,0,0,0,0,,,,,,,,,,,
1039091,burst,0,0,0,0,,,,,,,,,,,
1039092,auto,0,0,0,0,,,,,,,,,,,
1039093,griprear,0,0,0,0,,,,,,,,,,,
1039094,done,0,0,0,0,,,,,,,,,,,
1039095,scope,0,0,0,0,331,1,,,,,,,,,
1039096,scopenvg,0,0,0,0,,,,,,,,,,,
1039097,scopenorail,0,0,0,0,,,,,,,,,,,
1039098,toprailcust,0,0,0,0,,,,,,,,,,,
1039099,recstocks,0,0,0,0,,,,,,,,,,,
1039100,recstockl,0,0,0,0,,,,,,,,,,,
1039101,recstockh,0,0,0,0,,,,,,,,,,,
1039102,adsmove,0,0,0,0,,,,,,,,,,,
1039103,adsidle,0,0,0,0,,,,,,,,,,,
1039104,bling,0,0,0,0,,,,,,,,,,,
1039105,crouchrecoil,0,0,0,0,,,,,,,,,,,
1039106,fastswap,0,0,0,0,,,,,,,,,,,
1039107,fastreload,0,0,0,0,,,,,,,,,,,
1039108,flinch,0,0,0,0,,,,,,,,,,,
1039109,hipaim,0,0,0,0,,,,,,,,,,,
1039110,maxammo,0,0,0,0,,,,,,,,,,,
1039111,gunperk_semi,0,0,0,0,,,,,,,,,,,
1039112,gunperk_auto,0,0,0,0,,,,,,,,,,,
1039113,gunperk_burst,0,0,0,0,,,,,,,,,,,
1039114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,
1039115,gunperk_recoil,0,0,0,0,,,,,,,,,,,
1039116,gunperk_rof,0,0,0,0,,,,,,,,,,,
1039117,gunperk_adsup,0,0,0,0,,,,,,,,,,,
1039118,gunperk_xmags,0,0,0,0,,,,,,,,,,,
1039119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,
1039120,gunperk_range,0,0,0,0,,,,,,,,,,,
1039121,gunperk_stalker,0,0,0,0,,,,,,,,,,,
1039122,muzzlestable,0,0,0,0,,,,,,,,,,,
1039123,muzzlestable2,0,0,0,0,,,,,,,,,,,
1039124,flashhider,0,0,0,0,,,,,,,,,,,
1039125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,
1039126,gunperk_burst4,0,0,0,0,,,,,,,,,,,
1039127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,
1039128,gunperk_xp,0,0,0,0,,,,,,,,,,,
1039129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,
1039130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,
1039131,gunperk_callout,0,0,0,0,,,,,,,,,,,
1039132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,
1039133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,
1039134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,
1039135,gunperk_marksman,0,0,0,0,,,,,,,,,,,
1039136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,
1039137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,
1039138,ammomod_impact,0,0,0,0,,,,,,,,,,,
1039139,ammomod_slow,0,0,0,0,,,,,,,,,,,
1039140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,
1039141,ammomod_wound,0,0,0,0,,,,,,,,,,,
1039142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,
1039143,ammomod_762,0,0,0,0,,,,,,,,,,,
1039144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,
1039145,xmagslrg,0,0,0,0,,,,,,,,,,,
1039146,gripvertpro,0,0,0,0,178,2,,,,,,,,,
1039147,reargrip,0,0,0,0,,,,,,,,,,,
1039148,pistolgrip01,0,0,0,0,328,2,,,,,,,,,
1039149,pistolgrip02,0,0,0,0,329,2,330,1,384,3,603,5,604,4,
1039150,pistolgrip03,0,0,0,0,917,1,,,,,,,,,
1039151,pistolgrip04,0,0,0,0,,,,,,,,,,,
1039152,pistolgrip05,0,0,0,0,,,,,,,,,,,
1039153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,
1039154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,
1039155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,
1039156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,
1039157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,
1039158,ubshtgn,0,0,0,0,,,,,,,,,,,
1039159,ubshtgn02,0,0,0,0,,,,,,,,,,,
1039160,gloves01,0,0,0,0,,,,,,,,,,,
1039161,gloves02,0,0,0,0,,,,,,,,,,,
1039162,magrelease,0,0,0,0,,,,,,,,,,,
1039163,hammer01,0,0,0,0,,,,,,,,,,,
1039164,hammer02,0,0,0,0,,,,,,,,,,,
1039165,hammer03,0,0,0,0,,,,,,,,,,,
1039166,hammer04,0,0,0,0,,,,,,,,,,,
1039167,guard,0,0,0,0,,,,,,,,,,,
1039168,mod_infil,0,0,0,0,,,,,,,,,,,
1039169,acog3,0,0,0,0,602,5,,,,,,,,,
1039170,holo3,0,0,0,0,,,,,,,,,,,
1039171,meleeub,0,0,0,0,,,,,,,,,,,
1039172,melee2,0,0,0,0,918,1,,,,,,,,,
1039173,barcustnoguard,0,0,0,0,,,,,,,,,,,
1039174,stockcomb,0,0,0,0,,,,,,,,,,,
1039175,glflash,0,0,0,0,,,,,,,,,,,
1039176,glincendiary,0,0,0,0,,,,,,,,,,,
1039177,glsemtex,0,0,0,0,,,,,,,,,,,
1039178,glsnap,0,0,0,0,,,,,,,,,,,
1039179,guardheavy,0,0,0,0,,,,,,,,,,,
1039180,guardcust,0,0,0,0,,,,,,,,,,,
1039181,guardlight,0,0,0,0,,,,,,,,,,,
1039182,pistolgrip06,0,0,0,0,,,,,,,,,,,
1039183,silencer4,0,0,0,0,,,,,,,,,,,
1039184,barsil,0,0,0,0,,,,,,,,,,,
1039185,barsil2,0,0,0,0,,,,,,,,,,,
1039186,cablel,0,0,0,0,,,,,,,,,,,
1039187,cableh,0,0,0,0,,,,,,,,,,,
1039188,cabletac,0,0,0,0,,,,,,,,,,,
1039189,reflex5,0,0,0,0,,,,,,,,,,,
1039190,acog4,0,0,0,0,,,,,,,,,,,
1039191,bolt2,0,0,0,0,,,,,,,,,,,
1039192,bolt3,0,0,0,0,,,,,,,,,,,
1039193,bolt4,0,0,0,0,,,,,,,,,,,
1039194,smags,0,0,0,0,,,,,,,,,,,
1039195,vertmags2,0,0,0,0,,,,,,,,,,,
1039196,calcustmags2,0,0,0,0,,,,,,,,,,,
1039197,calcustmags,0,0,0,0,,,,,,,,,,,
1039198,barextra,0,0,0,0,,,,,,,,,,,
1039199,thermal3,0,0,0,0,,,,,,,,,,,
1039200,bolthvy,0,0,0,0,,,,,,,,,,,
1039201,boltl,0,0,0,0,,,,,,,,,,,
1039202,bolttac,0,0,0,0,,,,,,,,,,,
1039203,barcust3,0,0,0,0,,,,,,,,,,,
1039204,front,0,0,0,0,,,,,,,,,,,
1039205,fastmags,0,0,0,0,,,,,,,,,,,
1039206,fastmags2,0,0,0,0,,,,,,,,,,,
1039207,smags2,0,0,0,0,,,,,,,,,,,
1039208,lasermix,0,0,0,0,,,,,,,,,,,
1039209,lasermix2,0,0,0,0,,,,,,,,,,,
1039210,vzscope3,0,0,0,0,,,,,,,,,,,
