90000,acogdef,0,0,0,0,2,
90001,phasedef,0,0,0,0,2,
90002,hybriddef,0,0,0,0,2,
90003,reflexdef,0,0,0,0,2,
90004,thermaldef,0,0,0,0,2,
90005,vzscopedef,0,0,0,0,2,
90006,oscopedef,0,0,0,0,2,
90007,ret01,0,0,0,0,2,
90008,ret02,0,0,0,0,2,
90009,ret03,0,0,0,0,2,
90010,ret04,0,0,0,0,2,
90011,ret05,0,0,0,0,2,
90012,ret06,0,0,0,0,2,
90013,ret07,0,0,0,0,2,
90014,ret08,0,0,0,0,2,
90015,ret09,0,0,0,0,2,
90016,ret10,0,0,0,0,2,
90017,ret11,0,0,0,0,2,
90018,ret12,0,0,0,0,2,
90019,ret13,0,0,0,0,2,
90020,ret14,0,0,0,0,2,
90021,ret15,0,0,0,0,2,
90022,ret16,0,0,0,0,2,
90023,ret17,0,0,0,0,2,
90024,ret18,0,0,0,0,2,
90025,ret19,0,0,0,0,2,
90026,ret20,0,0,0,0,2,
90027,ret21,0,0,0,0,2,
90028,ret22,0,0,0,0,2,
90029,ret23,0,0,0,0,2,
90030,ret24,0,0,0,0,2,
90031,ret25,0,0,0,0,2,
90032,ret26,0,0,0,0,2,
90033,ret27,0,0,0,0,2,
90034,ret28,0,0,0,0,2,
90035,ret29,0,0,0,0,2,
90036,ret30,0,0,0,0,2,
90037,ret31,0,0,0,0,2,
90038,ret32,0,0,0,0,2,
90039,ret33,0,0,0,0,2,
90040,ret34,0,0,0,0,2,
90041,ret35,0,0,0,0,2,
90042,ret36,0,0,0,0,2,
90043,ret37,0,0,0,0,2,
90044,ret38,0,0,0,0,2,
90045,ret39,0,0,0,0,2,
90046,ret40,0,0,0,0,2,
90047,ret41,0,0,0,0,2,
90048,ret42,0,0,0,0,2,
90049,ret43,0,0,0,0,2,
90050,ret44,0,0,0,0,2,
90051,ret45,0,0,0,0,2,
90052,ret46,0,0,0,0,2,
90053,ret47,0,0,0,0,2,
90054,ret48,0,0,0,0,2,
90055,ret49,0,0,0,0,2,
90056,ret50,0,0,0,0,2,
90057,retsnpr01,0,0,0,0,2,
90058,retsnpr02,0,0,0,0,2,
90059,retsnpr03,0,0,0,0,2,
90060,retsnpr04,0,0,0,0,2,
90061,retsnpr05,0,0,0,0,2,
90062,retsnpr06,0,0,0,0,2,
90063,retsnpr07,0,0,0,0,2,
90064,retsnpr08,0,0,0,0,2,
90065,retsnpr09,0,0,0,0,2,
90066,retsnpr10,0,0,0,0,2,
90067,retsnpr11,0,0,0,0,2,
90068,retsnpr12,0,0,0,0,2,
90069,retsnpr13,0,0,0,0,2,
90070,retsnpr14,0,0,0,0,2,
90071,retsnpr15,0,0,0,0,2,
90072,retsnpr16,0,0,0,0,2,
90073,retsnpr17,0,0,0,0,2,
90074,retsnpr18,0,0,0,0,2,
90075,retsnpr19,0,0,0,0,2,
90076,retsnpr20,0,0,0,0,2,
90077,retsnpr21,0,0,0,0,2,
90078,retsnpr22,0,0,0,0,2,
90079,retsnpr23,0,0,0,0,2,
90080,retsnpr24,0,0,0,0,2,
90081,retsnpr25,0,0,0,0,2,
90082,retsnpr26,0,0,0,0,2,
90083,retsnpr27,0,0,0,0,2,
90084,retsnpr28,0,0,0,0,2,
90085,retsnpr29,0,0,0,0,2,
90086,retsnpr30,0,0,0,0,2,
90087,holodef,0,0,0,0,,
